Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Butler 9,BE,22-11,17.27,118,100.7,67.9,-0.009,8.1,-4.1
VCU 10,A10,25-11,17.07,112.1,95,69.6,-0.07,3.82,0.95
Cincinnati 9,Amer,22-11,17.06,111.2,94.1,64,-0.067,5.2,-1.21
Utah 3,P12,27-9,16.79,115.6,98.8,65.3,0.112,9.79,1.9
Notre Dame 6,ACC,24-12,16.6,120.6,104,64.6,0.054,10.75,-1.64
Pittsburgh 10,ACC,21-12,16.6,114.9,98.3,65.3,-0.011,9.06,-7.02
Wisconsin 7,B10,22-13,16.55,110.1,93.6,63.3,-0.022,9.57,1.24
Texas 6,B12,20-13,16.19,113,96.8,65.3,0.022,12.54,5.55
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Stephen F. Austin 14,Slnd,28-6,15.62,112.2,96.6,67.3,0.007,-5.88,4.79
Saint Joseph's 8,A10,28-8,15.37,114.3,98.9,70.2,0.03,4.66,1.97
Providence 9,BE,24-11,14.49,110,95.5,68.4,0.062,8.93,-3.13
Clemson,ACC,17-14,14.38,113.3,98.9,63.7,-0.095,6.74,-7.97
Yale 12,Ivy,23-7,14.33,110.4,96,66,0.026,-0.85,-1
USC 8,P12,21-13,14.25,113.9,99.7,71,-0.028,7.61,-1.65
Michigan 11,B10,23-13,14.15,114.6,100.5,65.8,0.013,8.96,-2.15
Texas Tech 8,B12,19-13,13.78,113.2,99.4,66,0.028,10.66,0.62
Kansas St.,B12,17-16,13.46,108.8,95.4,66.7,-0.052,10.42,-2.92
Arkansas Little Rock 12,SB,30-5,13.24,109.2,96,63.4,0.056,-0.77,-0.2
Colorado 8,P12,22-12,12.91,108.8,95.9,69,0.015,7.51,-2.15
Dayton 7,A10,25-8,12.63,106.6,94,67.8,0.082,3.89,2.58
Hawaii 13,BW,28-6,12.16,108.2,96.1,70.6,0.013,-2.32,-8.92
Georgetown,BE,15-18,11.71,111.4,99.7,67.9,-0.102,9.34,2.43
Oregon St. 7,P12,19-13,11.65,110.7,99.1,67.1,0.043,9.61,0.46
Tulsa 11,Amer,20-12,11.5,111.2,99.7,68.4,-0.003,5.54,1.46
Northern Iowa 11,MVC,23-13,11.13,109.6,98.5,62.9,0.013,4.8,7.57
Northwestern,B10,20-12,11.04,111.1,100.1,63.7,-0.002,2.73,-11.07
UCLA,P12,15-17,10.75,112.6,101.9,69.5,-0.056,9.61,4.6
Evansville,MVC,25-9,10.56,108.3,97.8,68.6,-0.011,-1.44,-4.77
Arkansas,SEC,16-16,10.45,110.7,100.3,69.7,-0.08,6.4,-0.79
North Carolina St.,ACC,16-17,10.44,114.1,103.7,67.7,-0.037,8.75,-1.96
Memphis,Amer,19-15,10.1,107.5,97.4,73.4,-0.098,2.01,-6.79
Mississippi,SEC,20-12,9.88,111.9,102,68.5,0.022,4.44,-3.59
Mississippi St.,SEC,14-17,9.62,110.1,100.5,69.3,-0.12,5.66,-4.51
Oakland,Horz,23-12,9.6,116.3,106.7,73.8,-0.058,-1.06,1.52
South Dakota St. 12,Sum,26-8,9.57,111.4,101.8,68.3,0.004,-0.23,1.91
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
LSU,SEC,19-14,9.56,111.9,102.3,72.3,0.022,6.85,-3.11
Rhode Island,A10,17-15,9.37,108.4,99,64.4,-0.115,2.36,0.33
UNC Wilmington 13,CAA,25-8,9.21,110.7,101.5,70.3,0.033,0.85,-3.9
UC Irvine,BW,28-10,9.1,106,96.9,67.5,0.093,1.62,3.88
Nebraska,B10,16-18,8.82,110.4,101.6,67.1,-0.097,5.74,-6.8
Temple 10,Amer,21-12,8.82,107,98.1,65.9,0.095,6.33,3.7
William & Mary,CAA,20-11,8.79,113.3,104.5,68.3,-0.015,1.93,1.24
Boise St.,MWC,20-12,8.61,109.5,100.9,69.2,-0.05,2.63,3.81
James Madison,CAA,21-11,8.5,108.1,99.6,66.8,-0.043,-0.06,-3.33
Arizona St.,P12,15-17,8.38,109.6,101.2,67.9,-0.015,9.11,4.11
Stony Brook 13,AE,26-7,8.13,107.3,99.1,67.2,0.049,-5.6,4.38
Marquette,BE,20-13,7.91,108,100.1,70.1,0.055,5.64,-9.07
Oklahoma St.,B12,20-Dec,7.75,106.4,98.6,63.9,-0.103,9.11,-4.34
Richmond,A10,16-16,7.7,113.6,105.9,68,-0.075,4.31,2.39
Old Dominion,CUSA,25-13,7.52,107,99.5,61.1,-0.032,-3.03,-0.86
Stanford,P12,15-15,7.46,108,100.5,65.8,0.04,10.41,2.43
UT Arlington,SB,24-11,7.45,106.9,99.5,72.2,-0.036,-2.91,-2.05
Tennessee,SEC,15-19,7.31,111,103.7,68.8,-0.051,7.81,1.99
Iona 13,MAAC,22-11,7.13,110.5,103.4,71.9,-0.005,-1.78,5.71
UC Santa Barbara,BW,19-14,6.83,106.3,99.5,66.9,-0.006,3.12,8.5
Fresno St. 14,MWC,25-10,6.63,107.4,100.8,69,0.085,1.65,-2.89
Chattanooga 12,SC,29-6,6.5,107.5,101,66.3,0.132,-3.18,-0.04
Cal St. Bakersfield 15,WAC,24-9,6.26,104,97.8,67.6,-0.003,-6.5,-2.99
Louisiana Lafayette,SB,19-15,5.96,111,105.1,70.3,-0.089,-1.03,5.12
Columbia,Ivy,25-10,5.67,112.4,106.7,65.1,-0.001,-4.07,-4.95
Milwaukee,Horz,20-13,5.2,112.5,107.3,65.9,-0.077,-2.01,-0.91
New Mexico,MWC,17-15,5.14,108.3,103.2,70.9,-0.035,1.77,0.28
UNLV,MWC,18-15,5.09,103.4,98.3,73,-0.044,2.51,3.62
Wake Forest,ACC,20-Nov,4.78,107.3,102.5,71.4,0.026,11.59,4.24
Middle Tennessee 15,CUSA,25-10,4.76,104.6,99.9,67.6,0.088,-0.58,2.11
Illinois St.,MVC,18-14,4.63,104,99.4,67.2,0.01,1.65,3.39
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Albany,AE,24-9,4.25,106.9,102.7,66.2,-0.03,-8.12,-4.63
College of Charleston,CAA,17-14,4.16,98.6,94.4,63.8,-0.058,0.33,-2.63
Toledo,MAC,17-15,4.02,108.6,104.5,68.9,-0.121,-2.13,-5.35
Nevada,MWC,24-14,3.94,102.4,98.5,71.3,0.065,1.25,-0.73
Illinois,B10,15-19,3.91,106.9,103,68.1,0.02,6.85,-0.33
Morehead St.,OVC,23-14,3.78,106.6,102.8,65.7,-0.006,-1.06,3.12
Green Bay 14,Horz,23-13,3.74,108.3,104.6,76.2,0.057,0.11,1.92
Siena,MAAC,21-13,3.67,108.1,104.5,70.1,-0.028,-3.85,0.73
Grand Canyon,WAC,27-7,3.49,105,101.5,68.8,0.1,-8.19,-6.32
UNC Asheville 15,BSth,22-12,3.44,103.6,100.1,70.1,-0.008,-4.12,2.64
Northeastern,CAA,18-15,3.38,107,103.7,65.2,0.016,2.31,2.17
Louisiana Monroe,SB,20-14,3.31,106.5,103.1,65.8,0.028,-0.14,2.83
Utah St.,MWC,16-15,3.25,111.2,108,67,-0.032,1.89,-1.36
TCU,B12,21-Dec,3.02,101.6,98.5,69.6,-0.031,10.16,-7.07
Pepperdine,WCC,18-14,3.02,106.1,103,67.5,0.03,1.33,1.72
Buffalo 14,MAC,20-15,2.95,105.9,102.9,72.1,0.044,0.97,2
Southern Illinois,MVC,22-10,2.8,107.2,104.4,69.3,0.082,-2.93,-9.14
Penn St.,B10,16-16,2.58,103.4,100.8,66.1,0.112,6.56,-2.97
Ohio,MAC,23-12,2.56,110.6,108.1,70,0.052,-1.95,-4.02
Weber St. 15,BSky,26-9,2.45,103.4,100.9,66.8,0.019,-5.67,1.16
Montana,BSky,21-12,2.28,106.9,104.6,65.4,0.005,-4.78,9.77
Colorado St.,MWC,18-16,2.17,112.3,110.2,68.1,-0.031,0.65,-2.91
North Dakota St.,Sum,20-13,2.07,101.9,99.8,64.5,0.003,-1.76,-4.17
Wright St.,Horz,22-13,2.01,101.4,99.4,65.1,0.057,-1.68,-1.15
Marshall,CUSA,17-16,1.84,111,109.1,77.3,-0.018,-0.49,4.28
Nebraska Omaha,Sum,18-14,1.83,109.7,107.9,76.2,-0.052,-0.98,-1.05
Eastern Michigan,MAC,18-15,1.27,106.7,105.4,70.3,0.013,1.54,5.22
Vermont,AE,23-14,1.19,107.8,106.6,67.6,0.028,-4.68,3.58
Towson,CAA,20-13,0.98,105.4,104.4,65.7,0.043,-1.44,-9.65
East Tennessee St.,SC,24-12,0.88,107.7,106.8,69.7,0.124,-1.48,3.3
Louisiana Tech,CUSA,23-10,0.87,104.6,103.7,71.7,0.047,-5.2,-2.88
Ball St.,MAC,21-14,0.84,103.5,102.6,65.3,-0.017,-3.75,-9.95
Duquesne,A10,17-17,0.72,107.6,106.9,72.9,-0.01,0.59,-7.59
Winthrop,BSth,23-9,0.69,108.4,107.7,72.8,0.034,-6.36,-2.57
Central Michigan,MAC,17-16,0.51,110.5,110,66.7,-0.062,-1.25,-2.18
Missouri,SEC,21-Oct,0.2,104.7,104.5,68,-0.088,6.9,-2.01
Elon,CAA,16-16,0.2,106.6,106.4,71.1,0.018,1.4,0.17
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Fordham,A10,17-14,-0.06,102.3,102.4,66.4,0,-2.26,-15.7
Florida Gulf Coast 16,ASun,21-14,-0.08,103.6,103.7,67,-0.038,-5.83,-1.87
Murray St.,OVC,17-14,-0.1,106.3,106.4,64.3,-0.041,-3.21,3.78
Tennessee St.,OVC,20-11,-0.11,101.5,101.6,68.1,-0.003,-5.51,-5.43
Northern Illinois,MAC,21-13,-0.18,101.6,101.7,67.9,0.038,-1.53,-7.05
Wyoming,MWC,14-18,-0.19,108.3,108.5,64.6,-0.033,1.93,0.44
Massachusetts,A10,14-18,-0.29,102.8,103.1,70.8,0.008,3,-2.99
Indiana St.,MVC,15-17,-0.37,99.4,99.8,70.2,0.013,1.87,1.44
Western Kentucky,CUSA,18-16,-0.66,108.6,109.2,67,0.01,-1.73,0.13
Texas A&M Corpus Chris,Slnd,25-8,-0.66,102.6,103.3,68.5,0.169,-5.53,1.52
Harvard,Ivy,14-16,-0.69,100.3,101,65.9,-0.047,-0.05,1.45
Detroit,Horz,16-15,-0.9,110.6,111.5,73.7,0.024,-0.76,3.21
Oral Roberts,Sum,14-17,-0.99,107.6,108.6,68.8,0.025,2.57,6.81
Furman,SC,19-16,-1.01,105,106,65,-0.024,-3.64,-1.48
Coastal Carolina,BSth,21-12,-1.09,101.7,102.8,66.7,0.016,-4.79,2.69
Kent St.,MAC,19-13,-1.37,106.4,107.8,67.2,0.082,-1.91,-4.07
Georgia St.,SB,16-14,-1.39,99.9,101.2,64.9,0.013,-1.29,1.91
Western Michigan,MAC,13-19,-1.65,103.7,105.4,68.1,-0.054,0.46,1.46
Mercer,SC,19-15,-1.67,105.8,107.5,63.4,-0.025,-4.03,-2.24
DePaul,BE,22-Sep,-1.69,104.5,106.2,66.9,0.004,9.38,1.02
Loyola Chicago,MVC,15-17,-1.73,100,101.8,65,0.013,-0.32,-4.1
UCF,Amer,18-Dec,-1.89,102.1,104,67.9,-0.019,1.92,-5.52
Washington St.,P12,22-Sep,-2.19,103.7,105.9,68.8,-0.051,8.11,-3.61
Wofford,SC,15-17,-2.22,106.3,108.5,65.2,-0.017,-1.17,7.24
Auburn,SEC,20-Nov,-2.56,101.7,104.2,71.8,0.049,7.92,2.09
East Carolina,Amer,20-Dec,-2.7,103.2,105.9,67.2,-0.024,2.89,-4.25
Lehigh,Pat,17-15,-2.71,104.9,107.6,67.8,-0.004,-5.98,6.57
Minnesota,B10,23-Aug,-2.77,101.5,104.3,68.4,-0.061,6.13,-1.91
Charlotte,CUSA,14-19,-2.84,105.8,108.7,70.3,-0.04,-2.73,0.29
Western Carolina,SC,16-18,-2.92,101.5,104.4,69.1,0.021,0.4,9.55
Denver,Sum,16-15,-2.92,102.9,105.9,60.8,0.029,-3.33,-8.3
Tennessee Tech,OVC,19-12,-3.14,108.5,111.6,69.2,0.077,-3.52,-2.38
Eastern Washington,BSky,18-16,-3.26,111.8,115.1,68.7,-0.045,-6.31,1.43
George Mason,A10,21-Nov,-3.32,101.5,104.8,67.8,-0.005,3.41,0.39
North Dakota,BSky,17-16,-3.35,99.6,103,71.6,-0.053,-5.6,1.28
Tulane,Amer,22-Dec,-3.39,97.9,101.3,67.7,-0.01,3.26,-6.21
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Eastern Kentucky,OVC,15-16,-3.58,107.4,111,72.1,-0.029,-4.72,-4.67
NJIT,ASun,20-15,-3.61,102.3,105.9,69,0.048,-5.59,-1.42
Cal Poly,BW,20-Oct,-3.65,107.6,111.3,66.2,-0.062,2.41,5.29
Navy,Pat,19-14,-3.68,99.4,103.1,64.9,-0.006,-7.48,-4.04
San Francisco,WCC,15-15,-3.75,107.4,111.1,70.5,0.036,-2.38,-10.08
Portland,WCC,20-Dec,-4.01,107.1,111.1,71.8,-0.072,-0.81,-5.82
IUPUI,Sum,13-19,-4.05,99.9,103.9,68.4,0.042,2.24,6.07
Fairfield,MAAC,19-14,-4.06,103.8,107.9,71.4,0.101,-4.06,-1.65
Tennessee Martin,OVC,20-15,-4.26,104.9,109.2,66.6,0.074,-4.38,-2.59
Georgia Southern,SB,14-17,-4.31,105,109.3,68.7,-0.017,-2.6,-3.66
St. John's,BE,24-Aug,-4.4,97.8,102.2,72.1,-0.023,8.46,-4.04
Texas St.,SB,15-16,-4.43,99.5,103.9,63.6,-0.014,-3.29,-9.83
Sam Houston St.,Slnd,18-16,-4.61,102.6,107.2,67,-0.008,-6.84,4.29
Idaho,BSky,21-13,-4.87,98.6,103.5,65.8,0.076,-6.39,-0.97
UTEP,CUSA,19-14,-4.93,102.6,107.6,71.6,0.035,-6.52,-7.26
South Dakota,Sum,14-18,-4.96,106,111,70.5,0.057,0.52,1.56
Austin Peay 16,OVC,18-18,-5.1,104.5,109.6,69.5,0.061,-2.92,-0.19
Loyola Marymount,WCC,14-17,-5.21,103.7,108.9,67.5,0.076,0.2,-3.07
Saint Peter's,MAAC,14-16,-5.24,96.7,102,64.5,-0.005,-5.01,-5.15
UNC Greensboro,SC,15-19,-5.27,102.2,107.5,67.7,-0.017,-2.45,2.41
Samford,SC,14-19,-5.28,103,108.2,67.9,-0.056,-4.16,-3.14
Radford,BSth,16-15,-5.29,104.2,109.5,65.8,0.053,-3.36,4.47
Rider,MAAC,13-20,-5.33,99.3,104.7,64.3,-0.06,-3.86,-1.89
Missouri St.,MVC,13-19,-5.38,100.4,105.8,68.9,0.06,1.99,2.12
Boston College,ACC,25-Jul,-5.56,95.3,100.8,66.7,-0.058,8.89,-7.93
Saint Louis,A10,21-Nov,-5.56,96.9,102.4,69,0.018,2.28,-4.44
Pacific,WCC,20-Aug,-5.63,100.6,106.3,66.5,-0.006,1.94,2.42
FIU,CUSA,13-19,-5.67,103.2,108.8,65.3,-0.127,-5.6,-6.46
Southern 16,SWAC,22-13,-5.75,100.5,106.3,68.9,0.04,-8.52,3.49
Bowling Green,MAC,16-18,-5.78,100.9,106.7,68.3,0.037,-1.5,-6.54
Boston University,Pat,19-15,-5.88,102.8,108.7,69.7,0.051,-6.41,-2.74
Western Illinois,Sum,17-Oct,-5.91,101.2,107.1,67.8,-0.069,0.07,0.8
UC Riverside,BW,14-19,-5.94,100.1,106.1,67,-0.026,-2.82,-7.27
Dartmouth,Ivy,18-Oct,-5.99,99.5,105.5,67.5,-0.099,-3.52,-7.09
New Hampshire,AE,20-13,-6.01,99.9,105.9,67.4,0.11,-7,-4.29
Gardner Webb,BSth,17-16,-6.02,100.7,106.8,69,0.045,-3.93,7.66
Canisius,MAAC,14-19,-6.29,108.1,114.4,67.5,-0.013,-3.7,-1.54
South Florida,Amer,25-Aug,-6.49,98.3,104.8,66.7,-0.016,4.24,-1.41
Cal St. Northridge,BW,20-Oct,-6.52,100.9,107.4,70.4,-0.013,0.24,-0.31
Jackson St.,SWAC,20-16,-6.53,95.7,102.3,67.3,-0.004,-8.92,2.15
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
UC Davis,BW,19-Nov,-6.64,93.9,100.5,65.9,-0.005,-1.27,-4.86
Air Force,MWC,14-18,-6.92,99.1,106,67,0.087,0.69,-4.7
Incarnate Word,Slnd,17-12,-7.06,102.1,109.1,67.2,0.123,-6.4,8.07
Santa Clara,WCC,20-Nov,-7.07,101.8,108.9,65.5,0.019,1.06,-1.82
Drexel,CAA,25-Jun,-7.16,99.5,106.7,64.5,-0.026,2.78,1.71
Montana St.,BSky,14-17,-7.2,106.5,113.7,68.5,-0.024,-5.34,2.9
Miami OH,MAC,13-20,-7.25,97.4,104.7,64.3,0.046,-0.62,-3.98
Hampton 16,MEAC,21-11,-7.4,99.8,107.2,71.2,0.157,-9.75,1.91
San Jose St.,MWC,22-Sep,-7.46,97.2,104.7,69.5,-0.058,1.12,-3.98
UMKC,WAC,19-Dec,-7.48,103.2,110.7,66.4,-0.054,-1.92,5.07
Arkansas St.,SB,20-Nov,-7.51,100.3,107.8,72,-0.011,-1.6,-1.88
Norfolk St.,MEAC,17-17,-7.52,105.6,113.1,67.7,0.001,-6.92,5.69
Penn,Ivy,17-Nov,-7.56,100.1,107.7,67.8,-0.025,-2.75,-6.12
Army,Pat,19-14,-7.57,99.5,107,72.2,0.04,-8.64,-7.62
Northern Kentucky,Horz,21-Sep,-7.66,100.7,108.4,67.3,-0.079,0.04,2.28
Colgate,Pat,13-17,-7.71,104,111.7,64.9,-0.018,-5.57,1.23
Manhattan,MAAC,13-18,-7.77,98.8,106.6,67.9,0.045,-3.44,-0.54
Appalachian St.,SB,22-Sep,-8.17,102.7,110.9,70.3,-0.015,-0.42,1.8
South Alabama,SB,14-19,-8.22,95.8,104.1,69.6,0.084,-0.7,0.85
Portland St.,BSky,13-18,-8.35,102.1,110.4,72.1,-0.045,-6.15,-3.96
Kennesaw St.,ASun,20-Nov,-8.57,101.6,110.2,68.6,-0.026,-1.44,6.6
Drake,MVC,24-Jul,-8.6,104.1,112.7,65.4,-0.101,0.1,-3.02
Mount St. Mary's,NEC,14-19,-8.78,93.7,102.4,68.5,-0.032,-8.2,2.4
Cal St. Fullerton,BW,20-Oct,-8.82,101.7,110.5,68.6,0.011,-0.12,-2.82
Brown,Ivy,20-Aug,-9.26,102.4,111.6,70.4,-0.056,-3.02,-7.09
Eastern Illinois,OVC,13-17,-9.34,100.5,109.8,67.2,0.046,-3.87,0.18
La Salle,A10,22-Sep,-9.34,99.2,108.5,66.3,0.036,4.17,0.15
South Carolina St.,MEAC,19-15,-9.48,103.3,112.8,67.6,0.091,-8.11,4.25
San Diego,WCC,21-Sep,-9.77,93.9,103.7,66.1,-0.012,0.17,-2.65
Idaho St.,BSky,16-15,-9.86,99.1,109,70.1,0.052,-7.3,-3.02
Jacksonville,ASun,16-16,-9.9,100.2,110.1,70.4,0.05,-6.35,-3.51
Rice,CUSA,20-Dec,-10.12,105.7,115.8,69.7,0.022,-3.5,-1.5
Sacramento St.,BSky,14-17,-10.13,98.8,108.9,68.5,0.049,-5.74,-3.9
Lipscomb,ASun,21-Dec,-10.14,101.5,111.6,72.8,0.006,-3.91,0.82
Delaware,CAA,23-Jul,-10.22,101.5,111.7,67.4,-0.004,2.22,-0.89
Cornell,Ivy,18-Oct,-10.34,98.2,108.5,72.7,0.046,-0.53,-1.41
Houston Baptist,Slnd,17-17,-10.39,101.6,112,70.3,0.074,-4.83,4.49
Stetson,ASun,22-Dec,-10.44,104,114.5,70.6,-0.046,-3.91,-0.29
Rutgers,B10,25-Jul,-10.63,97.5,108.1,70.4,-0.036,6.68,-4.08
Fairleigh Dickinson 16,NEC,18-15,-10.63,104.4,115,71.5,0.097,-9.44,-0.17
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Troy,SB,22-Sep,-10.69,98.3,109,68.4,-0.021,-1.52,-2.27
Youngstown St.,Horz,21-Nov,-10.7,103.2,113.9,72.4,0.007,-0.15,0.63
Utah Valley,WAC,18-Dec,-10.71,99.6,110.3,74.2,-0.022,-4.19,0.52
St. Francis NY,NEC,15-17,-11.23,93.9,105.2,65.8,0.011,-9.98,-3.22
Holy Cross 16,Pat,15-20,-11.39,97.1,108.5,63.6,0.065,-6.09,-6.27
Alabama St.,SWAC,14-17,-11.59,99.1,110.7,69,0.029,-7.89,4.32
LIU Brooklyn,NEC,16-15,-11.78,100.1,111.9,72.3,0.049,-11.43,-8.71
Loyola MD,Pat,21-Sep,-11.85,100.8,112.6,66.7,-0.03,-5.42,1.65
North Texas,CUSA,20-Dec,-11.89,100.8,112.7,69.7,0.015,-4.41,-4.66
Cleveland St.,Horz,23-Sep,-11.89,91.6,103.5,63.8,0.02,0.85,3.12
Quinnipiac,MAAC,21-Sep,-11.89,91.9,103.8,68.5,-0.028,-5.55,-8.44
Liberty,BSth,13-19,-12.11,98.7,110.8,63.2,0.077,-3.45,2.21
Florida Atlantic,CUSA,25-Aug,-12.36,95.7,108.1,67.5,-0.033,-1.38,4.72
Seattle,WAC,15-17,-12.37,94.3,106.7,65.8,0.059,-7.15,-6.46
Longwood,BSth,23-Oct,-12.51,100.4,112.9,69.2,-0.039,-4.76,-0.85
Jacksonville St.,OVC,23-Aug,-12.58,98.3,110.9,64.9,-0.067,-3.87,-3.98
Campbell,BSth,18-Dec,-12.82,100.2,113,68.1,-0.03,-7.62,-9.21
Charleston Southern,BSth,21-Sep,-12.94,99.2,112.1,68.2,-0.008,-2.15,10.33
St. Francis PA,NEC,13-17,-13.05,100.4,113.4,66.1,0.014,-9.55,-0.83
Sacred Heart,NEC,18-Dec,-13.11,99.6,112.7,71.2,0.006,-9.39,0.97
Alabama A&M,SWAC,18-Nov,-13.28,100.1,113.4,65.2,-0.046,-9.75,0.76
North Carolina Central,MEAC,13-19,-13.35,98.3,111.6,65.9,-0.076,-10.79,-0.07
Robert Morris,NEC,22-Oct,-13.36,91.8,105.2,67.8,-0.033,-7.2,1.69
Morgan St.,MEAC,22-Sep,-13.58,94.9,108.5,69.1,-0.114,-8.48,3.11
Southern Miss,CUSA,21-Aug,-13.84,96.5,110.3,63.3,-0.019,-4.1,-0.84
Bethune Cookman,MEAC,14-18,-13.96,97.9,111.9,66.5,0.01,-9.08,1.46
Marist,MAAC,23-Jul,-13.97,102,116,68.1,-0.042,-4.92,-6.27
Niagara,MAAC,25-Jul,-14.17,94.1,108.2,65.7,0.059,-3.76,-2.64
VMI,SC,21-Sep,-14.19,97,111.2,68.7,-0.022,-2.13,2.87
Southeastern Louisiana,Slnd,21-Dec,-14.46,98,112.4,68,-0.017,-8.09,4.92
SIU Edwardsville,OVC,22-Jun,-14.46,95.2,109.6,66.1,0.015,-3.11,1.55
The Citadel,SC,22-Oct,-14.51,103.1,117.6,80,0.008,-4.05,-5.45
Alcorn St.,SWAC,15-15,-14.55,98,112.6,65.5,0.103,-9.04,3.06
Northern Colorado,BSky,21-Oct,-14.65,103.3,118,68.3,0.024,-5.11,-0.94
UMass Lowell,AE,18-Nov,-14.99,100.6,115.6,73.2,0.1,-6.24,-2.74
New Orleans,Slnd,20-Oct,-15.01,96.4,111.4,72.2,-0.059,-7.66,3.8
Abilene Christian,Slnd,13-18,-15.24,97.1,112.3,67.8,0.025,-7.76,-0.96
Maryland Eastern Shore,MEAC,22-Oct,-15.28,98.5,113.8,67.2,-0.009,-6.74,8.95
American,Pat,19-Dec,-15.34,92.1,107.4,61.3,0.111,-4.72,0.25
Lamar,Slnd,19-Nov,-15.48,97.3,112.8,72,-0.085,-9.6,-8.32
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Central Arkansas,Slnd,21-Jul,-15.98,100.9,116.9,71.8,-0.068,-7.46,4.97
USC Upstate,ASun,22-Oct,-16.03,100.6,116.6,66.2,0.007,-4.96,-3.06
Bradley,MVC,27-May,-16.03,86.6,102.6,67,0.017,3.37,4.52
Hartford,AE,23-Oct,-16.06,99.7,115.8,69.2,0.005,-6.21,-6.04
Binghamton,AE,22-Aug,-16.16,88.2,104.4,65.2,-0.021,-6.84,-5.06
Lafayette,Pat,24-Jun,-16.42,99.6,116,69.4,-0.034,-5.98,-3.02
McNeese St.,Slnd,20-Sep,-16.44,97.8,114.3,68,0.012,-7.59,13.75
Presbyterian,BSth,20-Nov,-16.58,93.7,110.2,67.2,0.044,-5.17,-1.56
Howard,MEAC,20-Dec,-16.61,93.5,110.1,70.4,0.009,-9.83,-1.69
Northwestern St.,Slnd,20-Aug,-16.62,101.6,118.2,73.8,-0.053,-6.29,13.07
Nicholls St.,Slnd,23-Nov,-16.75,92.2,108.9,68.4,0.015,-4.75,11.46
