Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
West Virginia 5,B12,25-10,17.64,112.6,94.9,67.9,0.087,9.56,-2.65
SMU 6,Amer,27-7,17.51,113.1,95.6,63.1,-0.004,2.52,0.99
Providence 6,BE,22-12,16.72,112.6,95.9,65.2,0.038,10.26,2.18
BYU 11,WCC,25-10,16.69,119.4,102.7,70.4,-0.055,3.96,3.78
Arkansas 5,SEC,27-9,16.44,114.7,98.3,69.3,0.045,6.09,-3.44
VCU 7,A10,26-10,16.27,111.1,94.9,66.5,0.043,6.65,8.77
San Diego St. 8,MWC,27-9,15.95,104.9,89,60.4,0.026,3.63,3.5
North Carolina St. 8,ACC,22-14,15.93,114.9,98.9,64.1,-0.003,9.84,-0.65
Maryland 4,B10,28-7,15.68,111.3,95.7,63.9,0.127,7.15,-3.33
Florida,SEC,16-17,15.39,107.3,91.9,62.7,-0.117,10.08,4.19
Georgia 10,SEC,21-12,15.09,109.6,94.5,64.1,0.001,8.73,1.41
Davidson 10,A10,24-8,15,119.7,104.7,66.7,0.056,3.16,-3.78
Oklahoma St. 9,B12,18-14,14.92,111.8,96.8,63.3,-0.045,10.42,-1.65
UCLA 11,P12,22-14,14.65,112.9,98.2,65.8,0.032,8.4,2.63
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Dayton 11,A10,27-9,14.24,109.2,95,63.4,0.022,3.39,0.07
Cincinnati 8,Amer,23-11,14.15,108.2,94,59.8,-0.016,3.39,1.69
Purdue 9,B10,21-13,13.96,110.9,97,64.3,-0.006,7.45,-2.75
Oregon 8,P12,26-10,13.88,115.2,101.3,66.6,0.119,7.28,-2.34
Mississippi 11,SEC,21-13,13.88,114.5,100.6,66.2,-0.033,7.1,-1.19
Boise St. 11,MWC,25-9,13.85,111.9,98.1,62.8,0.009,0.94,-0.31
Indiana 10,B10,20-14,13.83,119.8,106,66.6,-0.044,6.92,-5.96
LSU 9,SEC,22-11,13.76,108.9,95.1,69.3,-0.043,5.09,-4.77
St. John's 9,BE,21-12,13.7,110.7,97,66.7,0.05,8.72,-1.5
Stephen F. Austin 12,Slnd,29-5,13.64,113.9,100.3,65.4,0.02,-5.56,0.63
Minnesota,B10,18-15,13.06,112.7,99.7,67.3,-0.099,6.8,-5.45
Syracuse,ACC,18-13,12.78,107,94.2,65.8,-0.025,7.16,-1.73
TCU,B12,18-15,12.25,108.8,96.6,63.6,-0.081,5.46,-15.2
Buffalo 12,MAC,23-10,11.87,111.3,99.4,68.3,0.001,1.83,0.81
South Carolina,SEC,17-16,11.32,105.6,94.3,64.1,-0.048,8.15,0.34
Valparaiso 13,Horz,28-6,11.13,107.4,96.3,62.3,0.053,-2.06,-3.69
Georgia St. 14,SB,25-10,10.32,111.6,101.3,62.4,-0.003,-1.47,3.63
Michigan,B10,16-16,9.55,110,100.5,59.7,-0.008,9.39,0.28
Harvard 13,Ivy,22-8,9.23,104.8,95.6,61.1,0.091,-0.18,0.36
Yale,Ivy,22-10,8.78,107.3,98.6,61.9,0.029,0.89,3.94
Creighton,BE,14-19,8.36,111,102.6,62.1,-0.083,7.79,-3.41
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Kansas St.,B12,15-17,8.18,106.6,98.4,62.1,0.01,10.32,-1.28
Penn St.,B10,18-16,8.08,105.3,97.2,65.4,0.004,5.97,-5.04
Seton Hall,BE,16-15,7.98,109.3,101.3,65.7,0.012,8.21,-2.53
Clemson,ACC,16-15,7.82,104.5,96.7,61.6,0.009,6.49,-3.83
Georgia Tech,ACC,19-Dec,7.67,103.7,96,63.7,-0.07,8.38,0.43
Memphis,Amer,18-14,7.51,105.5,98,66.2,-0.033,1.21,-1.46
Toledo,MAC,20-13,7.46,113.3,105.8,66.4,-0.03,0.92,-0.32
Cleveland St.,Horz,19-15,7.42,108.3,100.9,61.1,-0.098,0.26,1.57
Tennessee,SEC,16-16,7.24,109.5,102.3,60.4,0.03,8.26,0.49
UC Irvine 13,BW,21-13,7.09,106.3,99.2,63.4,-0.022,0.9,2.29
Colorado,P12,16-18,7.09,107.5,100.5,65,-0.041,5.63,-0.94
Marquette,BE,13-19,6.88,105.3,98.5,63.7,-0.043,9.97,-1.17
Sam Houston St.,Slnd,26-9,6.84,103.4,96.5,64.9,-0.055,-7.28,-0.16
Wofford 12,SC,28-7,6.72,105.2,98.5,60.5,0.122,-3.98,6.79
New Mexico St. 15,WAC,23-11,6.63,107.4,100.8,63,-0.042,-5.37,1.78
Florida St.,ACC,17-16,6.37,105.6,99.3,65.9,0.038,5.95,-4.74
UNLV,MWC,18-15,6.13,107.9,101.7,65.1,-0.029,2.73,6.77
La Salle,A10,17-16,6.02,101.3,95.3,64.1,-0.017,4.11,2.55
UC Santa Barbara,BW,19-14,6,109.3,103.3,62.6,-0.034,1.58,5
San Diego,WCC,15-16,5.95,104,98,62.9,-0.076,3.73,2.66
Oregon St.,P12,17-14,5.9,100,94.1,60.5,0.013,4.76,-5.8
Akron,MAC,21-14,5.77,105.1,99.4,63.6,-0.042,-0.98,-7.63
Wyoming 12,MWC,25-10,5.67,104.8,99.1,59.1,0.083,-1.04,-10.31
Boston College,ACC,13-19,5.61,107.9,102.3,63.4,-0.035,8.01,-4.64
Hofstra,CAA,20-14,5.43,112,106.6,68.7,-0.111,-5.12,-7.32
St. Bonaventure,A10,18-13,5.31,105.4,100.1,64.4,0.009,0.94,-6.08
California,P12,18-15,5.25,104.2,99,65.3,0.062,5.58,-3.07
Evansville,MVC,24-12,5.25,106.6,101.3,66.2,0.039,-0.75,-5.22
Bowling Green,MAC,21-12,5.2,105.9,100.7,63.7,0.006,-1.56,-5.19
Northeastern 14,CAA,23-12,5.12,108.3,103.1,63.3,0.025,-1.29,1.8
Kent St.,MAC,23-12,5.04,107.4,102.3,61.5,0.029,-0.47,-5.72
Washington,P12,16-15,5.04,108.8,103.8,65.2,-0.002,4.84,-6.27
Wake Forest,ACC,13-19,4.76,106.6,101.8,68,-0.025,7.89,-2.99
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Nebraska,B10,13-18,4.62,99.6,95,63.3,-0.017,7.59,-3.77
Northwestern,B10,15-17,4.59,107.8,103.2,59.7,0.009,6.74,-6.17
Vermont,AE,20-14,4.38,103.3,99,64.4,-0.118,-5.7,-0.54
Utah St.,MWC,18-13,4.27,107.5,103.2,63.5,-0.022,-0.36,-1.26
Massachusetts,A10,17-15,4.16,106.5,102.3,67,0.069,5.03,6.2
Pepperdine,WCC,18-14,4.1,100.5,96.4,63.5,0.014,1.91,-6.18
Hawaii,BW,22-13,3.73,105.1,101.4,68.9,-0.009,-1.97,-5.29
Louisiana Lafayette,SB,22-14,3.59,106,102.4,69.9,-0.055,-3.14,-1.43
Eastern Kentucky,OVC,21-12,3.46,106.3,102.8,63.5,-0.03,-4.84,-2.63
Stony Brook,AE,23-12,3.35,102.8,99.5,64.1,0.019,-3.44,4.1
Albany 14,AE,24-9,3.29,107.2,103.9,60.8,0.054,-5.5,0.18
Loyola Chicago,MVC,24-13,3.28,105.9,102.6,61.1,0.079,-0.36,-3.54
Eastern Washington 13,BSky,26-9,3.25,112.9,109.6,68.2,0.067,-3.75,3.94
Portland,WCC,17-16,3.23,109,105.8,64.2,-0.035,1.98,-4.48
UAB 14,CUSA,20-16,3.06,104.9,101.9,64.7,0.025,0.29,3.4
Long Beach St.,BW,16-17,3.05,104,100.9,65.2,0.032,6.36,15.31
New Mexico,MWC,15-16,2.82,101.6,98.7,62,-0.068,0.64,-3.48
Eastern Michigan,MAC,21-14,2.69,101.8,99.2,66,-0.001,-0.32,-4.35
Auburn,SEC,15-20,2.45,105.8,103.3,67.2,0.058,7.98,1.26
Coastal Carolina 16,BSth,24-10,2.38,106.7,104.3,64.1,0.006,-6.45,-1.05
Western Kentucky,CUSA,20-12,2.28,105,102.7,66.3,0.039,-1.05,3.69
Belmont 15,OVC,22-11,2.27,110.2,107.9,66.9,0.065,-3.33,-1.68
North Florida 16,ASun,23-12,2.26,108.4,106.2,67.1,-0.022,-7.19,2.23
San Francisco,WCC,14-18,2.16,105.7,103.5,65.5,-0.082,2.01,-3.6
High Point,BSth,23-10,2.03,108.4,106.4,62.2,0.103,-3.5,4.07
Charlotte,CUSA,14-18,1.92,109.9,108,66.8,-0.105,0.3,4.53
Georgia Southern,SB,22-9,1.89,100.5,98.6,63.4,0.022,-5.07,-8.48
Tennessee Martin,OVC,21-13,1.84,109.2,107.3,62,0.033,-2.12,-0.59
Canisius,MAAC,18-15,1.81,103.6,101.8,63.4,-0.049,-2.64,0.33
DePaul,BE,20-Dec,1.77,108.6,106.8,67,-0.001,7.69,-3.42
USC,P12,20-Dec,1.46,101.6,100.1,68,-0.005,5.52,-4.71
North Dakota St. 15,Sum,23-10,1.41,103.8,102.4,60.8,0.105,-4.21,-5.5
Cal Poly,BW,13-16,1.24,102.9,101.7,58.6,-0.056,2.15,6.11
Morehead St.,OVC,17-17,0.98,104.1,103.1,64.9,-0.094,-2.55,1.12
Texas Tech,B12,13-19,0.97,102.3,101.3,61.6,-0.016,6.91,-10.95
Western Michigan,MAC,20-14,0.86,108,107.1,65,0.058,0.56,-2.13
Middle Tennessee,CUSA,19-17,0.59,102.3,101.7,61,0.003,-0.57,1.22
Mississippi St.,SEC,13-19,0.58,100.7,100.1,63.8,-0.034,4.23,-8.42
Princeton,Ivy,16-14,0.55,107.4,106.9,64.6,-0.032,-2.94,-4.28
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Saint Joseph's,A10,13-18,0.34,100.3,100,63.3,-0.006,2.25,-2.47
Manhattan 16,MAAC,19-14,0.31,101.9,101.6,67.7,-0.001,-3.59,-0.4
Rider,MAAC,21-12,0.17,101.2,101,64.2,0.086,-3.44,-2.3
Columbia,Ivy,13-15,0.12,107.5,107.4,60.2,-0.09,-2.22,-3.11
Chattanooga,SC,22-10,0.09,105.6,105.5,64.5,0.101,-6.12,-0.75
Oakland,Horz,16-17,0.06,111.4,111.3,66.5,0.019,1.9,9.1
Dartmouth,Ivy,14-15,-0.67,102,102.7,63.4,-0.027,-2.13,-3.61
Indiana St.,MVC,15-16,-0.7,102.7,103.4,66.6,0.015,0.23,-4.16
Louisiana Monroe,SB,24-14,-0.71,99,99.7,61.8,0.07,-2.63,2.38
Radford,BSth,22-12,-0.77,105.6,106.3,65,0.058,-4.69,0.34
IPFW,Sum,16-15,-0.82,107.7,108.5,64.5,-0.051,-2.98,0.12
NJIT,ind,21-12,-0.85,105.5,106.4,66.2,0.049,-4.15,-4.53
UNC Wilmington,CAA,18-14,-0.9,101.5,102.4,67.5,0.059,-1.54,2.03
Virginia Tech,ACC,22-Nov,-0.92,106.3,107.2,63.6,-0.042,5.8,-11.65
Winthrop,BSth,19-13,-0.94,104.8,105.7,65.8,-0.051,-6.86,-3.87
Quinnipiac,MAAC,15-15,-1.09,103,104.1,66.3,-0.092,-4.91,-4.85
Northern Arizona,BSky,23-15,-1.12,102.2,103.4,64.8,0.063,-3.88,2.99
Northern Illinois,MAC,14-16,-1.2,102.8,104,62.5,0.005,0.46,-4.01
Colgate,Pat,16-17,-1.24,108,109.2,60.7,-0.055,-3.48,3.71
USC Upstate,ASun,24-12,-1.25,103.5,104.7,63.3,-0.025,-9.37,-7.74
Detroit,Horz,15-18,-1.34,103.3,104.6,67.3,-0.008,0.91,4.35
Monmouth,MAAC,18-15,-1.38,100.8,102.1,63.6,0.012,-3.53,-3.2
Robert Morris 16,NEC,20-15,-1.39,103.1,104.5,65.4,0.055,-4.59,2.49
Mercer,SC,19-16,-1.52,104.5,106,60.9,-0.049,-5.49,2.33
Washington St.,P12,13-18,-1.67,109.1,110.8,67.2,0.085,6.52,-1.81
Saint Peter's,MAAC,16-18,-1.72,100,101.7,60.2,-0.067,-4.04,-3.4
American,Pat,17-16,-1.77,102.5,104.2,56.8,0.015,-2.32,2.69
New Hampshire,AE,19-13,-1.86,100.9,102.8,63.9,-0.027,-6.3,-3.25
Florida Gulf Coast,ASun,22-11,-1.92,101.6,103.6,64.2,0.044,-6.76,1.54
Norfolk St.,MEAC,20-14,-2.01,105.5,107.5,64.6,0.027,-6.2,6.54
Missouri,SEC,23-Sep,-2.09,102,104.1,62,-0.019,9.07,2.99
Lafayette 16,Pat,20-13,-2.14,112.9,115.1,64.6,0.097,-4.01,-0.45
Santa Clara,WCC,14-18,-2.14,105.9,108,61.1,0.019,3.42,-0.33
Sacramento St.,BSky,21-12,-2.33,109,111.3,61.9,0.074,-6.03,-4.1
UT Arlington,SB,16-15,-2.41,103.4,105.9,69.6,0.023,-3.22,1.46
Rutgers,B10,22-Oct,-2.45,98.7,101.1,64.9,0.037,8.39,-0.01
James Madison,CAA,19-14,-2.69,105.5,108.2,63.9,0.103,-2.73,-2.91
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Lehigh,Pat,16-14,-2.81,99.9,102.7,66.2,0.007,-4.12,1.01
Cornell,Ivy,13-17,-2.87,96.9,99.7,64.2,-0.032,-1.46,-1.89
Fresno St.,MWC,15-17,-2.92,102.8,105.7,64.9,0.068,1.53,-0.26
Air Force,MWC,14-17,-3.01,108.1,111.2,61.7,-0.065,-1.17,-11.14
George Mason,A10,22-Sep,-3.08,102.9,106,64,-0.032,4.64,2.98
Oral Roberts,Sum,19-15,-3.17,106.2,109.4,65.5,0.097,-1.64,2.83
Maryland Eastern Shore,MEAC,18-15,-3.33,104.5,107.8,64.4,0.04,-5.65,3.39
Fordham,A10,21-Oct,-3.49,102,105.5,65.4,-0.06,2.63,-4.76
UTSA,CUSA,14-16,-3.59,106.4,110,65.9,-0.051,-3.46,-5.67
Rice,CUSA,20-Dec,-3.62,102,105.6,62,-0.061,-1.32,-1.93
Milwaukee,Horz,14-16,-3.76,103.1,106.9,64.4,0.043,0.89,3.08
Gardner Webb,BSth,20-15,-3.84,107.6,111.4,67.4,0.085,-1.92,6.81
Texas Southern 15,SWAC,22-13,-3.84,104.1,107.9,63.3,0.128,-6.74,15.16
Houston,Amer,13-19,-3.85,101.4,105.2,64.2,-0.057,-2.75,-14.23
Miami OH,MAC,13-19,-4.02,102.5,106.6,64.6,0.009,-0.08,-5.44
UC Riverside,BW,14-17,-4.22,98.5,102.8,65.3,0.013,-0.71,-3.48
Duquesne,A10,19-Dec,-4.26,108.6,112.9,67.3,-0.015,1.03,-8.19
East Tennessee St.,SC,16-14,-4.29,103.2,107.5,67.7,0.036,-4.13,4.74
South Dakota,Sum,17-16,-4.36,103.4,107.8,65.2,0.032,-3.12,-1.23
Tulane,Amer,15-16,-4.37,99.8,104.2,63,0.031,-1.34,-9.69
St. Francis PA,NEC,16-16,-4.58,99.8,104.4,62.7,0.018,-4.1,3.61
Denver,Sum,18-Dec,-4.58,106,110.6,57.1,-0.067,-3.73,-2.16
Southern Illinois,MVC,21-Dec,-4.79,98.8,103.6,62.2,-0.054,-0.87,-8.22
East Carolina,Amer,14-19,-4.89,103.7,108.6,61.2,-0.002,0.04,-6.07
Eastern Illinois,OVC,18-15,-4.95,100.3,105.2,63.2,0.119,-1.2,2.87
Mount St. Mary's,NEC,15-15,-4.97,98.5,103.4,62.4,0.04,-4.84,5.25
Texas A&M Corpus Chris,Slnd,20-14,-5.05,100.8,105.9,62.7,0.04,-7.36,-5.46
Incarnate Word,Slnd,18-11,-5.06,107.5,112.6,67.4,0.041,-6.57,5.19
Northwestern St.,Slnd,19-13,-5.11,112.5,117.6,73.2,0.054,-5.2,10.52
Texas St.,SB,14-17,-5.2,93.7,98.9,61.2,-0.033,-3.05,1.05
Idaho,BSky,13-17,-5.29,107.7,112.9,67.5,-0.07,-4.51,1.05
Ohio,MAC,20-Oct,-5.47,103,108.5,66.4,-0.04,0.75,-4.22
Southeast Missouri St.,OVC,13-17,-5.54,102.8,108.4,65.6,-0.061,-4.11,-3.94
Western Carolina,SC,15-17,-5.6,101.9,107.5,65.7,0.009,-3.3,4.95
Arkansas Little Rock,SB,13-18,-5.63,104.3,109.9,64.3,-0.048,-4.76,-4.87
Bryant,NEC,16-15,-5.85,104.1,109.9,63.1,0.064,-4.6,2.86
UNC Asheville,BSth,15-16,-6.14,102.4,108.6,67.8,-0.024,-4.43,1.11
Sacred Heart,NEC,15-17,-6.16,103.4,109.6,68.5,-0.013,-6.61,-3.3
Boston University,Pat,13-17,-6.29,106.4,112.7,64.2,0.006,-3.45,1.66
Pacific,WCC,19-Dec,-6.31,103.1,109.5,61.4,0.052,2.88,-2.53
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Cal St. Bakersfield,WAC,14-19,-6.44,99.7,106.2,60.5,-0.124,-6.99,-2.96
Holy Cross,Pat,14-16,-6.49,101.2,107.7,63.6,0.03,-3.91,1.85
Wright St.,Horz,20-Nov,-6.53,99,105.5,63,-0.028,0.02,0.87
Seattle,WAC,18-16,-6.64,98.3,104.9,62.3,0.016,-7.33,-5.33
North Texas,CUSA,14-17,-6.66,98.6,105.2,65.5,0.046,-1.29,-1.86
Northern Kentucky,ASun,13-17,-6.72,104.2,110.9,63.6,-0.058,-5.02,2.94
Tennessee Tech,OVC,18-Dec,-6.88,104.2,111.1,66.2,-0.052,-3.3,-1.43
SIU Edwardsville,OVC,16-Dec,-6.9,97.9,104.8,66.3,-0.043,-4.5,-5.19
Elon,CAA,15-18,-7.23,98.5,105.7,68,0.053,-3.2,-4.22
Drexel,CAA,19-Nov,-7.24,99.3,106.5,60.7,0.003,-1.5,2.2
Hampton 16,MEAC,17-18,-7.4,96.6,104,69.2,0.031,-7.48,-0.55
Northern Colorado,BSky,15-15,-7.45,110.4,117.9,63.2,-0.013,-6.44,-2.53
Army,Pat,15-15,-7.5,100.2,107.8,69.2,0.032,-6.16,-7.18
Bradley,MVC,24-Sep,-7.51,93.7,101.3,62.1,-0.043,0.92,-3.6
Missouri St.,MVC,20-Nov,-7.52,98.9,106.5,61.3,-0.01,1.51,-1.06
Nebraska Omaha,Sum,17-Dec,-7.57,102.9,110.5,73.4,-0.042,-5.38,-6.69
Ball St.,MAC,23-Jul,-7.65,100.4,108,63.5,-0.13,1.38,-4.3
Portland St.,BSky,15-14,-7.77,102.9,110.7,65.9,0.071,-4.64,1.51
Howard,MEAC,16-16,-7.91,93.9,101.9,62.7,0.016,-6.17,2.76
Delaware,CAA,20-Oct,-7.92,101.7,109.6,65.3,0.024,-1.68,-0.07
Marshall,CUSA,21-Nov,-8.05,96.3,104.3,69.9,-0.049,-0.99,0.23
Delaware St.,MEAC,18-18,-8.25,101.5,109.7,67.1,0.063,-4.87,6.76
Grand Canyon,WAC,17-15,-8.29,106.5,114.8,64.5,0.021,-9.2,-7.39
Alabama St.,SWAC,19-10,-8.31,97.8,106.1,67.5,0.03,-15.38,-2.6
Siena,MAAC,20-Nov,-8.31,105.7,114,66,-0.01,-3.15,-0.81
Weber St.,BSky,13-17,-8.35,99.9,108.3,62.7,0.04,-3.71,4.19
Towson,CAA,20-Dec,-8.38,100.9,109.3,60.3,-0.025,-4.15,-5.78
Brown,Ivy,13-18,-8.42,99.4,107.8,67.4,0.049,-1.94,-3.82
Cal St. Northridge,BW,24-Sep,-8.44,100.8,109.2,64.8,-0.041,0.92,0.57
Nevada,MWC,22-Sep,-8.54,97.8,106.4,63.7,-0.083,0.53,-2.98
Loyola Marymount,WCC,23-Aug,-8.56,103,111.6,62.3,0.024,5.36,5.16
FIU,CUSA,16-17,-8.57,96,104.6,64.6,0.09,-3.13,-5.58
Youngstown St.,Horz,21-Nov,-8.93,106,114.9,67,0.013,-0.54,-1.93
South Florida,Amer,23-Sep,-9.02,99.2,108.3,63.7,-0.024,2,-0.91
Drake,MVC,22-Sep,-9.03,105.3,114.3,58.9,-0.027,2.66,2.05
Lamar,Slnd,15-15,-9.03,100,109.1,65.9,0.03,-5.28,4.48
Navy,Pat,13-19,-9.04,98.9,107.9,61,0.005,-4.89,-3.04
Southern,SWAC,18-17,-9.15,94,103.1,64.7,0.018,-8.39,10.1
College of Charleston,CAA,24-Sep,-9.32,96.1,105.5,60.8,-0.075,-1.55,1.3
IUPUI,Sum,21-Oct,-9.43,94,103.4,63.2,0.069,-1.11,3.41
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
UCF,Amer,18-Dec,-9.58,102.7,112.3,64,0.075,-1.27,-9.44
Illinois Chicago,Horz,24-Oct,-9.61,101.2,110.8,64.4,-0.009,0.1,0.49
Appalachian St.,SB,17-Dec,-9.63,98.3,107.9,65.3,0.074,-2.64,0.27
Hartford,AE,14-16,-9.65,97.4,107.1,63,0.076,-5.4,-1.91
UNC Greensboro,SC,22-Nov,-9.7,99.8,109.5,65.7,-0.125,-5.47,-2.42
UMKC,WAC,14-19,-9.74,98.2,107.9,63.5,-0.014,-5.72,-0.07
Troy,SB,19-Oct,-9.75,99.8,109.5,64.7,-0.054,-5.21,-10.43
LIU Brooklyn,NEC,18-Dec,-9.82,97,106.8,67.4,0.039,-5.33,-0.74
Saint Louis,A10,21-Nov,-9.85,95.9,105.8,62.8,0.065,1.32,-5.41
Florida Atlantic,CUSA,20-Sep,-10.28,98.7,109,63.9,-0.053,-2.27,-2.59
Penn,Ivy,19-Sep,-10.46,97.7,108.2,63.3,0.024,-0.88,-1.9
Cal St. Fullerton,BW,22-Sep,-10.62,99.1,109.7,65.7,-0.009,-0.35,-2.31
Samford,SC,13-19,-10.69,102,112.6,66.1,0.01,-6.94,-6.13
VMI,SC,19-Nov,-10.78,98.4,109.2,76.5,-0.05,-4.85,0.35
Arkansas St.,SB,18-Nov,-10.83,96.2,107,65.7,0.023,-3.81,-3.98
Fairfield,MAAC,24-Jul,-10.9,95.4,106.3,61.2,-0.085,-2.99,-1.87
South Alabama,SB,21-Dec,-11.28,101,112.2,68.6,0.085,-2.6,0.44
Lipscomb,ASun,14-17,-11.29,100.7,112,67.7,0.051,-4.47,1.53
Niagara,MAAC,22-Aug,-11.41,99.8,111.2,64.7,-0.004,-1.99,2.77
McNeese St.,Slnd,15-16,-11.58,100.6,112.1,62.8,0.035,-6.37,9.48
Campbell,BSth,22-Oct,-11.85,97.7,109.5,61.3,-0.089,-4.38,-0.29
Prairie View A&M,SWAC,15-18,-11.98,97.4,109.4,68.6,0.013,-7.75,8.65
UMass Lowell,AE,17-Dec,-12.46,94.1,106.6,63.7,0.077,-3.09,2.94
Wagner,NEC,20-Oct,-12.49,98.9,111.4,67.2,-0.013,-4.64,1.98
Marist,MAAC,25-Jul,-12.74,94.6,107.4,65,0.033,-2.83,-2.36
Southeastern Louisiana,Slnd,23-Sep,-12.89,95.9,108.8,66.2,-0.098,-7.01,2.69
Southern Utah,BSky,19-Oct,-13.12,98.7,111.8,67.5,0.033,-5.57,-0.46
Loyola MD,Pat,19-Nov,-13.13,93.2,106.4,62.7,0.08,-3.62,-0.52
Furman,SC,22-Nov,-13.18,98.3,111.5,62.4,-0.024,-4.21,2.4
New Orleans,Slnd,18-Nov,-13.22,96.9,110.2,67.6,-0.034,-6.78,11.15
Jacksonville St.,OVC,19-Dec,-13.27,95.2,108.4,63.1,0.053,-3.72,-3.43
Jackson St.,SWAC,21-Nov,-13.5,91.2,104.7,63.2,-0.094,-9.78,2.54
Idaho St.,BSky,23-Jul,-13.77,97.5,111.3,63.4,-0.092,-5.46,-2.5
North Dakota,BSky,22-Aug,-13.77,96.9,110.6,67.6,-0.031,-3.51,5.82
Southern Miss,CUSA,20-Sep,-13.78,97.3,111,62,0.038,0.08,0.77
Longwood,BSth,23-Nov,-13.8,97.4,111.2,66.4,0.025,-4.65,-0.67
Austin Peay,OVC,22-Aug,-14.2,94.8,109,66.6,-0.004,-1.93,-0.21
Houston Baptist,Slnd,16-Dec,-14.21,101.3,115.5,66.2,0.029,-4.69,3.61
Fairleigh Dickinson,NEC,21-Aug,-15.07,97.4,112.5,67.4,0.053,-4.48,2.59
Montana St.,BSky,23-Jul,-15.16,95.7,110.8,65.3,-0.056,-4.04,1.95
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Utah Valley,WAC,19-Nov,-16.1,92.9,109,61.9,0.007,-5.54,-0.53
Binghamton,AE,26-Jun,-16.41,94,110.4,63,-0.047,-2.91,1.78
Western Illinois,Sum,20-Aug,-16.66,91.5,108.1,66.6,0.036,-2.58,-2.1
Arkansas Pine Bluff,SWAC,20-Dec,-16.89,92.5,109.4,63.2,0.037,-8.36,4.44
Coppin St.,MEAC,23-Aug,-17.04,99.1,116.1,73.7,-0.008,-3.03,9.27
Presbyterian,BSth,22-Oct,-18.09,96.6,114.7,62,-0.005,-3.69,3.82
Chicago St.,WAC,24-Aug,-18.17,89.3,107.5,62.6,-0.012,-1.65,6.56
Nicholls St.,Slnd,19-Oct,-18.36,90,108.3,66.1,0.025,-6.23,11.17
The Citadel,SC,19-Nov,-18.59,103.2,121.8,58.6,0.077,-5.8,-2.71
Bethune Cookman,MEAC,21-Nov,-18.66,91.2,109.9,60.2,-0.033,-11.26,-6.77
South Carolina St.,MEAC,22-Nov,-18.69,90.4,109.1,64.1,0.05,-6.33,2.84
Morgan St.,MEAC,24-Jul,-18.87,94.3,113.2,64.4,0.029,-4.98,2.66
