Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
North Carolina 6,ACC,24-10,18.44,112.6,94.2,69.2,0,8.83,1.31
Oklahoma 5,B12,23-10,17.9,117.9,100,69.6,-0.022,9.13,0.5
Harvard 12,Ivy,27-5,17.58,112.9,95.3,64.1,0.02,0.13,0.98
New Mexico 7,MWC,27-7,17.15,113.5,96.3,64.4,0.032,4.83,3.24
Stanford 10,P12,23-13,16.06,112.4,96.4,65.3,0.016,9.42,2.34
Saint Louis 5,A10,27-7,15.72,105.7,90,65.6,0.04,5.04,-1.5
Memphis 8,Amer,24-10,15.22,112.4,97.1,67.5,0.048,7.25,0.02
Arizona St. 10,P12,21-12,14.82,111.2,96.4,67.4,0.003,7.5,-2.6
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Texas 7,B12,24-11,14.52,111.8,97.3,66.8,0.092,9.61,-1.74
Dayton 11,A10,26-11,14.25,113.8,99.6,63.8,0.038,6.25,-0.57
Maryland,ACC,17-15,14.2,109.4,95.2,67.4,-0.074,8.65,2.03
Kansas St. 9,B12,20-13,14.1,107.8,93.7,63.3,0.001,8.17,-4.06
George Washington 9,A10,24-9,13.82,110.8,97,65.3,0.056,5.56,-0.08
Providence 11,BE,23-12,13.81,114.6,100.8,62.9,0.051,8.35,0.81
BYU 10,WCC,23-12,13.77,114.5,100.7,70.8,-0.004,6.59,8.43
Massachusetts 6,A10,24-9,13.46,110,96.5,70.3,0.065,7.33,5.53
Xavier 12,BE,21-13,13.11,112.9,99.8,64.2,0.017,7.89,0.41
Saint Joseph's 10,A10,24-10,12.93,112.3,99.4,64.3,0.079,6.18,0.17
Nebraska 11,B10,19-13,12.64,108.8,96.1,64.7,0.047,9.3,-1.95
North Dakota St. 12,Sum,26-7,11.76,115.5,103.7,62.3,0.089,1.38,5.32
North Carolina St. 12,ACC,22-14,11.6,114,102.4,64.7,0.065,7.77,-4.31
Indiana,B10,17-15,11.55,107.8,96.2,67.1,-0.069,7.01,-8.47
Colorado 8,P12,23-12,11.2,107.7,96.5,64.8,0.12,8.74,1.71
Marquette,BE,17-15,11.05,109.7,98.6,64.5,-0.051,7.74,-1.39
Stephen F. Austin 12,Slnd,32-3,10.83,112.3,101.5,61.2,0.073,-7.12,-4.19
New Mexico St. 13,WAC,26-10,10.54,112.9,102.4,65.2,-0.03,-3.64,2.6
Boise St.,MWC,21-13,10.53,114.6,104.1,63.9,-0.056,3.28,0.38
Manhattan 13,MAAC,25-8,10.21,107.2,97,67.7,-0.008,-0.2,3.46
Miami FL,ACC,17-16,9.88,109.2,99.3,57,-0.045,5.7,-3.54
UNLV,MWC,20-13,9.15,108.2,99,65.2,-0.048,0.46,-7.31
Texas Tech,B12,14-18,9.01,111.4,102.4,59.9,-0.053,9.58,-2.67
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Penn St.,B10,16-18,9,110.3,101.3,64.4,-0.049,7.64,-2.52
Tulsa 13,CUSA,21-13,8.93,106.1,97.2,66.8,-0.023,0.57,2.81
Mississippi,SEC,19-14,8.87,111.2,102.3,68.1,-0.006,5.13,-0.73
St. Bonaventure,A10,18-15,8.75,111.2,102.4,65.8,-0.066,4.2,-2.38
Cleveland St.,Horz,21-12,8.67,110.6,102,62.4,-0.052,0.62,1.7
Alabama,SEC,13-19,8.54,107.8,99.2,62,-0.091,9.14,5.93
Mercer 14,ASun,27-9,8.34,110.8,102.4,63.6,0.022,-4.44,4.65
Middle Tennessee,CUSA,24-9,8.24,105.3,97,62.6,0.047,-1.84,-2.15
Richmond,A10,19-14,7.99,105.3,97.3,61.8,0.026,4.95,-0.29
North Carolina Central 14,MEAC,28-6,7.98,108.6,100.7,62.3,0.04,-10.35,-1.94
Purdue,B10,15-17,7.89,108.4,100.5,67.2,-0.04,7.85,-5.95
Seton Hall,BE,17-17,7.86,108.8,100.9,64.2,-0.06,4.73,-9.12
Northern Iowa,MVC,16-15,7.86,113,105.1,64.1,-0.08,3.43,8.35
Notre Dame,ACC,15-17,7.7,113.5,105.8,62.7,-0.063,6.52,-2.88
Washington,P12,17-15,6.78,111.8,105,66.7,0.037,5.92,-4.23
Butler,BE,14-17,6.74,106,99.3,61.9,-0.056,6.79,-3.05
Princeton,Ivy,21-9,6.46,106.4,99.9,63.2,0.014,-2.05,-2.68
Buffalo,MAC,19-10,6.36,109.7,103.4,66.6,-0.033,-2.39,-1.24
UC Santa Barbara,BW,21-9,6.25,110.6,104.4,62.1,0.056,-0.35,5.07
UTEP,CUSA,23-11,6.02,105.3,99.3,63,0.015,-2.23,-0.4
La Salle,A10,15-16,5.88,106.3,100.4,62.7,0.002,5.92,2.37
Delaware 13,CAA,25-10,5.83,112,106.2,70.4,0.064,-0.68,2.88
Oregon St.,P12,16-16,5.81,112.5,106.7,65.5,0.005,5.78,-4.96
Vanderbilt,SEC,15-16,5.49,104.1,98.6,61.9,0.019,6.14,-0.88
Texas A&M,SEC,18-16,5.41,101.4,95.9,61.8,-0.013,2.04,-10.94
Portland,WCC,15-16,5.4,109.2,103.8,64.9,-0.11,0.79,-8.19
South Carolina,SEC,14-20,5.3,107.5,102.2,65.4,-0.052,7.36,0.34
Louisiana Lafayette 14,SB,23-12,5.19,110.2,105,68.5,0.038,-0.57,4.65
Georgia Tech,ACC,16-17,5.17,104.8,99.6,64.2,-0.002,6.28,-5.68
Rhode Island,A10,14-18,5.06,104.4,99.3,64.1,-0.067,4.82,-2.59
Fresno St.,MWC,21-18,5.05,110.2,105.2,65.7,0.013,3.86,5.2
Wake Forest,ACC,17-16,4.99,106.6,101.6,66.4,0.059,7.26,-6.16
Wyoming,MWC,18-15,4.99,105.5,100.5,59.4,-0.053,1.7,-4.87
Columbia,Ivy,21-13,4.67,107.6,103,59.9,-0.013,-2.35,-3.07
American 15,Pat,20-13,4.57,103.4,98.9,59.7,0.007,-2.59,-0.1
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Utah St.,MWC,18-14,4.48,109.8,105.3,62.2,0.009,1.99,-5.53
Auburn,SEC,14-16,4.39,109.8,105.4,66,-0.025,4.61,-7.93
Canisius,MAAC,21-13,4.14,112.5,108.3,65.3,0.022,-1.19,1.69
Eastern Kentucky 15,OVC,24-10,3.96,112.4,108.4,64.2,0.036,-4.97,-5.04
Ohio,MAC,25-12,3.76,106.5,102.7,64.3,0.035,-2,-1.1
Colorado St.,MWC,16-16,3.51,110.5,107,64.9,-0.073,0.84,-7.23
Drexel,CAA,16-14,3.47,105.2,101.8,62.4,-0.032,0.37,6.42
Towson,CAA,25-11,3.45,110.6,107.2,63.9,0.08,-3.45,-4.9
Western Michigan 14,MAC,23-10,3.36,106.3,103,65.2,0.098,-1.86,-3.25
Houston,Amer,17-16,3.35,111.1,107.7,65.4,0.057,4.37,-9.04
Wright St.,Horz,21-15,3.35,100.4,97.1,63.4,-0.062,-2.58,-7.41
Northwestern,B10,14-19,3.33,98.3,94.9,59.9,0.033,9.51,-3.83
Murray St.,OVC,23-11,3.23,109,105.8,66.2,0.032,-4.46,2.86
Eastern Michigan,MAC,22-15,3.17,98.5,95.3,63,0.019,0.36,8.94
Hawaii,BW,20-11,3.03,111,108,66.9,-0.045,-3.89,-4.32
San Diego,WCC,18-17,2.98,105.4,102.5,61.7,-0.02,2.08,-4.75
Denver,Sum,16-15,2.86,110.6,107.7,57.8,-0.03,0.32,3.83
South Dakota St.,Sum,19-13,2.77,107,104.2,65.5,-0.003,-1.49,1.45
George Mason,A10,20-Nov,2.67,105.8,103.2,65,-0.036,5.64,1.77
Boston College,ACC,24-Aug,2.44,114.3,111.8,61.2,-0.073,10.29,8.59
Nevada,MWC,15-17,2.21,109.5,107.3,63.4,0.027,3.2,1.31
Long Beach St.,BW,15-17,2.17,104.9,102.7,64.6,-0.023,2.95,13.73
Akron,MAC,21-13,2.1,105,102.9,64,0.073,-0.8,0.1
IPFW,Sum,25-11,2.08,110.1,108,65.7,0.062,-3.63,-4.9
Illinois St.,MVC,18-16,1.98,101.9,99.9,66.7,0.029,1.34,2.3
Pacific,WCC,18-16,1.98,109.5,107.5,66.1,0.057,3.53,1.32
Quinnipiac,MAAC,20-12,1.89,111.3,109.4,68.3,0.055,-1.69,-1.31
Temple,Amer,22-Sep,1.68,110.7,109.1,66.3,-0.078,7.08,2.4
USC,P12,21-Nov,1.53,103.5,102,68.4,-0.014,8.7,-0.45
Duquesne,A10,13-17,1.53,110.6,109,66.5,-0.053,1.68,-9.59
Yale,Ivy,19-14,1.29,102.8,101.5,63.5,0.08,0.85,1.83
Santa Clara,WCC,14-19,1.18,107.3,106.1,63.8,-0.043,3.18,-3.87
UCF,Amer,13-18,1.05,107.1,106.1,66.3,-0.047,5.55,-8.88
UAB,CUSA,18-13,1.02,104.1,103.1,66.8,-0.009,-1.94,-3.02
Missouri St.,MVC,20-13,1.01,106.5,105.5,63,0.114,0.73,-2.81
Holy Cross,Pat,20-14,0.98,104.5,103.5,62.7,0.027,-2.6,0.54
Pepperdine,WCC,15-16,0.93,107.8,106.9,64.9,0.025,2.95,-3.98
Bucknell,Pat,16-14,0.91,103,102.1,62.9,-0.042,-2.59,2.46
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Arkansas St.,SB,19-13,0.59,106.6,106,66.6,0.003,-3.49,-4.87
Brown,Ivy,15-14,0.59,101.1,100.5,68.3,-0.118,-3.89,-6.73
Valparaiso,Horz,18-16,0.5,104.2,103.7,63.4,-0.028,-0.48,0.15
Siena,MAAC,20-18,0.33,101.6,101.3,64.6,0.041,-0.36,2.95
Southern Illinois,MVC,14-19,0.17,106.1,106,61.5,-0.061,0.3,-2.86
William & Mary,CAA,20-12,0.12,112.6,112.4,63.5,0.095,-2.05,-1.89
USC Upstate,ASun,19-15,0.1,105,104.9,64.2,-0.059,-5.48,1.74
Milwaukee 15,Horz,21-14,0.08,104.7,104.6,65.8,0.119,0.03,-2.92
Stony Brook,AE,23-11,0,105.4,105.4,64.4,0.015,-7.84,-2.03
Rutgers,Amer,21-Dec,-0.37,106.5,106.9,66.4,-0.012,4.95,-5.41
Charlotte,CUSA,17-14,-0.54,102.7,103.2,67.5,0.046,-2.15,-2.97
Weber St. 16,BSky,19-12,-0.62,106.4,107,62.9,-0.009,-6.78,6.69
Virginia Tech,ACC,22-Sep,-0.68,100.1,100.8,62.3,-0.08,6.13,-7.09
Old Dominion,CUSA,18-18,-0.72,100.7,101.4,62.5,0.005,-1.37,-0.55
Cal Poly 16,BW,14-20,-0.82,103.6,104.4,58.8,-0.044,2.38,10.19
Nebraska Omaha,Sum,17-15,-0.86,104.5,105.4,72.2,-0.053,-2.51,-1.98
Loyola Marymount,WCC,13-19,-0.94,105.7,106.6,67.8,0.048,4.78,0.92
Western Kentucky,SB,20-12,-0.97,101.1,102.1,64.4,0.113,-2.27,-1.14
Morehead St.,OVC,20-14,-1.02,102.9,103.9,67.5,0.038,-3.13,1.03
Albany 16,AE,19-15,-1.04,102.9,103.9,61.6,0.002,-5.12,0.91
DePaul,BE,21-Dec,-1.19,106.1,107.3,65.6,0.032,8.44,-0.75
Colgate,Pat,13-18,-1.28,108.5,109.7,62.4,-0.149,-4.06,-2.64
Northwestern St.,Slnd,17-14,-1.31,108.6,109.9,74.2,-0.019,-4.75,10.12
Youngstown St.,Horz,15-17,-1.33,107.9,109.3,66,-0.053,-0.58,-2.59
Drake,MVC,15-16,-1.46,105,106.5,62.9,0.024,0.86,-0.03
Oral Roberts,Slnd,17-16,-1.53,108,109.6,62.8,-0.058,-4.7,10.43
Wagner,NEC,19-12,-1.7,98.6,100.3,66.6,0.016,-6.85,-0.25
Washington St.,P12,21-Oct,-1.84,101.7,103.6,60.5,-0.042,7.58,-3.55
South Florida,Amer,20-Dec,-1.9,102.4,104.3,63.9,0.018,3.85,-6.07
Wofford 15,SC,20-13,-1.94,100.6,102.6,60.5,0.025,-5.87,7.63
Kent St.,MAC,16-16,-2.11,104.1,106.2,64.7,-0.022,-2.78,-4.36
Oakland,Horz,13-20,-2.16,109.9,112,67.1,0.025,3.7,9.47
Detroit,Horz,13-19,-2.23,101.4,103.6,66,-0.048,0.88,1
Bryant,NEC,18-14,-2.54,106,108.5,65.3,0.029,-4.92,2.74
Sam Houston St.,Slnd,24-11,-2.57,105.8,108.4,64.5,0.073,-8.37,-4.04
Southern,SWAC,19-13,-2.58,97.6,100.2,65.6,-0.035,-9.63,12.66
St. Francis NY,NEC,18-14,-2.65,98.9,101.5,65,0.006,-5.57,0.23
College of Charleston,CAA,14-18,-2.83,98.1,100.9,60.7,-0.067,-2.86,-3.27
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Fordham,A10,21-Oct,-2.86,108.8,111.7,67.5,-0.035,5.09,-3.67
Elon,SC,18-14,-2.95,104.6,107.5,64.4,0.033,-4.75,5.35
Northeastern,CAA,21-Nov,-3.16,101.4,104.5,63.2,-0.047,0.26,3.13
Mississippi St.,SEC,14-19,-3.35,100.3,103.6,66.8,0.032,1.92,-14.41
Marist,MAAC,19-Dec,-3.87,101.6,105.5,64.4,-0.021,-0.98,1.81
Bowling Green,MAC,20-Dec,-3.9,93,96.9,65,-0.028,-0.21,0.1
Northern Illinois,MAC,15-17,-3.94,94.4,98.3,61.5,0.019,-2.38,-3.35
Mount St. Mary's 16,NEC,16-17,-3.96,107.8,111.7,68.2,0.031,-4.27,3.09
VMI,BSth,22-13,-3.97,108.3,112.2,73.3,0.061,-6.32,-0.15
Evansville,MVC,14-19,-4.19,103.1,107.3,65.6,0.007,1.26,-2.1
TCU,B12,22-Sep,-4.34,99.4,103.7,63.8,0.007,10.02,-6.41
Hampton,MEAC,18-13,-4.38,96.4,100.8,69.7,0,-9.45,-2.94
Bradley,MVC,20-Dec,-4.38,100.2,104.6,62.5,-0.05,-1.7,-7.33
UT Arlington,SB,15-17,-4.42,105.9,110.3,68.2,0.059,-0.49,5.69
Montana,BSky,17-13,-4.45,107.4,111.9,59.8,0.002,-6.45,4.97
Rider,MAAC,14-17,-4.52,106.9,111.4,65.4,0.041,-1.48,-1.33
Miami OH,MAC,13-18,-4.63,98.9,103.5,65.4,0.076,0.26,4.24
Arkansas Little Rock,SB,15-17,-4.7,101.1,105.8,66.3,0.06,-0.35,7.34
Charleston Southern,BSth,13-18,-4.88,106.1,111,65.7,-0.182,-5.51,6.9
Coastal Carolina 16,BSth,21-13,-4.98,98.2,103.2,65.6,0.04,-8.1,-4.94
Dartmouth,Ivy,16-Dec,-4.99,103.6,108.6,62.8,-0.079,-3.12,-6.84
Cal St. Northridge,BW,17-18,-5.1,106.3,111.4,67.5,0.029,-3.53,-6.09
Morgan St.,MEAC,15-16,-5.11,100.4,105.5,67.5,0.005,-5.91,6.11
Cal St. Bakersfield,WAC,13-19,-5.12,100.8,105.9,63.6,-0.088,-4.84,-3.13
Southeast Missouri St.,OVC,18-14,-5.22,108.4,113.7,69,-0.013,-8.06,-7.82
Northern Colorado,BSky,18-14,-5.3,108.8,114.1,62.7,-0.017,-7.9,-0.85
Army,Pat,15-16,-5.31,105.1,110.4,67,0.016,-4.44,-8.02
Winthrop,BSth,20-13,-5.41,103.2,108.6,64.3,0.06,-6.91,0.45
Texas A&M Corpus Chris,Slnd,18-16,-5.47,105.2,110.6,60.5,0.016,-8.48,-3.28
FIU,CUSA,15-16,-5.48,101.4,106.9,64.7,0.054,-2.55,-2.84
North Texas,CUSA,16-16,-5.56,99.4,104.9,66.9,0.047,-2.74,-3.08
Eastern Washington,BSky,15-16,-5.56,105.7,111.3,69,-0.028,-5.44,6.45
Hartford,AE,17-16,-5.62,102.2,107.8,61.9,0.028,-6.73,-1.38
UNC Asheville,BSth,17-15,-5.75,106.7,112.5,69,0.026,-5.7,3
Marshall,CUSA,22-Nov,-5.82,99.9,105.7,66.9,-0.109,-1.81,-1.02
Western Carolina,SC,19-15,-5.82,103.7,109.5,65.6,0.028,-6.22,1.92
Saint Peter's,MAAC,14-17,-5.86,98.1,103.9,60.5,0.059,-2.77,-6.58
East Carolina,CUSA,17-17,-5.88,106,111.8,63.7,0.008,-3.25,-6.45
Seattle,WAC,13-17,-5.95,100.4,106.3,65.3,-0.065,-4.74,-3.04
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Grand Canyon,WAC,15-15,-6.04,105.3,111.3,65.4,0.046,-3.21,3.16
Lehigh,Pat,14-18,-6.06,98,104.1,64.3,0.031,-3.26,-2.97
East Tennessee St.,ASun,19-16,-6.16,103.5,109.6,68.6,0.018,-7.75,-5.52
Florida Atlantic,CUSA,22-Oct,-6.4,101.1,107.5,63,-0.085,-1.01,1.13
Lafayette,Pat,20-Nov,-6.43,109.3,115.7,64.6,-0.051,-2.16,0.63
Loyola Chicago,MVC,22-Oct,-6.47,102.2,108.7,61.9,-0.073,-1.78,-8.54
Gardner Webb,BSth,18-15,-6.59,99,105.6,64.8,0.005,-7.75,-1.21
Cal St. Fullerton,BW,20-Nov,-6.64,100.9,107.5,65.5,-0.021,-1.7,-1.5
Troy,SB,20-Nov,-6.82,101.9,108.8,63.3,-0.085,-2.94,-3.29
Louisiana Monroe,SB,17-Oct,-7,97.5,104.5,61.8,-0.012,0.7,12.24
Air Force,MWC,18-Dec,-7,99.6,106.6,63.6,0.056,0.57,-9.12
South Alabama,SB,20-Nov,-7.06,101.1,108.1,64.5,-0.047,-0.08,5.58
Idaho,WAC,16-18,-7.12,105.4,112.5,65.6,0.078,-4.4,-2.36
South Dakota,Sum,18-Dec,-7.13,101.7,108.9,65.5,0.024,0.55,3.4
Radford,BSth,22-13,-7.36,106.9,114.3,66.5,0.084,-8.98,-6.3
Penn,Ivy,20-Aug,-7.46,99.1,106.6,68.2,-0.013,0.58,0.94
Norfolk St.,MEAC,19-15,-7.48,102.9,110.3,62.7,0.042,-7.58,-0.13
Texas Southern 16,SWAC,19-15,-7.49,106.7,114.1,65.7,-0.004,-11.11,2.72
Idaho St.,BSky,18-Nov,-7.58,104,111.6,63,-0.091,-5.87,6.9
Incarnate Word,Slnd,21-6,-7.59,102.7,110.3,68.7,0.015,-11.99,-1.04
Northern Arizona,BSky,15-17,-7.72,100.4,108.1,62.3,0.003,-5.81,2.57
North Florida,ASun,16-16,-7.75,103.3,111.1,66.7,0.089,-3.74,7.46
North Dakota,BSky,17-17,-7.79,104.3,112.1,67.9,0.063,-4.79,7.8
Lipscomb,ASun,15-15,-8.04,103.4,111.5,68.6,0.086,-5.02,2.26
Hofstra,CAA,23-Oct,-8.14,105.1,113.2,63.8,-0.036,-2.08,-2.11
James Madison,CAA,20-Nov,-8.25,98.5,106.8,63.5,0.048,-1.09,-0.48
Tennessee Tech,OVC,17-16,-8.28,100.2,108.5,66.2,0.092,-4.9,-2.84
Monmouth,MAAC,21-Nov,-8.45,96.8,105.3,66.6,-0.033,-2.91,-6.43
Niagara,MAAC,26-Jul,-8.75,101.9,110.7,70.6,-0.025,-0.51,0.88
Fairfield,MAAC,25-Jul,-8.84,95.6,104.5,64.5,-0.019,-0.21,2.91
UMKC,WAC,20-Oct,-8.94,98.4,107.4,68.3,0.017,-2.53,3.16
UC Riverside,BW,21-Oct,-9,98.7,107.7,65.8,-0.049,-3.15,-5.99
Western Illinois,Sum,20-Oct,-9.06,94.1,103.2,60.9,-0.068,-1.33,-1.54
Illinois Chicago,Horz,25-Jun,-9.07,100.4,109.5,64.5,-0.113,1.3,0.88
Sacramento St.,BSky,14-16,-9.33,103.4,112.8,62.8,-0.008,-7.04,1.19
Texas St.,SB,23-Aug,-9.41,94.9,104.3,61.1,-0.114,-1.35,0.76
Portland St.,BSky,17-15,-9.47,102.3,111.7,64.9,0.063,-8.07,-6.33
Chattanooga,SC,18-15,-9.48,100.6,110.1,66.8,0.054,-9.02,-3
UNC Wilmington,CAA,23-Sep,-9.67,96,105.7,62.2,-0.043,0.03,3.52
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Savannah St.,MEAC,13-19,-9.93,91.7,101.6,63,-0.038,-6.57,8.62
Fairleigh Dickinson,NEC,21-Oct,-10.57,102.2,112.8,65,-0.017,-3,4.97
Liberty,BSth,21-Nov,-11.25,101.3,112.6,62.8,-0.129,-7.85,-3.44
Chicago St.,WAC,13-19,-11.26,98.1,109.4,67.8,0.069,-2.57,2.79
Tulane,CUSA,17-17,-11.41,99.7,111.1,61.9,0.143,-3.78,-8.8
Central Michigan,MAC,21-Oct,-11.43,106.3,117.7,63.7,0.004,-3.18,-7.84
Austin Peay,OVC,18-Dec,-11.64,99.6,111.2,68.9,0.012,-6.73,-5.37
Tennessee St.,OVC,25-May,-11.71,101.9,113.6,63.2,-0.05,-1.3,4.89
San Jose St.,MWC,24-Jul,-11.75,94.5,106.3,64.1,-0.004,3.9,-0.32
SIU Edwardsville,OVC,20-Nov,-11.94,100.6,112.5,65.4,-0.004,-6.21,-3.76
Georgia Southern,SC,15-19,-12.09,98.3,110.4,64.8,-0.04,-9.45,-5.55
Loyola MD,Pat,19-Nov,-12.17,97.1,109.3,64.6,0.063,-2.84,-0.51
Coppin St.,MEAC,20-Dec,-12.31,100.3,112.6,66.8,0.007,-5.44,6.86
Jackson St.,SWAC,20-Nov,-12.63,93.7,106.3,65,-0.043,-9.04,3.89
Texas Pan American,WAC,23-Sep,-12.8,93.7,106.5,64.1,-0.032,-4.72,-3.62
Ball St.,MAC,25-May,-13.09,96.5,109.6,65.9,-0.022,1.59,4.95
Florida A&M,MEAC,14-18,-13.19,94.9,108.1,70,0.05,-8.01,-0.98
Alabama St.,SWAC,19-13,-13.22,97.3,110.5,65.9,0.096,-12.01,-4.44
Rice,CUSA,23-Jul,-13.23,94.7,107.9,62.4,-0.007,-0.68,-0.46
Eastern Illinois,OVC,19-Nov,-13.28,98.7,112,64.2,0.03,-4.08,1.26
Sacred Heart,NEC,26-May,-13.4,99.3,112.7,65.9,-0.093,-4.78,-2.22
Montana St.,BSky,14-17,-13.51,95,108.5,63.9,0.056,-7.16,-2.84
Jacksonville,ASun,18-Dec,-13.55,103.2,116.8,67.8,0.028,-5.75,-1.35
Nicholls St.,Slnd,14-15,-13.64,98,111.6,63.6,0.109,-8.13,3.55
Central Connecticut,NEC,19-Nov,-13.65,97.4,111.1,68.4,0.071,-5.85,-2.52
Alabama A&M,SWAC,14-16,-13.83,92,105.8,64.3,0.025,-10.94,4.9
NJIT,ind,13-16,-13.86,96.6,110.5,66.5,0.055,-7.49,-7.49
Navy,Pat,21-Sep,-13.87,93,106.8,61.8,-0.028,-4.77,-9.47
Jacksonville St.,OVC,21-Oct,-14.04,98.2,112.3,60.6,-0.015,-4.94,-4.39
McNeese St.,Slnd,20-Nov,-14.07,97.9,112,65.8,0.041,-3.04,15.05
Northern Kentucky,ASun,21-Sep,-14.08,102.7,116.8,61.1,-0.044,-6.64,-3.69
Southeastern Louisiana,Slnd,18-Dec,-14.15,98.7,112.8,63.2,0.003,-8.51,0.22
UTSA,CUSA,22-Aug,-14.68,100.9,115.6,66.5,0,-1.79,-3.21
St. Francis PA,NEC,21-Oct,-14.76,96.4,111.1,61.1,0.038,-4.54,-1.38
UNC Greensboro,SC,14-18,-15,93.9,108.9,68.8,0.068,-7.5,-1.74
UC Davis,BW,22-Sep,-15.16,101.3,116.4,64.8,0.035,-2.72,-4.98
New Orleans,Slnd,15-Nov,-15.25,96.1,111.4,70.1,0.065,-5.98,14.17
Tennessee Martin,OVC,23-Aug,-15.4,103.2,118.6,67.4,-0.065,-5.8,-3.45
LIU Brooklyn,NEC,20-Sep,-15.55,103,118.6,66.4,0.077,-4.62,-1.58
Delaware St.,MEAC,21-Sep,-15.63,97.1,112.7,58.3,-0.063,-7.65,4.94
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Samford,SC,13-20,-15.64,100.9,116.6,65.3,0.011,-7.46,-1.7
UMass Lowell,AE,18-Oct,-16.04,95.3,111.4,62.7,0.063,-4.17,4.91
UMBC,AE,21-Sep,-16.07,92.6,108.7,66.6,-0.003,-6.55,-2.57
Alcorn St.,SWAC,19-Dec,-16.47,93.4,109.8,62,-0.013,-9.32,6.45
Prairie View A&M,SWAC,23-Nov,-16.86,96.1,113,65.9,0.005,-8.28,8.77
Arkansas Pine Bluff,SWAC,13-18,-17.01,91.7,108.7,65,0.089,-7.26,12.22
Campbell,BSth,20-Dec,-17.42,98.5,115.9,61.9,0.059,-7.63,-3.55
New Hampshire,AE,24-Jun,-17.67,88.7,106.4,61.2,-0.086,-5.82,-1.75
Central Arkansas,Slnd,21-Aug,-17.82,95.3,113.1,70.7,-0.009,-5.95,0.51
IUPUI,Sum,26-Jun,-18.16,96.2,114.3,64.2,-0.037,-0.74,-1.15
Appalachian St.,SC,21-Sep,-18.63,92,110.7,64.7,-0.033,-7.65,3.4
Howard,MEAC,25-Aug,-18.88,87.7,106.6,65.9,-0.027,-4.05,5.44
