Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Belmont,ASun,19-12,3.67,103.3,99.6,68.8,-0.013,-3.95,3.56
Boston University,AE,21-14,3.51,103.8,100.3,69.8,0.008,-2.66,4.04
St. Bonaventure,A10,15-16,3.5,106.2,102.7,66.6,-0.018,3.57,1.02
Oakland 14,Sum,26-9,3.19,107.5,104.3,69.5,0.173,-2.75,10.65
Vermont 16,AE,25-10,3.08,104.1,101,66.1,0.068,-6.32,-3.11
Western Michigan,MAC,18-15,3.07,106.7,103.7,65.9,-0.03,-0.27,4.45
Indiana St.,MVC,17-15,3.02,104.5,101.5,64.2,0.068,3.93,-0.41
Green Bay,Horz,22-13,3,106.7,103.7,63.4,0.088,0.98,-1.09
Oral Roberts,Sum,20-13,2.84,102.3,99.4,65.6,0.004,-2.55,7.58
Colorado St.,MWC,16-16,2.83,101.5,98.7,66,0.02,3.67,-2.08
Duquesne,A10,16-16,2.82,102.5,99.7,69.6,0.027,4.26,-1.64
Miami OH,MAC,14-18,2.79,103.9,101.1,59.7,-0.028,3.57,8.08
Drexel,CAA,16-16,2.74,100.5,97.7,63.6,0.001,1.82,3.67
Idaho,WAC,15-16,2.67,105.6,102.9,64.9,-0.045,1.97,-1.18
Oregon St.,P10,14-18,2.54,99,96.4,61.3,-0.018,4.78,-4.18
SMU,CUSA,14-17,2.49,106.1,103.6,60.8,-0.107,1.04,-6.06
East Tennessee St. 16,ASun,20-15,2.47,100.9,98.4,66.8,-0.004,-1.26,8.97
College of Charleston,SC,22-12,2.3,109.4,107.1,68.6,0.1,-1.36,2.6
Cleveland St.,Horz,16-17,2.16,105.9,103.7,64.5,-0.01,2.99,7.65
UC Santa Barbara 15,BW,20-10,2.11,100,97.9,66.3,0.125,-1,3.46
Long Beach St.,BW,17-16,2,100.6,98.6,69.3,0.033,2.82,15.55
Western Carolina,SC,22-12,1.76,105.3,103.6,69.2,0.056,-2.35,3.45
Morgan St. 15,MEAC,27-10,1.58,105.5,104,68.6,0.078,-7.71,0.13
Stephen F. Austin,Slnd,23-9,1.47,103,101.5,58.7,0.043,-7.8,-7.74
Buffalo,MAC,18-12,1.47,106.6,105.1,68.2,0.065,-0.92,-0.72
Rutgers,BE,15-17,1.37,103.4,102,67.5,0.071,6.89,-7.67
La Salle,A10,18-Dec,1.18,106.2,105.1,67.3,-0.015,3.91,-0.03
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Boise St.,WAC,15-17,0.94,102.2,101.3,69.5,-0.064,-0.68,-7.53
George Mason,CAA,17-15,0.91,102.8,101.9,64.6,0.049,0.72,-1.22
Campbell,ASun,19-11,0.85,100.5,99.7,64.2,0.002,-5.22,-1.95
Middle Tennessee,SB,19-14,0.65,101.4,100.7,64.7,-0.044,-4.83,-1.97
Fresno St.,WAC,15-18,0.58,100.1,99.5,65.4,-0.032,1.36,-1.61
UCF,CUSA,15-17,0.33,102.6,102.3,63.4,0.009,2.52,-1.43
Massachusetts,A10,20-Dec,0.12,102.7,102.6,68.6,0.004,6.34,4.61
Loyola Marymount,WCC,18-16,-0.01,108.4,108.4,69,0.041,-0.34,-2.12
Drake,MVC,14-19,-0.01,107.2,107.2,63,0.012,2.43,-4.71
DePaul,BE,23-Aug,-0.08,100,100.1,61.8,-0.038,8.58,-3.01
Texas A&M Corpus Chris,Slnd,17-15,-0.09,99.4,99.5,64.7,-0.035,-2.37,6.29
Lipscomb,ASun,17-13,-0.12,109.3,109.4,69.3,-0.033,-5.8,0.06
Saint Joseph's,A10,20-Nov,-0.17,102.6,102.7,68.7,0.016,6.55,4.66
Iowa,B10,22-Oct,-0.36,103.4,103.7,61.2,-0.035,7.92,-2.98
North Texas 15,SB,24-9,-0.47,103.4,103.8,67.4,0.113,-5.87,-2.96
Saint Peter's,MAAC,16-14,-0.49,92.8,93.3,64.1,-0.015,-3.38,-8.13
Seattle,ind,17-14,-0.58,100.6,101.2,77.7,0.029,-2.93,-2.39
Eastern Kentucky,OVC,20-13,-0.6,110.7,111.3,61.2,-0.013,-6.28,-5.99
San Jose St.,WAC,14-17,-0.62,109.9,110.5,66,0.003,1.93,-1.02
TCU,MWC,13-19,-0.72,105.2,105.9,63.1,-0.001,4.86,-0.28
Mount St. Mary's,NEC,16-15,-0.83,96.8,97.6,65.9,-0.065,-6.81,6.94
Valparaiso,Horz,15-17,-0.92,110.7,111.6,67,0.015,2.62,4.44
Portland St.,BSky,13-19,-0.94,113.3,114.2,65.9,-0.074,1.08,6.23
Robert Morris 15,NEC,23-12,-0.97,99.9,100.8,66.1,0.074,-7.18,3.47
Lehigh 16,Pat,22-11,-0.97,105.6,106.6,68.9,0.018,-10.02,-8.95
Eastern Michigan,MAC,17-15,-1.19,100.3,101.4,65.2,-0.01,-3.23,-3.46
Davidson,SC,16-15,-1.31,103.6,104.9,65.2,0.012,-0.44,6.56
LSU,SEC,20-Nov,-1.42,99.7,101.2,61.2,-0.006,5.54,-5.27
Denver,SB,19-13,-1.43,106.2,107.7,58.5,0.017,-5.78,-2.34
Rider,MAAC,17-16,-1.45,103.1,104.6,67.1,0.074,0.11,-0.16
Indiana,B10,21-Oct,-1.64,101.4,103,67.3,-0.046,8.25,-5.79
Montana St.,BSky,15-14,-1.78,103.4,105.2,63.4,0.018,-1.33,2.86
Central Michigan,MAC,15-15,-1.85,101.6,103.4,63.5,-0.016,-2.24,-1.74
The Citadel,SC,16-16,-1.96,100.3,102.3,59.4,-0.02,-2.33,2.94
UTSA,Slnd,19-11,-2.1,103.9,106,62.9,0.02,-5.66,-4.29
Manhattan,MAAC,20-Nov,-2.38,99.3,101.7,66.1,-0.11,-1.18,-3.9
Bowling Green,MAC,14-16,-2.9,101.3,104.2,63.1,0.052,0.77,-0.33
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Canisius,MAAC,15-17,-2.93,100.1,103.1,65.6,-0.002,-2.12,-3.67
Arkansas St.,SB,17-14,-2.95,99.1,102,66.5,0.002,-5,-1.6
Southeastern Louisiana,Slnd,19-12,-3.09,100.9,104,66.5,-0.006,-6.53,-3.88
San Francisco,WCC,18-Dec,-3.14,100.5,103.6,66.1,0.007,3.35,5.11
Mercer,ASun,16-17,-3.33,107.8,111.2,68.1,-0.014,-2.54,10.38
Florida Atlantic,SB,14-16,-3.36,103.8,107.2,67.7,-0.038,-2.84,5.41
Austin Peay,OVC,17-15,-3.52,103.7,107.2,66,0.082,-1.53,9.04
San Diego,WCC,21-Nov,-3.68,98.4,102.1,62,-0.045,2.72,3.46
Georgia St.,CAA,20-Dec,-3.71,99.8,103.5,61.6,-0.057,-0.88,-6.38
Cal St. Fullerton,BW,16-15,-3.79,102.5,106.2,67.9,0.04,-2.55,0.78
Eastern Illinois,OVC,19-12,-3.9,100,103.9,63.3,0.089,-5.26,-4.34
UNC Wilmington,CAA,22-Sep,-4.02,98.6,102.6,67.8,-0.06,2.65,4.35
Maine,AE,19-11,-4.07,94.2,98.3,64.5,0.122,-6.05,-1.76
Loyola MD,MAAC,13-17,-4.12,99.5,103.6,65.2,-0.033,-2.77,-7.06
James Madison,CAA,13-20,-4.25,101.1,105.4,66.8,0.001,-1.14,-8.22
Loyola Chicago,Horz,14-16,-4.29,101.8,106.1,62.9,0.06,1.26,-2.32
Louisiana Lafayette,SB,13-17,-4.31,99.4,103.7,65.8,-0.065,-4.79,-0.02
Radford,BSth,19-12,-5.01,95.5,100.5,67.9,0.066,-8.9,5.83
South Dakota St.,Sum,14-16,-5.15,105.5,110.6,66.9,-0.048,-4.98,2.69
Evansville,MVC,21-Sep,-5.31,97.8,103.1,65.4,-0.057,2.54,-8.66
Northern Arizona,BSky,14-14,-5.42,99.1,104.5,66.2,0.087,-0.57,2.7
Ball St.,MAC,15-15,-5.45,94.6,100.1,62,0.052,-2.85,-4.22
Cal St. Northridge,BW,21-Nov,-5.57,97.8,103.4,70.7,-0.017,-1.54,0.97
Tulane,CUSA,22-Aug,-5.58,95.1,100.7,65.4,-0.07,1.61,-2.88
Winthrop 16,BSth,19-14,-5.63,90.7,96.3,64,0.049,-7.35,6.9
UC Davis,BW,14-18,-5.77,101,106.7,66.4,-0.004,-2.74,-1.89
Youngstown St.,Horz,22-Aug,-6.2,99.4,105.6,67.1,-0.078,1.68,-1.88
Hampton,MEAC,14-18,-6.21,94.1,100.4,66.7,-0.11,-9.65,-3.02
Texas St.,Slnd,15-16,-6.32,98.5,104.8,74.9,0.027,-3.53,1.54
UC Riverside,BW,17-Dec,-6.38,98.2,104.5,60.9,-0.039,-2.46,-0.71
Arkansas Pine Bluff 16,SWAC,18-16,-6.44,93.1,99.5,65.1,0.053,-7.62,17.98
East Carolina,CUSA,21-Oct,-6.53,101.9,108.4,66.9,-0.016,5.04,6.66
Hawaii,WAC,20-Oct,-6.78,101.3,108,64,-0.053,0.03,-7.14
Furman,SC,13-17,-6.86,98,104.8,67.5,-0.046,-5.36,-7.87
Holy Cross,Pat,22-Sep,-7.21,102.2,109.4,65,-0.143,-5.09,0.12
IPFW,Sum,16-15,-7.33,96.9,104.2,65.8,0.04,-6.15,-2.34
Northern Illinois,MAC,20-Oct,-7.38,99,106.4,69.2,-0.042,-1.78,-1.91
Santa Clara,WCC,21-Nov,-7.41,96.2,103.6,65.9,0.015,0.63,-0.94
Wyoming,MWC,21-Oct,-7.5,97.4,104.9,70.1,0.004,2.66,-4.43
Lafayette,Pat,19-13,-7.69,104.1,111.8,66.6,0.073,-10.55,-11.24
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
UT Arlington,Slnd,16-14,-7.73,95.9,103.6,70.9,0.011,-7.88,-13.85
North Dakota St.,Sum,18-Nov,-7.74,96.6,104.3,67.3,-0.051,-4.63,1.53
Cal Poly,BW,19-Dec,-7.76,103.2,111,66.4,0.048,-2.41,-1
Towson,CAA,21-Oct,-7.91,102.5,110.5,67.8,0.01,-0.11,-2.93
Illinois Chicago,Horz,22-Aug,-7.94,96.6,104.5,67.3,-0.029,2.66,1.52
Bucknell,Pat,14-17,-7.96,98,105.9,63.8,-0.018,-7.86,-4.96
South Dakota,GWC,22-10,-8.11,98.6,106.8,72.9,0.109,-12.57,0
Chattanooga,SC,15-18,-8.19,96.9,105.1,68.9,0.033,-3.67,-2.66
Rice,CUSA,23-Aug,-8.48,95.9,104.4,65.7,-0.081,0.15,-5.99
Samford,SC,20-Nov,-8.5,100.5,109,56.2,-0.077,-0.73,6.84
South Alabama,SB,17-15,-8.52,96.2,104.7,64.7,0.117,-4.19,-2.15
UC Irvine,BW,14-18,-8.52,101.1,109.6,63.4,0.016,-4.43,-5.84
UNC Greensboro,SC,23-Aug,-8.61,96.2,104.8,66.6,-0.03,1.18,9.81
Air Force,MWC,21-Oct,-8.64,96.8,105.5,57.3,-0.046,2.52,-7.67
South Carolina St.,MEAC,18-14,-8.88,97.4,106.2,68,0.029,-9.71,-1.77
Tennessee Tech,OVC,15-17,-9.08,104.7,113.8,66.6,0.098,-2.48,3.21
Delaware,CAA,24-Jul,-9.3,99.5,108.8,63.9,0.035,2.99,1.77
Tennessee St.,OVC,23-Sep,-9.44,97.8,107.2,67.1,-0.009,-0.91,4.7
Army,Pat,14-15,-9.68,89.3,99,62.8,-0.018,-9.01,-9.28
New Hampshire,AE,13-17,-9.76,91.5,101.3,64.5,0.004,-5.94,-3.25
Elon,SC,23-Sep,-10.06,96.2,106.3,66.9,-0.022,-1.23,2.18
Delaware St.,MEAC,17-12,-10.2,96.9,107.1,58.2,0.08,-10.3,0.91
Yale,Ivy,19-Dec,-10.34,96.1,106.5,66.4,-0.036,-5.55,-4.76
Jacksonville St.,OVC,19-Nov,-10.35,97.5,107.9,66.7,-0.06,-5.52,-7.09
Eastern Washington,BSky,21-Sep,-10.36,96.4,106.8,67.9,-0.01,-0.21,2.98
North Florida,ASun,13-18,-10.47,91.8,102.3,62.9,0.095,-1.87,8.44
Texas Southern,SWAC,17-16,-10.52,93.4,103.9,66.4,-0.007,-11.25,8.28
Kennesaw St.,ASun,13-20,-10.59,98.1,108.7,64.2,0.012,-4.29,-1.64
Western Illinois,Sum,13-17,-10.65,91.4,102,60.7,-0.017,-6.89,-7.2
LIU Brooklyn,NEC,14-17,-10.97,99.8,110.8,67.1,0.009,-9.49,-1.06
Norfolk St.,MEAC,19-Nov,-11.06,96.2,107.2,71.2,-0.026,-7.61,1.41
Binghamton,AE,13-18,-11.07,98.1,109.2,62.5,0.045,-3.36,2.22
Nicholls St.,Slnd,19-Nov,-11.17,99.6,110.7,61.4,0.013,-1.95,6.71
Sacred Heart,NEC,14-15,-11.41,99.1,110.5,69.1,0.011,-11.26,-5.57
UNC Asheville,BSth,15-16,-11.43,97.2,108.7,70.8,0.068,-7.14,8.72
USC Upstate,ASun,23-Jun,-11.63,92,103.6,65.1,-0.066,-1.83,8.14
Idaho St.,BSky,22-Jul,-11.85,103.8,115.6,62.5,-0.009,2.33,10.32
McNeese St.,Slnd,20-Oct,-11.86,99,110.9,65.4,-0.022,-4.06,1.61
Louisiana Monroe,SB,19-Dec,-11.87,98.4,110.3,66.1,0.049,-4.61,-0.88
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Arkansas Little Rock,SB,22-Aug,-11.99,99.6,111.6,65.5,-0.022,-1.79,8.46
Liberty,BSth,15-16,-12.03,96.3,108.4,65.7,0.049,-7.23,5.12
Lamar,Slnd,14-18,-12.07,96.4,108.5,67.7,0.053,-4.68,-3.54
Brown,Ivy,20-Nov,-12.16,100,112.1,66.1,0.004,-3.71,-1.2
Cal St. Bakersfield,ind,22-Jul,-12.17,96.1,108.2,67,-0.015,-1.66,-1.2
Pepperdine,WCC,24-Jul,-12.2,98,110.2,65.5,-0.001,0.77,-1.46
High Point,BSth,15-15,-12.43,97.1,109.6,67.4,0.05,-10,-3.63
Sacramento St.,BSky,21-Sep,-12.53,93.3,105.8,66.5,-0.003,-1.64,-0.96
Alabama St.,SWAC,16-15,-12.63,93.5,106.2,65.2,0.022,-11.86,8.16
Colgate,Pat,19-Oct,-12.67,97.8,110.5,65.6,-0.031,-8.15,-7.17
Navy,Pat,13-17,-12.7,96.3,109,70.7,0.077,-8.5,-7.71
Bethune Cookman,MEAC,17-16,-12.98,93.9,106.9,58.9,0.043,-10.52,-2.25
Charleston Southern,BSth,13-17,-13.06,94.7,107.8,62.6,0.006,-7.86,7.65
American,Pat,20-Nov,-13.09,94.1,107.2,62.4,0.016,-7.81,-6.12
Albany,AE,25-Jul,-13.16,97.2,110.3,63.6,-0.073,-4.25,-0.45
Monmouth,NEC,19-Dec,-13.46,92.5,105.9,65.6,-0.031,-9.33,-3.94
Columbia,Ivy,17-Nov,-13.5,92.2,105.7,63.9,0.039,-7.33,-8.55
Longwood,ind,19-Dec,-13.56,98,111.6,72.4,0.011,-5.26,-2.17
UMKC,Sum,18-Dec,-13.67,98.2,111.9,64.9,0.042,-6.2,-5.3
Georgia Southern,SC,23-Sep,-13.77,98.1,111.9,70.5,0.08,0.01,3.89
Florida Gulf Coast,ASun,21-Aug,-13.84,94.8,108.6,66.6,0.008,-5.31,-5.34
North Carolina A&T,MEAC,22-Nov,-13.86,93.8,107.6,67.7,-0.043,-6.3,6.22
Northwestern St.,Slnd,19-Oct,-13.96,96.9,110.9,74.1,-0.007,-5.34,-0.98
Central Arkansas,Slnd,21-Sep,-14.29,92,106.3,64.1,-0.091,-6.64,-5.22
Fordham,A10,26-Feb,-14.41,93.3,107.7,70.5,-0.046,4.55,-1.64
FIU,SB,25-Jul,-14.45,98.7,113.1,67.1,-0.018,-2.44,1.29
Savannah St.,ind,15-Nov,-14.47,89.8,104.3,61.2,0.021,-6.15,-2.82
Penn,Ivy,22-Jun,-14.61,97.3,111.9,64,-0.042,-3.49,-1.18
Central Connecticut,NEC,18-Dec,-15.5,92.3,107.8,63.4,-0.007,-11.39,-7.87
Prairie View A&M,SWAC,16-14,-15.63,85.6,101.2,66.3,0.047,-13.14,9.39
St. Francis NY,NEC,18-Nov,-15.76,89.8,105.5,63.7,0.046,-10.78,-4.71
Hartford,AE,22-Aug,-15.81,95.6,111.4,62.8,-0.038,-6.31,-5.33
Southeast Missouri St.,OVC,23-Jul,-16.14,90.7,106.8,66.6,-0.044,-3.4,-0.33
St. Francis PA,NEC,19-Nov,-16.39,95.5,111.9,63.8,0.028,-8.66,-0.83
New Orleans,SB,22-Aug,-16.68,89,105.7,63.7,0.001,-5.16,-5.6
Fairleigh Dickinson,NEC,21-Nov,-17.42,92.2,109.6,67,0.054,-8.75,-1.97
VMI,BSth,19-Oct,-18.1,102.4,120.5,83.4,0.003,-7.36,8.16
Centenary,Sum,21-Aug,-18.48,95,113.5,69.7,0.009,-4.29,1.99
Maryland Eastern Shore,MEAC,21-Nov,-18.54,91.6,110.1,65.1,0.056,-9.17,-1.34
Texas Pan American,GWC,27-Jun,-18.56,89.5,108,66.3,-0.081,-6.64,3.65
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Houston Baptist,GWC,21-Dec,-19.24,93.8,113,72.2,0.05,-12.38,-5.03
UMBC,AE,26-Apr,-19.27,95.5,114.7,66.2,-0.071,-5.75,-5.15
Coppin St.,MEAC,22-Aug,-19.43,89.3,108.7,65,-0.088,-8.58,1.93
Southern Utah,Sum,22-Jul,-19.47,89.8,109.3,66.2,-0.003,-3.85,2.25
Toledo,MAC,28-Apr,-19.54,88.8,108.3,60.6,0.008,0.81,2.54
Utah Valley,GWC,18-Dec,-19.59,89.8,109.4,61.1,-0.027,-12.71,-2.87
Alabama A&M,SWAC,16-Nov,-19.7,87.5,107.2,70.2,-0.016,-14.66,8.5
Mississippi Valley St.,SWAC,23-Sep,-20.4,91.6,112,67.2,-0.005,-9.29,6.36
Presbyterian,BSth,26-May,-20.64,90.9,111.6,62,-0.049,-3.64,12.77
Winston Salem St.,ind,17-Dec,-20.66,86.9,107.6,66.4,0.074,-7.22,-7.22
Gardner Webb,BSth,21-Aug,-20.81,90.1,111,69.7,-0.004,-6.88,9.36
Stetson,ASun,22-Jul,-20.85,90.5,111.3,66,0.044,-2.62,5.94
