Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
IUPUI,Sum,26-Jun,-20.3,97.7,118,64.2,-0.054,-2.68,-0.11
Fairleigh Dickinson,NEC,24-Jul,-20.47,94,114.5,66.1,0.029,-4.41,-0.56
Kennesaw St.,ASun,27-Mar,-20.69,91.8,112.5,63,0.004,-5.15,-2.21
Alabama A&M,SWAC,20-Nov,-20.7,90.8,111.5,64.9,-0.004,-9.82,5.74
The Citadel,SC,22-Aug,-20.88,98.4,119.2,64,-0.005,-6.56,-1.23
Longwood,BSth,25-Aug,-21.61,94.6,116.2,69.2,-0.004,-6.28,0.51
Mississippi Valley St.,SWAC,23-May,-22.01,90.1,112.1,69.4,-0.07,-8.3,7
South Carolina St.,MEAC,24-Jun,-22.02,91.9,113.9,63.9,-0.015,-5.55,1.53
Presbyterian,BSth,24-Aug,-22.92,94.9,117.8,60.9,0.011,-5.5,0.18
Furman,SC,24-Jul,-23.3,91.7,115,63.7,-0.007,-6.25,-1.19
Binghamton,AE,27-Mar,-24.06,86.3,110.4,65.1,-0.018,-3.28,-4.68
Maryland Eastern Shore,MEAC,26-Feb,-24.68,86.6,111.3,62.6,-0.028,-4.66,4.69
New Orleans,ind,18-Aug,-25.21,87.9,113.2,69.4,0.042,-7.06,-7.06
Lamar,Slnd,28-Mar,-25.4,85.9,111.3,69,0.023,-2.93,3.76
Grambling St.,SWAC,0-28,-46.1,76,122.1,62.5,-0.014,-8.79,4.55
