Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Tennessee Martin,OVC,21-Jun,-15.83,96.7,112.5,67.1,-0.004,-1.5,3.23
Southern,SWAC,14-Dec,-16.32,90.8,107.1,67.9,0.004,-13.75,-0.21
Loyola MD,MAAC,22-Jun,-16.88,90.6,107.5,69.7,0.035,-4.59,-6.8
Northern Colorado,ind,21-Aug,-16.97,96,113,67.1,-0.021,1.61,11.46
Idaho St.,BSky,18-Sep,-17.04,90.6,107.6,65.8,-0.017,-7.03,-5.22
Mount St. Mary's,NEC,20-Jul,-17.48,94.7,112.2,64.8,-0.049,-9.38,-6.68
Hartford,AE,20-Aug,-17.6,92.1,109.7,65,0.014,-4.37,-7.32
Cal Poly,BW,22-May,-17.87,96.8,114.7,71.2,0.003,-1.07,-3.8
James Madison,CAA,22-Jun,-18.32,92.2,110.6,64.7,-0.002,-2.58,-4.1
Bethune Cookman,MEAC,13-17,-18.38,90.7,109.1,67.2,0.073,-12.4,-4.4
Texas Southern,SWAC,14-Nov,-18.42,93.8,112.2,67.1,0.05,-14.85,-2.45
Sacred Heart,NEC,23-Apr,-18.48,90.3,108.8,68.8,-0.068,-7.72,-0.06
VMI,BSth,18-Sep,-18.53,91.4,109.9,66.7,-0.002,-9.51,-9.51
Nicholls St.,Slnd,21-Jun,-18.63,95.6,114.3,70.8,-0.104,-4.67,-1.23
Youngstown St.,Horz,23-May,-19.54,92.2,111.8,64.2,-0.001,-0.65,-5.06
Centenary,MCon,24-Mar,-19.89,93.5,113.4,66,-0.033,-0.71,3.67
North Carolina A&T,MEAC,23-Jun,-20.49,83.1,103.6,73.2,-0.024,-9.68,4.46
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
St. Bonaventure,A10,26-Feb,-21.17,92.7,113.9,68,-0.012,0.38,-1.39
Arkansas Pine Bluff,SWAC,20-Jun,-22.97,83.9,106.8,66.6,-0.038,-11.12,12.64
Campbell,ASun,25-Feb,-23.46,87.9,111.4,67.4,-0.084,-6.68,5.75
Howard,MEAC,23-May,-25.43,89.2,114.6,68.7,-0.026,-11.84,-4.46
Army,Pat,24-Mar,-26.29,88.6,114.9,61.4,-0.079,-5.1,-7.92
Prairie View A&M,SWAC,23-May,-26.71,80.7,107.5,67.9,-0.014,-11.03,5.48
Alcorn St.,SWAC,22-Jul,-27.05,79,106.1,68.9,0.027,-12.69,-0.69
Longwood,ind,30-Jan,-27.87,84.2,112.1,71,-0.024,-7.06,-5.87
Savannah St.,ind,0-28,-37.19,78.6,115.8,70.6,-0.019,-8.36,-8.7
Maryland Eastern Shore,MEAC,26-Feb,-37.94,78.9,116.8,70.2,0.008,-11.43,-5.01
