Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Kent St.,MAC,20-13,8.65,106.6,98,65.4,0.001,4.45,5.92
Temple,A10,16-14,8.53,109.4,100.9,60.3,-0.044,4.94,14.45
Ohio 13,MAC,21-11,8.29,109.8,101.5,65.7,0.042,2.72,-4.24
Western Kentucky,SB,22-9,8.03,112.8,104.8,66.4,-0.022,-0.33,-1.75
Denver,SB,20-11,7.98,107.9,99.9,66.6,-0.054,0.32,1.89
Toledo,MAC,16-13,7.85,107.4,99.5,65.7,-0.028,4.17,5.75
Virginia,ACC,14-15,7.47,107.1,99.7,68,0.059,11.11,1.06
UNLV,MWC,17-14,7.04,107.3,100.2,69.1,0.03,6.03,3.02
Rice,WAC,19-12,7.02,107.2,100.1,66.9,0.007,2.55,4.07
Boston University,AE,20-9,6.83,100.7,93.9,62,0.022,-3.28,-0.67
Oregon,P10,14-13,6.73,107,100.3,66.3,0.026,7,-0.39
Virginia Tech,ACC,16-14,6.7,104.9,98.2,65.9,0.036,7.47,-12.62
Bucknell 14,Pat,23-10,6.69,102.2,95.6,63.1,0.063,-2.34,2.28
Ball St.,MAC,15-13,6.59,109,102.4,65.8,-0.017,4.33,3.79
TCU,CUSA,21-14,6.59,103.2,96.6,68,0.047,4.51,-3.39
Marquette,CUSA,19-12,6.57,109.6,103,61.2,0.051,3.05,-3.19
Cal St. Northridge,BW,18-13,6.56,103.3,96.7,68.5,-0.069,-0.92,1.19
Houston,CUSA,18-14,6.55,106.4,99.8,66.3,0.037,4.52,2.42
Missouri,B12,16-17,6.37,104.2,97.8,64.1,0.049,8.14,2.3
Florida St.,ACC,19-Dec,6.24,105.1,98.9,65.4,-0.067,10.23,-0.84
Hofstra,CAA,21-9,6.18,107.3,101.1,66.7,0.021,-2.68,-4.55
Drexel,CAA,17-12,5.63,106.3,100.7,65,-0.024,-0.36,4.83
St. John's,BE,18-Sep,5.46,101.6,96.1,66.3,-0.079,8.58,-1.14
Niagara 14,MAAC,20-10,5.43,115.2,109.8,70.1,-0.027,-3.52,0.83
Mississippi,SEC,14-17,4.99,102.8,97.8,63.4,-0.029,6.3,-3.87
Winthrop 14,BSth,27-6,4.97,101.5,96.5,63.1,0.065,-7.69,2.26
Seton Hall,BE,16-Dec,4.96,100.4,95.4,64.2,-0.035,6.46,-5.25
Wyoming,MWC,15-13,4.83,105.2,100.4,68.7,0.044,4.54,0.61
Dayton,A10,18-11,4.72,102.2,97.5,63,-0.001,-1,-0.64
Murray St.,OVC,17-11,4.69,108.6,103.9,63.4,-0.059,-2.65,5.86
Colorado,B12,14-16,4.67,107.4,102.7,69.5,0.06,8.5,-0.27
Davidson,SC,23-9,4.61,107.8,103.2,65.4,0.111,-0.46,9.66
USC,P10,17-Dec,4.57,107.7,103.2,70.3,-0.018,7.11,1.44
Middle Tennessee,SB,19-12,4.53,104.8,100.2,65.1,-0.019,-1.38,-2.42
Cal St. Fullerton,BW,21-11,4.53,106.5,101.9,70.6,0.062,-0.51,-2.42
San Diego,WCC,16-13,4.25,107.6,103.4,70.5,-0.001,2.5,-2.56
Northeastern,AE,21-10,4.15,105.8,101.6,71.4,0.084,-2.47,0.42
Illinois St.,MVC,17-13,4.11,105.9,101.8,63.7,0.057,4,-4.43
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Oregon St.,P10,17-15,4.1,107,102.9,68.2,0.063,4.36,-8.31
VCU,CAA,19-13,4.04,105.6,101.5,65.6,-0.034,-1.98,1.67
Purdue,B10,21-Jul,3.97,105.9,101.9,63.3,-0.1,11.69,4.61
Northwestern,B10,15-16,3.81,101.8,97.9,60.6,0.06,6.64,-2.95
San Francisco,WCC,17-14,3.81,101.6,97.8,65.8,0.048,3.16,1.21
Bradley,MVC,13-15,3.73,102.4,98.6,70.4,0.009,5.1,0.47
Hawaii,WAC,16-13,3.68,105.3,101.7,64.7,-0.037,0.04,-1.94
Michigan,B10,13-18,3.68,103.5,99.8,62.2,-0.026,6.5,-1.01
Santa Clara,WCC,15-16,3.65,106.4,102.7,68.8,-0.049,2.22,-1
SMU,WAC,14-14,3.61,104.8,101.2,63.8,-0.059,1.38,1.29
Detroit,Horz,14-16,3.59,103.1,99.5,59.7,-0.07,1.61,4.86
South Florida,CUSA,14-16,3.33,103.2,99.9,66.6,-0.07,2.36,-10.03
Bowling Green,MAC,18-11,3.23,107.6,104.4,65.1,0.104,2.67,-2.16
Southeastern Louisiana 15,Slnd,24-9,3.2,97.1,93.9,60,0.007,-4.75,-1.78
Pepperdine,WCC,17-14,3.12,107.8,104.7,69,0.03,2.01,-1.04
Illinois Chicago,Horz,15-14,3.06,107.6,104.5,65.9,-0.01,1.72,9.72
Northern Illinois,MAC,17-Nov,2.84,108.3,105.5,62.5,-0.069,4.03,3.24
Drake,MVC,13-16,2.47,105.3,102.8,67,0.022,4.89,-2.1
IUPUI,MCon,16-13,2.33,109.6,107.3,63,-0.035,-1.25,5.73
George Mason,CAA,16-13,2.12,108.4,106.3,65.9,-0.039,-3.21,-2.77
Rutgers,BE,19-Oct,2.1,106.6,104.5,63.9,-0.007,10.63,2.22
Princeton,Ivy,15-13,2.06,105.2,103.1,52.9,-0.017,-0.56,6.11
Eastern Kentucky 15,OVC,22-9,1.98,102.8,100.8,66.1,0.099,-3.87,1.72
California,P10,13-16,1.76,102,100.2,66.2,0.029,5.6,-4.93
Butler,Horz,13-15,1.7,109.6,107.9,58.1,-0.119,-0.71,-0.9
Arkansas Little Rock,SB,18-10,1.69,102.6,100.9,63.3,0.129,1.9,6.41
Portland,WCC,15-15,1.54,104.9,103.3,65.3,-0.022,1.28,-3.27
Colorado St.,MWC,17-Nov,1.53,103.5,102,66.7,-0.106,4.01,-2.62
Auburn,SEC,14-17,1.53,106.8,105.3,67.6,0.064,6.51,-2.71
Louisiana Tech,WAC,14-15,1.09,102.6,101.5,67.3,-0.01,0.71,-0.43
Manhattan,MAAC,15-14,0.64,103.9,103.3,65.8,-0.058,-2.35,11.03
Evansville,MVC,17-Nov,0.55,107.4,106.8,66.6,-0.03,3.14,-7.05
Loyola Marymount,WCC,17-Nov,0.54,98.8,98.2,67.7,-0.037,3.1,0.28
San Diego St.,MWC,18-Nov,0.53,105.9,105.4,66.4,-0.016,6.02,2.04
Tennessee Tech,OVC,18-11,0.43,101.3,100.8,67.6,0.008,-4.18,2.25
UNC Wilmington,CAA,19-10,0.39,100,99.6,62.7,0.076,-3.3,-5.06
BYU,MWC,21-Sep,0.37,101.4,101.1,65.4,-0.095,7.41,6.1
Arkansas St.,SB,16-13,0.34,105.8,105.5,68.4,-0.026,-0.78,-3.76
Richmond,A10,14-15,0.34,104.1,103.8,65.9,0.065,3.76,8.94
Indiana St.,MVC,20-Nov,0.24,97.4,97.1,63.4,-0.017,5.24,-0.93
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Albany,AE,13-15,0.22,103.6,103.4,65.1,-0.121,-4.63,-5.52
Southeast Missouri St.,OVC,15-14,0.21,103.7,103.4,64.5,-0.092,-1.54,4.65
College of Charleston,SC,18-10,0.12,101.1,101,67.4,0.015,-6.28,-7.09
Rider,MAAC,19-11,0.08,107.3,107.2,66.2,0.049,-3.88,-1.5
Chattanooga 15,SC,20-11,0.03,98.9,98.8,67.6,0.059,-3.78,5.69
Saint Louis,CUSA,21-Sep,0.01,94.7,94.7,59.8,-0.058,5.17,1.1
Sam Houston St.,Slnd,18-12,-0.06,97.4,97.5,71.3,-0.003,-3.93,4.81
Fresno St.,WAC,16-14,-0.06,101.5,101.6,69,-0.002,-0.3,-3.8
Texas A&M Corpus Chris,ind,20-8,-0.22,104.5,104.8,66.5,0.049,-7.7,0.68
Loyola Chicago,Horz,13-17,-0.22,100.5,100.7,67.4,-0.015,2.13,7.11
Northwestern St.,Slnd,21-12,-0.36,103.7,104.1,67.9,0.074,-2.85,10.64
Wright St.,Horz,15-15,-0.52,104.6,105.1,61.1,0.023,0.59,2.87
Georgia Southern,SC,18-13,-0.55,100.9,101.4,75.3,-0.052,-4.83,0.81
Lamar,Slnd,18-11,-0.7,102.5,103.2,73.8,-0.021,-3.89,-0.19
Fairfield,MAAC,15-15,-0.71,102.3,103,63.2,-0.038,-2.84,2.19
Green Bay,Horz,17-11,-0.87,104.3,105.2,65.9,0.132,-0.13,0.53
Tulsa,WAC,20-Sep,-1.1,99.5,100.6,69.5,-0.17,0.18,-2.13
Oakland 16,MCon,13-19,-1.2,108.1,109.3,65.2,-0.022,1.99,14.37
Saint Peter's,MAAC,15-13,-1.32,104.2,105.6,72.8,-0.014,-3.65,0.23
Massachusetts,A10,16-12,-1.56,99,100.6,63.6,0.136,0.09,2.49
UMKC,MCon,16-12,-1.68,106,107.7,66.9,0.03,-2.87,1.48
Appalachian St.,SC,18-12,-1.84,102,103.8,67.1,0.007,-5.7,-1.49
Austin Peay,OVC,13-19,-1.93,99.8,101.7,64.4,-0.032,-0.65,4.35
New Orleans,SB,13-17,-1.94,103.1,105,64.2,0.003,0.89,1.72
American,Pat,16-12,-1.95,101.8,103.7,63.9,0.041,-3.66,0.7
Iona,MAAC,15-16,-2.07,100.5,102.5,67.9,-0.019,-3.28,1.25
UC Irvine,BW,16-13,-2.13,102.6,104.7,64.9,0.053,-2.3,-4.16
Fordham,A10,13-16,-2.17,97.4,99.6,65.7,0,-0.55,-0.28
Samford,OVC,15-13,-2.44,109.9,112.3,56,-0.021,-3.6,0.61
Fairleigh Dickinson 16,NEC,20-13,-2.52,102.7,105.2,68.6,-0.003,-7.88,0.75
Eastern Michigan,MAC,18-Dec,-2.54,103.8,106.4,70.1,-0.03,1.77,-4.93
UCF 15,ASun,24-9,-2.56,105,107.6,60.1,0.067,-8.61,-4.62
Binghamton,AE,17-Dec,-2.73,98.5,101.2,63.4,-0.048,-2,2.07
Montana 16,BSky,18-13,-2.73,99.9,102.6,68.2,0.049,-4.35,4.56
Tennessee St.,OVC,14-17,-2.87,105.3,108.2,69.6,0.014,1.6,13.44
Valparaiso,MCon,15-16,-2.95,104.6,107.6,65.5,0.067,-0.72,5.87
East Carolina,CUSA,19-Sep,-2.99,97.4,100.3,66.3,-0.022,6.17,4.18
South Carolina St.,MEAC,18-12,-3.02,98.8,101.8,65,-0.066,-12.62,-7.8
Furman,SC,16-13,-3.08,101.7,104.8,63.1,-0.012,-3.25,3.89
UTSA,Slnd,15-13,-3.35,100.4,103.8,72.8,-0.006,-3.67,5.14
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
FIU,SB,13-17,-3.66,98.4,102,66.6,0.04,0.85,0.52
Marshall,MAC,22-Jun,-3.8,104,107.8,65.3,0.007,5.77,4.89
Yale,Ivy,16-Nov,-4.1,98.7,102.8,67.1,-0.025,-2.6,0.66
Cleveland St.,Horz,17-Sep,-4.25,100.6,104.8,68.2,-0.096,1.24,3.54
Georgia,SEC,20-Aug,-4.63,94.4,99.1,64.2,-0.008,7.09,-7.69
Western Illinois,MCon,17-Nov,-4.71,100,104.7,64.1,-0.054,-0.95,5.81
North Texas,SB,14-14,-4.73,100.9,105.6,71.1,0.067,-1.41,-2.41
UNC Greensboro,SC,18-12,-4.89,98.1,103,69.8,0.14,-3.19,5.78
Delaware St. 16,MEAC,19-14,-4.95,102.3,107.2,59.3,0.077,-7.47,9.89
Gardner Webb,ASun,18-12,-5.12,97.8,102.9,67.8,0.001,-8.33,6.09
Lehigh,Pat,14-15,-5.17,94.9,100.1,64.1,-0.047,-6.78,-7.73
UC Santa Barbara,BW,18-Nov,-5.18,96.4,101.6,60.8,-0.01,-0.19,2.27
Portland St.,BSky,19-9,-5.2,99.2,104.4,68.8,0.07,-10.23,-10
Boise St.,WAC,16-18,-5.4,104.4,109.8,69.1,0.079,-1.1,-9.56
Monmouth,NEC,16-13,-5.42,98.1,103.5,62.2,0.041,-7.55,3.88
Penn St.,B10,23-Jul,-5.44,101.2,106.6,65.9,-0.026,8.04,-1.83
La Salle,A10,19-Oct,-5.47,99.2,104.7,63.5,0.026,1.88,2.33
Harvard,Ivy,15-Dec,-5.66,97.5,103.1,69,0.017,-3.47,-1.87
Maine,AE,14-15,-5.78,93.8,99.5,67.1,0.05,-3.29,-4.24
Birmingham Southern,BSth,16-14,-6,103.4,109.4,59.7,-0.015,-7.94,-3.57
Belmont,ASun,14-16,-6.13,98.7,104.8,65.9,-0.05,-7.89,3.3
South Alabama,SB,18-Oct,-6.2,96.1,102.3,63.4,-0.028,1.26,3.74
Wofford,SC,14-14,-6.24,102.2,108.4,66.7,0.01,-3.19,4.51
Delaware,CAA,20-Nov,-6.46,95.1,101.5,68.2,-0.063,-2.21,-1.25
Utah Valley St.,ind,16-12,-6.51,101.2,107.7,62.1,0.04,-8.49,-4.38
High Point,BSth,13-18,-6.53,97.3,103.8,72.4,-0.12,-8.45,-1.45
Cornell,Ivy,13-14,-6.86,101.8,108.7,62.3,0.038,-4.65,-4.41
McNeese St.,Slnd,13-15,-6.89,97.6,104.5,74,-0.011,-3.02,5.43
Eastern Illinois,OVC,16-Dec,-7.03,101.7,108.7,66.2,0.056,-1.91,1.59
Southern Miss,CUSA,17-Nov,-7.08,102.7,109.8,64.8,-0.009,1.61,-7.64
Marist,MAAC,17-Nov,-7.17,101.4,108.6,66.1,-0.019,-4.39,-2.69
Hampton,MEAC,17-13,-7.17,94.6,101.8,66.2,0.028,-11.35,2.68
Northern Arizona,BSky,17-Nov,-7.17,102.3,109.5,71.7,-0.128,-6.37,-1.4
Georgia St.,ASun,14-15,-7.42,102.2,109.6,65,0.035,-5.37,13.98
Long Beach St.,BW,20-Oct,-7.5,94.2,101.7,64.1,0.01,-0.38,1.03
Baylor,B12,19-Sep,-7.51,103.5,111.1,63.8,-0.051,5.25,-20.99
Montana St.,BSky,14-14,-7.67,95.4,103,67.9,0.001,-6.93,-3.22
Central Michigan,MAC,18-Oct,-7.71,97.9,105.6,68.9,0.046,4.11,-0.46
Brown,Ivy,16-Dec,-7.73,99.1,106.8,67.8,-0.022,-4.67,-4.65
Central Connecticut,NEC,16-Dec,-7.96,102.4,110.4,63.6,-0.04,-7.92,0
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Chicago St.,MCon,19-Sep,-8.09,97.1,105.2,65.5,0.016,-0.36,7.37
Florida Atlantic,ASun,17-Oct,-8.12,100.3,108.5,72.9,-0.075,-7.58,6.56
St. Francis NY,NEC,13-15,-8.2,96.8,105,69.7,-0.028,-8.55,-3.34
Mercer,ASun,16-12,-8.26,102.1,110.3,71.2,0.009,-10.2,-6.95
Weber St.,BSky,14-16,-8.32,101.2,109.6,62.9,0.01,-6.4,-2.63
Idaho,BW,22-Aug,-8.55,96,104.5,63.6,-0.049,-0.93,-0.92
Tulane,CUSA,18-Oct,-8.56,98.9,107.5,67.7,0.019,1.85,-11.62
Colgate,Pat,16-Dec,-8.59,99.9,108.5,64.2,0.024,-4.08,-0.82
Coppin St.,MEAC,13-15,-8.71,92.9,101.6,64.1,0.039,-6.33,21.32
Columbia,Ivy,15-Dec,-8.89,95.5,104.4,66.1,-0.014,-7.65,-11.34
Rhode Island,A10,22-Jun,-8.91,95.5,104.4,62,-0.025,0.25,0.84
UT Arlington,Slnd,13-15,-8.94,96.9,105.9,68.4,0.012,-3.37,7.29
Stony Brook,AE,17-Dec,-9.02,95.8,104.9,64.7,0.037,-4.18,-4.81
Wagner,NEC,13-17,-9.06,94.3,103.3,62.9,0.018,-6.31,2.48
Texas St.,Slnd,14-14,-9.23,102.1,111.4,61.7,0.031,-5,0.67
Duquesne,A10,22-Aug,-9.28,102.9,112.2,66.2,-0.007,1.53,1.43
East Tennessee St.,SC,19-Oct,-9.31,102,111.3,72.3,-0.058,-2.88,3.51
St. Francis PA,NEC,15-13,-9.47,104.5,113.9,64.1,0.076,-7.77,4.42
Mississippi Valley St.,SWAC,13-14,-9.48,97.8,107.3,65.4,-0.064,-12.45,3.22
Robert Morris,NEC,14-15,-9.65,103.1,112.8,65.4,0.036,-7.69,3.97
Canisius,MAAC,18-Nov,-9.65,99.8,109.4,66.6,0.035,-4.56,-3.91
Eastern Washington,BSky,20-Aug,-9.83,92.5,102.3,63.3,-0.093,-2.31,7.35
Troy,ASun,18-Dec,-9.95,104.6,114.6,68.8,-0.008,-6.15,6.91
UNC Asheville,BSth,17-Nov,-10.12,101,111.2,68.6,-0.009,-4.54,11.07
UC Davis,ind,17-Nov,-10.18,101.6,111.8,64.1,0.013,-3.69,-2.28
Stephen F. Austin,Slnd,15-Dec,-10.43,97.9,108.3,59.3,-0.046,-7.44,-10.08
Southern Utah,MCon,13-15,-10.44,101.3,111.8,65.7,0.07,-3.38,-4.42
UC Riverside,BW,19-Sep,-10.48,93.8,104.3,64.7,0.01,-1.96,-4.51
New Hampshire,AE,19-Sep,-10.5,97.8,108.3,66.4,-0.024,-2.91,0.46
Norfolk St.,MEAC,13-14,-11.23,91.6,102.8,63.8,-0.026,-12.68,-0.09
New Mexico St.,SB,24-Jun,-11.3,97.1,108.4,67.9,-0.041,1.61,2.16
Liberty,BSth,13-15,-11.42,97.3,108.7,68.6,0.096,-6.1,3.65
Coastal Carolina,BSth,19-Oct,-11.97,99.4,111.4,67.7,-0.027,-5.65,1.17
LIU Brooklyn,NEC,14-15,-12.11,94.1,106.2,68.6,0.08,-8.31,-1.26
Lafayette,Pat,19-Sep,-12.19,95.2,107.4,71.2,0.019,-1.92,1.26
Lipscomb,ASun,16-12,-12.3,95.5,107.8,64.1,0.09,-11.28,-17.19
Texas Pan American,ind,16-Dec,-12.47,98.1,110.6,67.4,0.018,-3.56,0.34
Alabama A&M 16,SWAC,15-14,-12.49,90.5,102.9,72.8,-0.023,-14.52,1.14
Sacramento St.,BSky,16-Dec,-12.53,95.4,108,70.3,0.087,-6.24,-1.5
San Jose St.,WAC,23-Jun,-12.57,94.9,107.4,64.4,0.031,1.93,0.14
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Elon,SC,23-Aug,-12.67,92,104.7,62.7,0.021,-1.95,4.52
Dartmouth,Ivy,17-Oct,-12.71,94.5,107.2,61,0.083,-3.43,-2.6
Stetson,ASun,17-Oct,-12.82,96.4,109.2,66,0.015,-5.93,11.58
Navy,Pat,19-Sep,-12.94,94.7,107.6,73.4,-0.027,-7.27,-9.64
Siena,MAAC,24-Jun,-13.22,92.9,106.1,66.1,0.013,-1.88,1.96
Jacksonville St.,OVC,22-Jul,-13.41,99.9,113.3,66.5,-0.075,-3.08,-1.35
UMBC,AE,18-Nov,-13.48,94.2,107.7,63.7,0.065,-5.4,-13.15
Charleston Southern,BSth,13-17,-13.52,90.3,103.8,61.4,0.106,-6.41,-1.17
Jacksonville,ASun,16-13,-13.63,92.9,106.5,71.1,0.129,-9.65,-3.67
William & Mary,CAA,21-Aug,-13.85,94.4,108.2,66.7,-0.036,-3.51,-8.5
Radford,BSth,16-Dec,-14,98.1,112.1,65.6,0.037,-8.24,-5.26
IPFW,ind,22-Jul,-14.04,94.7,108.7,65.6,-0.043,-1.12,3.33
Louisiana Monroe,Slnd,19-Aug,-14.18,95.9,110,64.8,-0.07,-4.08,0
Morehead St.,OVC,16-Nov,-14.26,95.7,110,64.9,0.033,-3.72,-1.05
Western Carolina,SC,22-Aug,-14.34,92.6,106.9,70.5,-0.004,-2.57,4.51
Quinnipiac,NEC,17-Oct,-14.34,100.1,114.5,69.9,-0.009,-9.02,-3.8
Morgan St.,MEAC,14-15,-14.36,92,106.3,67.7,0.045,-12.16,-0.98
Towson,CAA,24-May,-15.02,96,111,64.3,-0.062,-3.44,-6.39
Jackson St.,SWAC,14-16,-15.24,89.6,104.8,69.6,0.058,-12.45,1.14
Grambling St.,SWAC,14-10,-15.43,93.6,109,68.3,0.122,-15.15,8.65
Alabama St.,SWAC,13-14,-15.76,87.1,102.8,61.8,0.083,-12.85,1.14
Florida A&M,MEAC,14-15,-15.78,96,111.8,67.7,0.101,-11.21,11.93
The Citadel,SC,16-Dec,-15.78,90.7,106.5,68.3,0.012,-5.93,-14.88
