Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Alabama A&M,SWAC,13-17,-16.33,95.3,111.6,69.6,0.038,-13.43,-1.1
LIU Brooklyn,NEC,19-Aug,-16.6,92.8,109.4,71,0.006,-9.11,-5.4
Western Illinois,MCon,25-Mar,-17.12,95.8,112.9,67.3,-0.057,-0.87,1.46
UNC Asheville,BSth,20-Sep,-17.15,93.4,110.6,65.1,0.027,-3.58,9.62
Lipscomb,ASun,21-Jul,-17.5,96.8,114.3,66.2,-0.032,-4.27,2.45
Harvard,Ivy,23-Apr,-18.14,90,108.1,70.8,-0.046,-4.46,-3.15
Charleston Southern,BSth,22-Jun,-18.21,90.6,108.8,61.3,-0.11,-6.96,-0.51
Howard,MEAC,22-Jun,-19.39,87.4,106.8,65.9,-0.083,-12.28,-5.14
Albany,AE,23-May,-19.86,87.6,107.4,62.5,-0.055,-9.16,-9.44
FIU,SB,22-May,-20.85,84,104.8,62.1,-0.015,-1.14,-2.69
Alcorn St.,SWAC,18-Nov,-20.96,91.9,112.9,67.5,0.074,-11.69,-2.24
Bethune Cookman,MEAC,21-Aug,-21.96,90.2,112.1,63.4,0.004,-11.99,-3.79
Campbell,ASun,24-Mar,-22.61,91.7,114.3,73.1,-0.009,-4.03,0.47
Loyola MD,MAAC,27-Jan,-23.48,89.5,113,66,-0.039,-4.17,-8.11
Savannah St.,ind,24-Apr,-23.73,85.3,109,70.9,0.015,-2.04,-1.56
Nicholls St.,Slnd,21-Jun,-24,90.2,114.2,66,-0.03,-6.46,-0.01
The Citadel,SC,22-Jun,-24.04,86.7,110.8,63.2,0.002,-2.36,-1.75
Dartmouth,Ivy,25-Mar,-24.48,87.8,112.3,62,-0.04,-7.17,-9.2
VMI,BSth,22-Jun,-24.63,83.3,108,64.1,0.014,-6.23,0.84
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Prairie View A&M,SWAC,20-Jul,-24.63,89.2,113.8,66.4,0.063,-9.4,5.59
Maryland Eastern Shore,MEAC,21-Aug,-24.91,91,115.9,61.4,0.057,-11.84,-3.61
North Carolina A&T,MEAC,25-Mar,-26.66,76.8,103.4,73.1,-0.069,-8.91,6.93
Navy,Pat,23-May,-27.26,81.9,109.2,66.1,-0.027,-6,-1.15
Army,Pat,21-Jun,-30.49,77.9,108.4,61.8,0.001,-10.65,-13.57
Arkansas Pine Bluff,SWAC,26-Jan,-36.33,76.2,112.5,67.3,-0.013,-8.5,7.27
