Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Birmingham Southern,BSth,19-9,-2.26,109,111.2,58.2,0.088,-8.33,-5.8
SMU,CUSA,13-16,-2.4,98.3,100.7,64.6,-0.113,-4.3,-10.33
Evansville,MVC,19-Oct,-2.42,100.4,102.9,67.4,0.046,4.64,-5.9
Southeastern Louisiana,Slnd,16-12,-2.64,101,103.6,61.6,0,-4.97,1.46
UCF,CUSA,14-15,-2.74,99.9,102.6,62,-0.027,-3.23,-7.62
UT Arlington,Slnd,14-16,-2.86,102.5,105.3,66.2,-0.07,-1.85,5.98
Lehigh,Pat,19-12,-3.05,96.8,99.8,63.7,0.065,-6.77,-4.09
Green Bay,Horz,15-16,-3.06,102.8,105.8,63.1,0.056,-0.04,-0.53
Binghamton,AE,16-13,-3.19,95.8,99,63.3,0.015,-6.83,-1.6
Austin Peay,OVC,17-14,-3.21,102.8,106,66.7,0.032,-5.53,-1.38
Vermont,AE,13-17,-3.38,98.5,101.9,64.7,-0.067,-3.85,2.34
Southern 16,SWAC,19-13,-3.4,96.2,99.6,64.8,0.081,-7.68,13.07
San Jose St.,WAC,25-Jun,-3.49,95.8,99.3,67.9,-0.14,3.15,1.71
Ball St.,MAC,18-Oct,-3.5,98.2,101.7,63.3,-0.092,0.69,3.78
Idaho St.,BSky,13-14,-3.52,104.6,108.2,71,-0.015,-2.73,-4.65
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Tennessee Tech,OVC,19-12,-3.63,100.4,104,68.4,0.104,-4.08,8.49
Boston University,AE,16-Dec,-3.87,97.1,101,59.3,-0.042,-3.53,5
Pepperdine,WCC,20-Jul,-4.31,97.1,101.4,66.7,-0.016,4.77,7.44
Jacksonville St.,OVC,16-13,-4.4,106.6,111,70,0.033,-5.74,1.05
Lamar,Slnd,17-14,-4.44,103.7,108.1,72.2,0.005,-5.79,-3.27
North Texas,SB,14-14,-4.45,102.5,106.9,71.8,0.001,-1.75,-2.27
Tennessee St.,OVC,13-15,-4.54,104.2,108.7,65,-0.03,-4.06,6.95
Tulane,CUSA,17-Dec,-4.93,94.7,99.6,65.9,0.008,-0.22,0.53
Canisius,MAAC,20-Sep,-4.97,103.6,108.5,64.6,-0.066,-0.79,-3.32
Tulsa,CUSA,17-Nov,-5.05,94.2,99.2,64.4,0.014,-0.32,-1.77
Portland,WCC,18-Nov,-5.14,102.6,107.7,65.6,0.046,1.39,0
High Point,BSth,16-13,-5.21,100.8,106,70.4,0.041,-5.22,-1.57
Montana St.,BSky,15-15,-5.26,103.4,108.7,66.7,0.035,-3.89,-6.98
Arkansas Little Rock,SB,14-15,-5.28,95.6,100.9,64.6,0.012,-3.75,-6.34
Arkansas St.,SB,18-Dec,-5.35,104.7,110,67.2,-0.028,-0.8,1.27
Rice,CUSA,16-Dec,-5.36,100.2,105.6,65.3,0.03,0.29,0.4
McNeese St.,Slnd,14-14,-5.56,97.9,103.5,70,0.026,-2.91,5.51
Georgia St.,CAA,22-Jul,-5.62,102.3,107.9,63.6,-0.104,2.48,0.52
East Tennessee St.,ASun,15-13,-5.73,99.7,105.4,73,-0.066,-11.41,-3.36
Delaware,CAA,21-Sep,-5.73,96.8,102.6,67.6,-0.033,1.03,-5.26
Tennessee Martin,OVC,13-15,-5.88,103.3,109.2,67.5,-0.003,-4.06,8.19
Marshall,CUSA,16-Dec,-6.02,98.1,104.1,65.2,0.034,-2.45,-5.28
Furman,SC,15-13,-6.04,102.6,108.7,62.6,-0.016,-6.21,-3.91
Fairfield,MAAC,19-Sep,-6.12,106.4,112.5,65.5,0.034,1.45,4.71
UTSA,Slnd,17-Nov,-6.13,99.9,106,69.9,-0.081,-3.44,-0.98
Elon,SC,15-14,-6.23,97.6,103.8,64,0.076,-2.22,6.26
Utah Valley St.,ind,16-13,-6.37,101.8,108.2,59.3,-0.011,-8.52,-7.1
Rider,MAAC,20-Aug,-6.39,100.9,107.3,67.6,-0.035,1,2.83
Radford,BSth,16-13,-6.48,104.1,110.6,67,0.047,-6.81,-3.14
New Orleans,SB,19-Oct,-6.53,99.1,105.6,63,0.002,1.27,7.17
Western Michigan,MAC,14-17,-6.55,96.6,103.2,64.7,0.103,0.74,3.25
Cornell,Ivy,13-15,-6.71,98.9,105.6,62.1,-0.029,-6.4,-1.4
Chicago St.,MCon,19-Nov,-6.9,101.2,108.1,65.3,0.043,-0.62,11.15
William & Mary,CAA,20-Aug,-7.05,98.6,105.7,65.3,-0.07,0.02,-8.29
Chattanooga,SC,19-13,-7.18,98.8,106,67.1,0.107,-4.99,-2.42
St. Bonaventure,A10,19-Aug,-7.24,100.3,107.5,67.5,-0.064,-0.27,-4.36
Appalachian St.,SC,14-16,-7.25,100.6,107.8,64.1,0.021,-4.79,0.12
TCU,MWC,25-Jun,-7.26,94,101.2,66.5,-0.06,2.91,-1.79
Robert Morris,NEC,15-14,-7.3,104,111.3,66.7,0.035,-6.65,-2.49
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Hartford,AE,13-15,-7.45,101.6,109.1,65.1,-0.026,-7.53,-5.95
Mount St. Mary's,NEC,13-17,-7.57,96.8,104.4,63.4,-0.008,-5.99,-0.69
Cleveland St.,Horz,18-Oct,-7.75,91.6,99.4,68.1,-0.01,0.06,-1.34
Western Carolina,SC,13-17,-7.77,99.7,107.5,63.4,-0.036,-3.75,2.15
Florida Atlantic,ASun,15-13,-7.8,102.4,110.2,65,0.013,-9.93,-1.06
Richmond,A10,13-17,-7.85,93.6,101.4,55.2,0.088,0.33,-4.98
Cal Poly,BW,19-Oct,-7.88,99.8,107.7,62.6,-0.025,-0.7,0.71
Southern Utah,MCon,20-Oct,-7.93,101.7,109.6,64.6,-0.1,-4.01,1.61
Towson,CAA,16-Dec,-7.97,103.1,111.1,67.4,0.074,-1.76,-8.21
Weber St.,BSky,17-Oct,-8.01,99,107,62.6,0.02,-1.02,-1.28
Wofford,SC,18-Nov,-8.13,99.6,107.7,63.2,-0.079,-1.74,10.23
Youngstown St.,Horz,21-Jul,-8.15,103.5,111.7,63.8,-0.108,-0.85,-3.83
Quinnipiac,NEC,16-Dec,-8.19,98.6,106.8,69.9,-0.021,-6.83,-6.85
Wagner,NEC,13-14,-8.48,97.4,105.8,65.3,0.009,-7.09,-5.94
Harvard,Ivy,13-14,-8.51,96.8,105.3,69.1,0.016,-7.25,-4.13
Sacred Heart,NEC,17-Nov,-8.57,97.6,106.2,65.5,-0.039,-6.71,-3.14
American,Pat,17-Dec,-8.62,98.5,107.1,63.7,0.019,-4.39,0.15
Charleston Southern,BSth,13-16,-8.67,99.6,108.3,65.6,0.007,-4.54,2.05
Yale,Ivy,15-14,-8.72,96,104.7,68.4,0.069,-7.79,-5.38
Bowling Green,MAC,21-Sep,-8.79,97.5,106.3,66.4,-0.012,2.2,1.98
Eastern Kentucky,OVC,14-16,-8.9,105,113.9,63.2,0.042,-4.44,2.97
Cal St. Northridge,BW,17-Nov,-9.16,95.6,104.8,69.3,0.038,-2.45,-2.91
Gardner Webb,ASun,17-12,-9.19,100.4,109.6,62.7,0.159,-7.38,9.37
Eastern Michigan,MAC,21-Jul,-9.34,100,109.4,65.4,-0.041,-1.52,-3
Princeton,Ivy,15-Dec,-9.35,97,106.4,52.9,0.065,-4.45,1.81
UMBC,AE,19-Oct,-9.49,101.1,110.6,65,-0.04,-5.32,-0.46
St. Francis NY,NEC,17-Oct,-9.51,93.1,102.7,64.9,-0.005,-5.65,1.1
Alabama A&M,SWAC,13-13,-9.65,94.5,104.1,73.4,-0.04,-11.93,16.53
Jackson St.,SWAC,15-17,-10.25,95.7,106,70.3,0.008,-9.43,3.35
Oakland,MCon,18-Nov,-10.34,103.9,114.3,67.8,-0.015,-3.83,2.97
Hampton 16,MEAC,16-16,-10.4,91.9,102.3,68.5,-0.057,-14.27,-8.98
East Carolina,CUSA,20-Aug,-10.62,95.6,106.3,63.3,-0.031,-1.39,-2.39
UNC Greensboro,SC,19-Dec,-10.86,99.5,110.3,65.6,0.004,-4.06,0.88
FIU,SB,20-Aug,-10.88,89.6,100.5,65.7,0.009,0,3.21
South Carolina St.,MEAC,14-16,-11.06,92.4,103.4,64.4,0.05,-8.48,7.21
IPFW,ind,18-Oct,-11.07,97,108,62.8,-0.004,-1.56,5.14
New Hampshire,AE,17-Dec,-11.16,98.2,109.3,58.7,0.065,-5.32,-1.5
Southern Miss,CUSA,21-Oct,-11.24,97.4,108.6,59.9,0.003,1.82,0.88
UMKC,MCon,14-14,-11.28,102.1,113.4,65.6,0.119,-6.2,-2.81
Coppin St.,MEAC,18-Dec,-11.81,95.4,107.2,65.6,0.047,-6.25,16.38
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Stetson,ASun,14-18,-11.9,95.6,107.5,62.7,0.026,-9.58,-1.16
LIU Brooklyn,NEC,16-Dec,-11.97,97.1,109.1,67.5,0.048,-7.47,-7.36
Louisiana Monroe,Slnd,18-Oct,-12.19,92.8,105,64.8,0.014,-0.51,10.08
Arkansas Pine Bluff,SWAC,13-16,-12.43,85,97.5,66.7,-0.04,-11.48,3.24
Campbell,ASun,18-Oct,-12.59,101,113.6,75,-0.042,-9.58,-2.1
Colgate,Pat,19-Oct,-12.61,92.6,105.2,62.2,-0.046,-6.79,-5.38
UC Davis,ind,20-Aug,-12.64,98.6,111.2,62.5,-0.005,-2.22,-1.77
Norfolk St.,MEAC,13-18,-13.1,90.9,104,65.2,0.017,-9.31,9.35
Idaho,WAC,25-Apr,-13.12,97.8,110.9,61.6,-0.064,4.16,1.47
Alabama St.,SWAC,18-Dec,-13.52,94,107.5,66.1,0.046,-8.93,4.97
Florida A&M,MEAC,14-17,-13.66,97.8,111.5,66.7,0.058,-8.95,9.14
Lafayette,Pat,17-Nov,-13.77,97.5,111.3,67.9,0.023,-4.42,0.69
Maine,AE,16-Dec,-13.93,95.3,109.2,65.4,0.029,-6.37,-5.41
Bethune Cookman,MEAC,15-15,-14.02,95.3,109.3,66.4,0.085,-11.65,2.58
UNC Asheville,BSth,19-Sep,-14.03,97,111.1,67.5,0.06,-1.28,10.17
Brown,Ivy,17-Oct,-14.18,91.3,105.5,63.8,0.038,-7.85,-6.54
Columbia,Ivy,16-Nov,-14.65,97,111.7,64.7,0.068,-8.1,-7.06
Western Illinois,MCon,21-Jul,-14.8,94.8,109.6,65.1,-0.01,-3.65,2.8
South Dakota St.,ind,20-Sep,-15.04,91.6,106.7,67.2,0.067,-0.24,5.19
Central Michigan,MAC,24-Apr,-15.05,89.1,104.1,66.3,-0.045,0.23,-1.33
Duquesne,A10,24-Mar,-15.17,99.7,114.9,67.1,-0.06,1.75,-2.92
Northern Colorado,ind,24-May,-15.43,100.3,115.8,65.1,-0.129,-1.39,2.89
UC Riverside,BW,23-May,-15.5,90.6,106.1,70.2,0.004,-1.31,-1.25
Navy,Pat,18-Oct,-15.56,93.7,109.2,69.8,-0.03,-7.57,-9.24
Grambling St.,SWAC,14-13,-15.7,91.7,107.4,67.6,0.136,-11.5,8.92
Dartmouth,Ivy,21-Jun,-15.87,94.8,110.7,62.3,-0.053,-6.69,-4.13
Nicholls St.,Slnd,18-Sep,-15.91,96.8,112.7,69.1,0.06,-3.91,1.83
Kennesaw St.,ASun,17-Dec,-16.02,97.8,113.8,65.3,0.066,-8.91,2.04
Southeast Missouri St.,OVC,20-Jul,-16.32,93,109.3,64.6,-0.028,-5.69,-1.82
Alcorn St.,SWAC,20-Aug,-16.39,93,109.4,68.4,-0.004,-7.57,8.98
James Madison,CAA,23-May,-16.74,96.5,113.2,66.2,0.013,0.88,-4.13
Longwood,ind,20-Oct,-16.79,96.9,113.6,71.1,0.016,-7.16,-4.95
Stony Brook,AE,24-Apr,-16.88,92.2,109.1,64.5,-0.04,-2.48,8.13
Eastern Illinois,OVC,21-Jun,-16.96,92.1,109,61.1,-0.022,-5.19,-1.26
Howard,MEAC,22-Jul,-17.28,93.6,110.9,66.1,-0.086,-10.81,1.46
VMI,BSth,20-Jul,-17.85,91.6,109.5,71,-0.05,-6.14,-4.19
Centenary,MCon,23-Apr,-18.67,94.1,112.7,66.3,-0.032,-3.56,1.75
Mercer,ASun,19-Sep,-18.73,97.1,115.8,67.3,0.002,-11.04,-9.96
Texas Southern,SWAC,22-Aug,-19.15,92.2,111.3,69,-0.042,-7.16,14.82
North Carolina A&T,MEAC,23-Jun,-19.52,86,105.6,66.9,-0.043,-9.13,4.79
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Texas St.,Slnd,24-Mar,-19.94,93.1,113,65.5,-0.049,-3.62,0.3
Mississippi Valley St.,SWAC,19-Sep,-20.03,93.9,113.9,61,0.06,-9.26,7.76
Liberty,BSth,23-Jul,-20.15,91.2,111.3,65,0.004,-3.79,-0.69
North Florida,ASun,22-Jun,-21.22,94.5,115.7,65.5,-0.093,-10.68,-7.28
Maryland Eastern Shore,MEAC,22-Jul,-21.28,90.7,112,69.6,0.007,-10.64,0.41
St. Francis PA,NEC,24-Apr,-21.49,93.9,115.4,60.5,-0.021,-4.9,0.03
Texas Pan American,ind,24-Jul,-21.53,88.4,110,65.5,-0.045,-1.98,3.29
Morehead St.,OVC,23-Apr,-21.58,91.1,112.7,63.9,-0.068,-4.59,1.69
Jacksonville,ASun,26-Jan,-22.53,93.2,115.7,72.1,-0.084,-6.87,7.28
The Citadel,SC,21-Oct,-24.46,91,115.4,64.8,0.042,-7.49,-13.27
Army,Pat,22-May,-26.5,87.9,114.4,60.4,-0.028,-6.81,-9.89
Prairie View A&M,SWAC,24-May,-27.79,86.9,114.6,71.3,-0.066,-9.93,2.1
Morgan St.,MEAC,26-Apr,-31.06,79.4,110.5,65.1,0.02,-8.67,6.21
Savannah St.,ind,28-Feb,-38.11,80.4,118.6,67.7,-0.007,-4.43,-3.72
