Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Idaho St.,BSky,13-17,-0.26,104.7,105,60.2,-0.073,-0.91,11.6
San Diego,WCC,18-14,-0.45,107.5,108,69.1,0.042,-0.38,-1.83
Minnesota,B10,22-Sep,-0.53,101.2,101.7,65.1,-0.029,7.98,-1.79
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Northern Arizona,BSky,18-12,-0.94,110.1,111.1,72.1,0.07,-3.3,4.34
North Texas 15,SB,23-11,-0.98,103,104,69.1,0.034,-6.4,10.7
UNC Greensboro,SC,16-14,-1.21,102.4,103.6,66.6,0.005,-3.52,-3.15
Northwestern St.,Slnd,17-15,-1.31,104.7,106,74.5,-0.001,-3.56,-1.41
American,Pat,16-14,-1.52,100.3,101.8,64.1,-0.051,-6.96,-6.69
UC Irvine,BW,15-18,-1.56,99.5,101,64.4,-0.029,-2.06,0.63
SMU,CUSA,14-17,-1.56,101.5,103.1,61,-0.048,0.16,-6.01
Tennessee Tech,OVC,19-13,-1.67,103.4,105.1,69.4,0.007,-5.81,9.26
Rice,CUSA,16-16,-1.86,103.3,105.2,65.8,0.054,1.3,0.35
TCU,MWC,13-17,-1.94,96.2,98.1,66.8,0.037,2.18,-9.53
High Point,BSth,22-10,-2.07,101.1,103.1,66.4,0.054,-8.72,-7.62
Oregon St.,P10,21-Nov,-2.09,102.6,104.6,65.1,-0.032,6.64,-8.82
Yale,Ivy,14-13,-2.09,102.6,104.7,66.3,-0.017,-3.82,-0.13
Portland St.,BSky,19-13,-2.18,104.7,106.8,70.9,0.031,-5.58,-2.09
Central Connecticut 16,NEC,22-12,-2.24,104.1,106.3,63.3,0.06,-8.44,-5.1
Southern Utah,MCon,16-14,-2.55,103.5,106.1,63,-0.005,-3.02,-1.96
Cal St. Fullerton,BW,20-10,-2.55,105.1,107.6,73.4,0.065,-6.19,-9.95
Eastern Washington,BSky,15-14,-2.57,112.4,115,71.9,-0.019,-2.69,6.93
Youngstown St.,Horz,14-17,-2.57,102.8,105.4,65.6,0.036,2.6,4.51
Eastern Kentucky 16,OVC,21-12,-2.58,102.7,105.3,61.3,0.078,-6.17,6.66
IUPUI,MCon,15-15,-2.62,106.9,109.5,63,-0.02,-2.37,-1.67
Weber St. 15,BSky,20-12,-2.71,102.1,104.8,65.2,0.098,-3.46,1.83
Sacred Heart,NEC,18-14,-2.75,107.6,110.3,71.3,0.02,-7.06,1.73
Niagara 16,MAAC,23-12,-2.76,107.2,110,68.3,0.118,-6.17,-5.19
Lipscomb,ASun,18-13,-2.77,103.9,106.6,61.4,-0.017,-6.77,5.49
Northeastern,CAA,13-19,-2.8,101.2,104,64.6,0.014,1.98,7.94
Cornell,Ivy,16-12,-2.93,104.3,107.3,63.2,0,-6,-5.38
Marshall,CUSA,13-19,-2.97,100.7,103.7,67.2,0.074,2.07,0.83
Loyola MD,MAAC,18-13,-3.14,107.2,110.3,65.8,0.002,-6.76,-5.36
Montana,BSky,17-15,-3.27,107.3,110.5,62.8,-0.008,-4.19,0.42
Furman,SC,15-16,-3.55,103.8,107.4,63.1,0.018,-0.88,2.06
Boston University,AE,18-Dec,-3.78,99.4,103.2,59.4,-0.102,-4.33,0.82
Stephen F. Austin,Slnd,15-14,-3.79,98.2,102,60.5,-0.077,-6,-2.78
William & Mary,CAA,15-15,-3.83,102.8,106.6,63.1,0.019,-3.77,-10.88
Louisiana Tech,WAC,20-Oct,-3.89,99.8,103.7,65.8,-0.011,2.9,1.19
Buffalo,MAC,19-Dec,-4,98.5,102.5,70.6,0.015,0.15,-1.76
Georgia Southern,SC,15-16,-4.1,98,102.1,68.3,-0.027,-3.51,15.86
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Middle Tennessee,SB,15-17,-4.24,98.5,102.7,60.7,0.001,-2.98,3.75
Chattanooga,SC,15-18,-4.26,99.7,104,65.4,-0.027,-1.56,-0.85
Chicago St.,ind,20-Sep,-4.73,107.3,112.1,68.2,-0.009,5.64,5.64
Arkansas St.,SB,18-15,-4.94,103.7,108.7,67.5,0.037,-5.64,-1.93
Ball St.,MAC,22-Sep,-5.03,96.4,101.4,63.1,-0.089,0.85,3.84
Columbia,Ivy,16-12,-5.23,104.7,110,61.9,0.047,-7.81,-9.77
Fairfield,MAAC,13-19,-5.23,102.3,107.5,59.8,0,-2.93,5.93
Rutgers,BE,19-Oct,-5.32,101.3,106.7,60.9,0.05,6.44,-2.94
Pacific,BW,19-Dec,-5.34,104.6,109.9,62.3,-0.029,-1.53,2
Milwaukee,Horz,22-Sep,-5.38,100.1,105.5,66.9,0.032,3.82,5.28
Loyola Marymount,WCC,13-18,-5.5,95,100.5,67.8,0.095,3.16,5.98
Robert Morris,NEC,17-11,-5.54,106.7,112.3,66.1,0.004,-9.72,-6.67
UMKC,MCon,20-Dec,-5.66,107.3,112.9,66,-0.015,-1.28,0.59
Lamar,Slnd,15-17,-5.97,103.6,109.6,68.9,0.015,-3.32,4.39
Central Michigan,MAC,13-18,-6.03,100.3,106.3,65.6,0.076,-0.39,-1.3
Colorado,B12,20-Jul,-6.04,100.7,106.7,71.6,0.037,7.25,-3.71
Bowling Green,MAC,13-18,-6.18,99.6,105.8,67.6,0.028,-1.39,-7.09
Murray St.,OVC,16-14,-6.31,98.4,104.7,64.9,0.052,-6.27,11.85
Liberty,BSth,14-17,-6.34,102.1,108.4,68.3,-0.054,-5.87,-1.91
Pepperdine,WCC,23-Aug,-6.57,105,111.6,72.4,-0.024,1.04,0.99
Samford,OVC,16-16,-6.62,106.2,112.8,54.5,0.043,-4.58,9.75
Binghamton,AE,13-16,-6.74,98.7,105.4,66.7,-0.047,-7.91,-9.55
Duquesne,A10,19-Oct,-6.78,107.7,114.5,73.3,0.029,0.15,0.53
Eastern Michigan,MAC,13-19,-6.85,98,104.8,65.7,0.065,-0.82,-1.96
UNC Wilmington,CAA,22-Jul,-6.96,99.5,106.5,65.6,-0.044,2.16,4.7
Florida Atlantic,SB,16-15,-7.11,104.9,112,69.4,0.095,-4.68,1.18
Brown,Ivy,18-Nov,-7.19,98.5,105.7,62.1,-0.024,-3.9,-1.8
Troy,SB,13-17,-7.26,105.7,113,67.2,0.018,-4.17,1.35
Southeastern Louisiana,Slnd,16-14,-7.27,102.1,109.4,63.1,0.078,-4.82,-1.02
Northern Illinois,MAC,23-Jul,-7.32,102.2,109.5,65.7,-0.083,0.17,-0.1
New Orleans,SB,14-17,-7.33,107.8,115.1,64.1,0.004,-5.28,2.65
Cleveland St.,Horz,21-Oct,-7.45,99.8,107.2,63.4,-0.023,3.13,3.25
San Jose St.,WAC,25-May,-7.57,95,102.5,65.8,-0.018,4.78,7.42
Cal St. Northridge,BW,14-17,-7.74,97.6,105.3,71.3,0.017,-4.01,-4.81
Coastal Carolina,BSth,15-15,-7.88,102.5,110.4,66.4,-0.031,-7.22,-5.68
La Salle,A10,20-Oct,-8.07,104.5,112.5,66.9,-0.077,-4.21,-11.8
VMI,BSth,14-19,-8.16,106.4,114.6,89.7,-0.079,-7.56,-10.06
Western Carolina,SC,20-Nov,-8.33,101.6,109.9,67.5,0.005,0.91,9.56
Hartford,AE,13-18,-8.35,98.3,106.7,63.8,0.024,-5.01,-2.06
Mount St. Mary's,NEC,20-Nov,-8.52,95.6,104.1,64.5,-0.041,-5.78,1.85
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Georgia St.,CAA,20-Nov,-8.69,100.8,109.5,64.2,0.046,0.39,-2.97
UNC Asheville,BSth,19-Dec,-8.93,96.9,105.9,68,-0.018,-1.75,4.97
Louisiana Monroe,SB,18-14,-8.99,101.5,110.5,67.3,0.102,-5.57,4.25
Rider,MAAC,16-15,-9.08,102.1,111.2,67.7,0.111,-6.26,-2.96
Canisius,MAAC,19-Dec,-9.13,100.2,109.4,67,-0.015,-5.62,-2.32
Jacksonville,ASun,15-14,-9.33,100.5,109.8,70.2,0.076,-7.19,7.29
Hampton,MEAC,15-16,-9.33,93.7,103,69.1,-0.016,-10.88,1.5
IPFW,ind,17-Dec,-9.34,98.8,108.2,66.8,0.015,-1.23,3.51
Wofford,SC,20-Oct,-9.41,104.8,114.2,66,-0.016,-0.29,5.93
Jackson St. 16,SWAC,21-14,-9.48,100.2,109.7,69.7,0.14,-10.16,7.09
Lehigh,Pat,19-Dec,-9.49,98.3,107.8,63,-0.005,-4.27,-1.3
Quinnipiac,NEC,14-15,-9.51,98.9,108.4,69.5,0.023,-8.38,-4.2
Florida A&M 16,MEAC,21-14,-9.57,100.6,110.2,67.6,0.104,-10.39,10.61
Arkansas Little Rock,SB,13-17,-9.73,100.4,110.1,63,0.041,-4.88,1.38
Centenary,MCon,21-Oct,-9.83,99.6,109.4,67.1,-0.007,-1.98,-2.24
Harvard,Ivy,16-Dec,-9.9,103.4,113.3,71.1,0.089,-4.15,-2.76
Fairleigh Dickinson,NEC,14-16,-9.9,101.5,111.4,68.7,0.064,-6.97,-0.81
Army,Pat,15-16,-9.95,92.7,102.6,63,0.056,-5.81,-6.98
Monmouth,NEC,18-Dec,-9.99,99.5,109.5,62.7,-0.013,-6.46,1.25
UT Arlington,Slnd,13-17,-10.06,101.2,111.3,69.9,0.045,-5.15,-0.53
Manhattan,MAAC,13-17,-10.08,96.8,106.9,66.5,0.076,-5.93,-4.07
Kennesaw St.,ASun,13-18,-10.17,99.3,109.5,65.1,-0.036,-8.35,-3.98
Texas Pan American,ind,14-15,-10.43,101.8,112.2,64.1,0.015,-6.16,-4.43
Maine,AE,18-Dec,-10.46,99.5,109.9,66.1,0.008,-4.63,-0.56
Navy,Pat,14-16,-10.55,95.5,106,64.8,0.032,-5.69,-6.73
McNeese St.,Slnd,15-17,-10.58,90.5,101.1,65.5,0.1,-4.01,1.75
Campbell,ASun,14-17,-10.63,99.6,110.2,73,-0.012,-8.23,-3.6
Princeton,Ivy,17-Nov,-10.68,92.5,103.1,51.6,-0.007,-5.64,-5.75
UMBC,AE,19-Dec,-10.81,99.5,110.3,61.6,0.016,-4.15,-0.71
Louisiana Lafayette,SB,21-Sep,-10.85,98.4,109.3,65.5,-0.046,-3.61,3.83
Nicholls St.,Slnd,22-Aug,-10.94,102.7,113.6,69,-0.019,-0.44,9.88
Montana St.,BSky,19-Nov,-11.13,97.6,108.7,65,-0.007,-3.69,-0.78
Portland,WCC,23-Sep,-11.21,94.9,106.1,63.7,0.01,0.42,0.06
Central Arkansas,Slnd,20-Oct,-11.51,95.4,106.9,63.7,-0.049,-4.35,1.29
Elon,SC,23-Jul,-11.8,97.3,109.1,63.3,-0.052,0.32,8.97
Stony Brook,AE,20-Sep,-11.89,92.9,104.8,64.5,-0.061,-6.04,-4.74
Richmond,A10,22-Aug,-11.97,99.4,111.4,59.2,0.032,-0.73,-2.65
St. Francis NY,NEC,22-Sep,-12.23,93.3,105.6,65,-0.023,-5.54,2.71
Gardner Webb,ASun,21-Sep,-12.24,97.3,109.5,63.6,-0.05,-2.92,13.01
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Morehead St.,OVC,18-Dec,-12.27,97.8,110.1,63.5,-0.048,-8.57,-6.21
Tennessee St.,OVC,20-Dec,-12.31,97.6,109.9,64.5,0.015,-5.65,3.73
North Carolina A&T,MEAC,15-17,-12.6,96.1,108.7,70.9,-0.014,-11.87,1.45
FIU,SB,17-Dec,-12.61,95.1,107.7,66.8,0.09,-4.34,0.71
Colgate,Pat,19-Oct,-12.77,91.6,104.4,61.6,0.03,-4.85,-4.53
South Carolina St.,MEAC,13-17,-12.92,95.6,108.5,64.5,0,-11.53,-0.35
Morgan St.,MEAC,13-18,-13.15,97.3,110.4,66.4,-0.036,-12.27,-4.26
Wagner,NEC,19-Nov,-13.16,98.2,111.4,68.2,-0.02,-8.18,-4.86
Radford,BSth,22-Aug,-13.6,95.1,108.7,69.6,-0.064,-4.14,-1.57
New Hampshire,AE,20-Oct,-13.67,97,110.6,60.1,0.024,-5,-3.58
Sacramento St.,BSky,19-Oct,-13.74,95.1,108.8,74.8,0.029,-2.55,3.23
James Madison,CAA,23-Jul,-13.74,102.2,115.9,63,0.02,-1.46,-7.02
Dartmouth,Ivy,18-Sep,-14.04,94.2,108.2,63.9,0.026,-5.35,-5.9
Jacksonville St.,OVC,21-Sep,-14.11,97.7,111.8,65.2,-0.011,-7.6,-2.49
Delaware,CAA,26-May,-14.22,96.8,111,63.5,-0.059,-1.29,-3.26
Southeast Missouri St.,OVC,20-Nov,-14.4,99.3,113.7,71,0.032,-6.55,1.26
St. Bonaventure,A10,22-Jul,-15.3,98.6,113.9,68,0.016,-2.17,-5.61
Mercer,ASun,13-17,-15.3,96.6,111.9,71.9,0.042,-8.21,-4.35
Idaho,WAC,27-Apr,-15.54,94.3,109.9,66.2,0.024,2.43,-0.96
Arkansas Pine Bluff,SWAC,19-Dec,-15.54,88.7,104.3,64.1,0.014,-9.4,13.56
Coppin St.,MEAC,20-Dec,-15.69,93.6,109.3,65.1,0.063,-5.98,15.97
East Carolina,CUSA,24-Jun,-15.71,92.8,108.5,63.6,-0.022,1.74,-0.28
Eastern Illinois,OVC,20-Oct,-15.74,94.7,110.5,63.2,-0.009,-7.9,-3.4
Southern,SWAC,21-Oct,-15.77,89.2,105,66.4,-0.029,-10.22,6.13
St. Francis PA,NEC,21-Aug,-15.79,98.5,114.3,64.5,-0.064,-8.29,-4.47
UC Riverside,BW,24-Jul,-15.84,93.9,109.7,66.2,-0.057,-3.35,-4.81
LIU Brooklyn,NEC,19-Oct,-15.92,96.2,112.1,67.3,0.024,-8.3,-4.74
Stetson,ASun,20-Nov,-16.38,97.2,113.6,65.1,0.048,-5.84,2.74
Texas St.,Slnd,20-Sep,-16.42,97.9,114.3,75,-0.022,-5.71,-4.66
Lafayette,Pat,21-Sep,-16.67,98.7,115.4,67.3,0.032,-2.81,-1.19
Northern Colorado,BSky,24-Apr,-16.8,94.9,111.7,67.4,-0.079,-4.07,-1.58
Tennessee Martin,OVC,23-Aug,-16.96,94.3,111.3,66.6,-0.06,-7.16,-1.75
Western Illinois,MCon,23-Jul,-17.19,92.7,109.9,63.9,-0.064,-4.6,-8.44
Saint Peter's,MAAC,25-May,-17.22,88.9,106.1,63.9,-0.091,-7.85,-10.15
Grambling St.,SWAC,14-Dec,-17.66,93.9,111.6,67.3,0.049,-12.99,12.6
UTSA,Slnd,22-Jul,-17.66,86.7,104.4,63.3,-0.031,-3.61,1.22
Alabama St.,SWAC,20-Oct,-17.83,91.1,109,63.9,-0.009,-11.32,4.68
UC Davis,ind,23-May,-18.08,93.3,111.4,69.1,0.02,-2.85,-3.5
South Dakota St.,ind,24-Jun,-18.32,94.5,112.8,64.9,-0.035,-5.2,-4.37
Longwood,ind,22-Sep,-18.65,91.4,110.1,69.2,0.026,-5.02,-2.67
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Texas Southern,SWAC,14-17,-18.84,89.5,108.4,69.3,0.09,-11.39,11.59
Norfolk St.,MEAC,19-Nov,-19.14,97.1,116.2,66.4,0.065,-10.08,5.19
Iona,MAAC,28-Feb,-19.41,87.7,107.1,65.8,-0.042,-3.74,1.96
Charleston Southern,BSth,22-Aug,-19.49,95.6,115.1,64.1,-0.009,-3.23,-0.53
The Citadel,SC,23-Jul,-20.18,92.4,112.6,59.7,0.034,0.93,11.73
Savannah St.,ind,18-Dec,-20.39,88,108.4,64.1,0.101,-5.05,-3.5
Denver,SB,25-Apr,-21.35,93.2,114.6,66.3,-0.042,-6.59,-6.49
Alcorn St.,SWAC,19-Nov,-21.49,91.9,113.4,69.4,0.067,-12.86,-1.81
Winston Salem St.,ind,24-May,-21.59,90.1,111.7,68,-0.032,3.01,2.73
Howard,MEAC,22-Sep,-22.07,94.7,116.8,64.4,0.054,-11.4,-5.56
Alabama A&M,SWAC,20-Oct,-22.96,83.9,106.9,70.8,-0.041,-13.39,2.89
Prairie View A&M,SWAC,22-Aug,-23.69,84.2,107.9,69.6,0.004,-9.88,7.88
