Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Virginia,ACC,18-Oct,5.77,103.5,97.8,67.2,-0.066,9.75,-2.58
East Tennessee St. 16,ASun,23-11,5.67,106.4,100.7,69.6,-0.048,-4.73,-1.26
La Salle,A10,18-13,5.35,105.9,100.5,66.7,-0.009,1.08,-3.46
Cornell 14,Ivy,21-10,5.23,108.5,103.3,65.4,-0.005,-5.58,-0.5
Cal St. Northridge 15,BW,17-14,5.18,102.2,97,71.8,-0.045,0.26,5.14
Portland,WCC,19-13,5.01,107.3,102.3,64.6,-0.006,0.27,0.64
Pacific,BW,21-13,4.92,108.8,103.9,58.5,-0.026,-1.91,-0.41
Oregon St.,P10,18-18,4.91,106.1,101.2,57.4,0.068,9.11,-6.43
American 14,Pat,24-8,4.7,105.3,100.6,60.7,0.093,-6.34,0.55
Iowa St.,B12,15-17,4.6,102.5,97.9,63.7,-0.017,5.5,-8.1
Richmond,A10,20-16,4.43,106.8,102.4,63.9,-0.034,1.08,-1.47
Belmont,ASun,20-13,4.25,106.6,102.4,69.1,-0.047,-3.83,2.46
Tennessee Martin,OVC,22-10,4.2,108.5,104.3,68.3,0.013,-5.21,-4.28
Portland St. 13,BSky,23-10,4.04,109.2,105.1,64.8,0.025,-3.32,0
Buffalo,MAC,21-12,3.96,102.6,98.6,64.6,0.036,0.07,1.97
Bradley,MVC,21-15,3.95,104.9,101,64.7,0.046,1.45,-0.67
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
St. John's,BE,16-18,3.88,102.7,98.8,65.4,0.001,6.51,-9.6
Sam Houston St.,Slnd,18-12,3.64,107.3,103.7,66.1,-0.065,-1.21,4.34
Kent St.,MAC,19-15,3.47,103.2,99.7,66.1,-0.031,-1,0.13
New Mexico St.,WAC,17-15,3.31,109.4,106,69.1,-0.02,0.85,0.17
TCU,MWC,14-17,3.23,103.5,100.3,62.8,-0.019,5.35,-0.4
Arkansas,SEC,14-16,3.2,105.1,101.9,68.6,-0.04,3.85,-7.75
Evansville,MVC,17-14,3.1,102.7,99.6,66.5,0.016,1.36,-4.22
Illinois Chicago,Horz,16-15,3.01,105.6,102.6,65.1,-0.022,1.33,0.23
Wyoming,MWC,19-14,2.98,107,104,69.5,0.094,3.71,-8.43
Murray St.,OVC,19-12,2.76,103.1,100.3,62.4,-0.028,-3.03,5.35
Drexel,CAA,15-14,2.65,98.6,95.9,63,-0.002,-0.14,3.49
James Madison,CAA,21-15,2.42,105.8,103.3,65.9,0.027,-1.83,-4.69
Wichita St.,MVC,17-17,2.39,102.8,100.4,62.3,-0.004,2.35,-0.36
UCF,CUSA,17-14,2.32,105.9,103.6,65.9,0.022,1.06,-3.01
South Florida,BE,22-Sep,2.3,101.5,99.2,60.9,-0.056,10.3,3.04
Santa Clara,WCC,16-17,2.25,101.6,99.3,63.7,-0.051,1.1,0.99
Massachusetts,A10,18-Dec,2.22,105.1,102.9,68.4,-0.039,4.83,4.34
UT Arlington,Slnd,16-14,2.05,109.4,107.4,69,-0.105,-1.58,2.24
Charlotte,A10,20-Nov,1.84,103.9,102,65.5,-0.095,3.64,1.63
Drake,MVC,17-16,1.8,102.4,100.6,62.9,-0.032,0.6,-4.76
Saint Louis,A10,18-14,1.75,101.8,100.1,60,0.038,0.24,-7.19
Southern Miss,CUSA,15-17,1.58,106.7,105.1,62.4,-0.018,4.27,1.04
Mount St. Mary's,NEC,19-14,1.54,101.4,99.9,63.9,-0.091,-6.13,3.61
Robert Morris 15,NEC,24-11,1.49,102,100.6,66,0.055,-7.27,0.44
College of Charleston,SC,27-9,1.4,110,108.6,66.2,0.085,-6.68,-5.89
Arkansas Little Rock,SB,23-8,1.24,99.9,98.7,64.9,0.144,-4.49,-2.91
Rutgers,BE,21-Nov,1.13,98.6,97.4,64.2,-0.074,6.25,-10.09
Morgan St. 15,MEAC,23-12,0.99,100.1,99.1,65.5,0.031,-7.43,4.82
Boise St.,WAC,19-13,0.97,103.1,102.1,68.7,0.091,-0.24,-3.56
North Texas,SB,20-12,0.95,109,108,68.1,0.036,-3.27,0.89
Milwaukee,Horz,17-14,0.93,104.6,103.7,66.6,0.064,1.24,1.37
Marshall,CUSA,15-17,0.92,107.2,106.3,64.6,0.003,3.46,2.9
Eastern Kentucky,OVC,18-13,0.9,112.6,111.7,59.4,-0.031,-4.5,-2.32
Southern Illinois,MVC,13-18,0.81,102.2,101.4,63.7,-0.015,4.13,5.1
Morehead St. 16,OVC,20-16,0.76,102,101.3,65.3,0.015,-1.9,3.49
Lipscomb,ASun,17-14,0.44,105.5,105.1,67.7,-0.102,-6.98,-5.04
Oregon,P10,23-Aug,0.43,104.2,103.8,68.2,0.018,12.58,5.57
Idaho,WAC,17-16,0.25,104.4,104.1,62.4,0.017,0.5,-0.42
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Texas A&M Corpus Chris,Slnd,18-15,0.2,100,99.8,66.4,0.033,0.81,7.27
San Diego,WCC,16-16,0.11,98.4,98.3,62.1,0.015,1.53,4.25
Louisiana Tech,WAC,15-18,0,101.3,101.3,62.5,-0.035,-1.48,-6.49
Middle Tennessee,SB,18-14,-0.07,104.5,104.6,63.3,-0.044,-4.2,-3.38
UC Santa Barbara,BW,16-15,-0.09,99.8,99.9,65,-0.006,-1.37,0.9
VMI,BSth,24-8,-0.44,108.5,108.9,80.1,0.074,-6.92,-0.5
Nicholls St.,Slnd,20-11,-0.46,101.9,102.3,59.1,0.043,-4.14,-1.27
Long Beach St.,BW,15-15,-0.51,104.5,105,65.9,0.048,0.43,4.73
Hofstra,CAA,21-11,-0.56,97.9,98.4,67,0.148,-1.39,-1.72
Ohio,MAC,15-17,-0.58,101.8,102.4,65.1,-0.023,-0.48,1.14
Boston University,AE,17-13,-0.59,104.4,104.9,62.7,0.003,-5.22,-3.11
Montana,BSky,17-12,-0.7,104.1,104.8,61.9,0.03,-3.52,1.78
Fairfield,MAAC,17-15,-0.77,103.2,104,63.6,0.08,0.28,3.26
Tulane,CUSA,14-17,-0.78,98.6,99.4,64.6,-0.01,0.95,-4.57
IUPUI,Sum,16-14,-0.79,103.8,104.6,61.2,-0.008,-1.12,3.39
Radford 16,BSth,21-12,-0.86,101.2,102.1,69.2,0.076,-4.54,8.71
Binghamton 15,AE,23-9,-0.98,102.3,103.3,67.2,0.13,-5.64,-4.08
Colorado,B12,22-Sep,-1,101.2,102.2,61.6,-0.098,6.34,-8.22
Rider,MAAC,19-13,-1.25,105.1,106.3,67.8,0.055,-3.18,-6.21
South Alabama,SB,20-13,-1.28,102.8,104.1,63.2,0.037,-4.92,-5.67
Colorado St.,MWC,22-Sep,-1.37,107,108.4,66.4,-0.057,5.13,0.65
Holy Cross,Pat,18-14,-1.39,98.7,100.1,64.5,-0.027,-6.38,-1.59
Troy,SB,19-13,-1.42,108.8,110.2,69.9,0.065,-4.21,-2.8
Austin Peay,OVC,19-14,-1.64,107.4,109,66.7,0.056,-2.35,4.92
Utah Valley,ind,17-11,-2.01,104.1,106.2,60.5,-0.054,-9.8,-5.41
Sacred Heart,NEC,17-14,-2.13,103.9,106,68,-0.058,-8.56,-3.69
George Washington,A10,18-Oct,-2.17,102.2,104.4,63,-0.066,1.4,-3.17
St. Bonaventure,A10,15-15,-2.22,98.6,100.8,70.1,0.034,-1.04,-7.34
UTSA,Slnd,19-13,-2.26,102,104.3,68.9,0.056,-2.94,-4.67
Stony Brook,AE,16-14,-2.36,98.2,100.6,62.8,-0.069,-7.87,-9.94
Manhattan,MAAC,16-14,-2.42,97.6,100,65.4,0.016,-4.01,-7.27
San Jose St.,WAC,13-17,-2.64,101.6,104.2,66.2,0.014,0.61,-1.59
Idaho St.,BSky,13-19,-2.64,102.7,105.4,62.6,-0.027,1.48,11.13
The Citadel,SC,20-13,-2.72,102.6,105.3,61.7,0.042,-6.82,-4.1
Iona,MAAC,19-Dec,-2.73,96,98.7,63.8,-0.065,-1.2,0.03
Liberty,BSth,23-12,-2.79,105.2,108,65.1,0.069,-5.43,3.14
Missouri St.,MVC,20-Nov,-2.83,99.4,102.3,62.2,-0.043,1.6,-2.6
Georgia,SEC,20-Dec,-2.95,95.4,98.3,68.1,-0.005,4.82,-5.86
Southeastern Louisiana,Slnd,13-17,-2.97,100.5,103.5,65.1,-0.112,-1.22,5.95
Alabama St. 16,SWAC,22-10,-2.97,100.7,103.6,63.6,0.025,-11.71,9.21
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Cal St. Fullerton,BW,15-17,-3.24,105.6,108.8,67.2,0.017,-1.14,0.94
Northern Colorado,BSky,14-18,-3.34,103.3,106.7,66.5,-0.075,-2.86,-0.38
Indiana St.,MVC,21-Nov,-3.36,102.6,105.9,63.3,0.007,2.67,-0.54
Denver,SB,15-16,-3.5,102.7,106.2,56.1,-0.034,-5.11,-2.26
SMU,CUSA,21-Sep,-3.52,101.6,105.1,63.6,-0.069,3.24,-3.41
DePaul,BE,24-Sep,-3.72,102,105.8,64.6,-0.016,9.38,-2.32
Fresno St.,WAC,13-21,-3.78,99.7,103.5,66.5,-0.043,-0.15,-3
Texas St.,Slnd,14-16,-3.89,102.4,106.3,73.9,-0.078,-3.07,-3.55
Indiana,B10,25-Jun,-3.92,99.1,103,65.4,-0.03,11.49,4.29
Lamar,Slnd,15-15,-3.96,100.4,104.4,66.4,0.032,-0.08,5.62
Delaware,CAA,13-19,-3.98,102.7,106.6,67,-0.011,-1.93,-4.68
South Dakota St.,Sum,13-20,-4,104.9,108.9,64.6,-0.043,-0.01,2.66
Chattanooga 16,SC,18-17,-4.04,104.3,108.4,69.5,0.041,-3.37,12.4
Hawaii,WAC,13-17,-4.17,97.2,101.3,63.9,-0.03,-3.56,-9.88
East Carolina,CUSA,13-17,-4.19,110.4,114.6,64.7,-0.02,2.18,0.06
IPFW,Sum,13-17,-4.29,102.5,106.8,65.3,0.024,0.72,7.31
UC Irvine,BW,19-Dec,-4.39,104.1,108.5,62.7,-0.005,-1.69,-0.42
Mercer,ASun,17-15,-4.4,105.2,109.6,67.4,0.062,-2.47,7.4
UC Riverside,BW,17-13,-4.68,97.5,102.2,59.9,0.096,-3.28,-4.69
UC Davis,BW,13-19,-4.81,105.2,110,69.4,-0.056,-3.53,-5.62
Loyola MD,MAAC,20-Dec,-5.05,102.8,107.8,65.6,0.007,0.08,3.71
Wofford,SC,16-14,-5.14,106.3,111.4,61.9,0.06,-4.9,3.5
Youngstown St.,Horz,19-Nov,-5.19,101.5,106.7,65.7,0.023,1.16,-0.86
Navy,Pat,19-11,-5.2,98.7,103.9,68.7,0.042,-9.11,-7.18
Arkansas St.,SB,13-17,-5.23,95.9,101.1,64.3,-0.069,-3.42,-0.01
Valparaiso,Horz,22-Sep,-5.27,99.7,105,63.2,-0.074,3.85,5.71
Southern Utah,Sum,20-Nov,-5.39,102.1,107.5,62.7,-0.048,0.06,3.44
Georgia St.,CAA,20-Dec,-5.6,98.7,104.3,60.1,-0.031,-0.08,-0.79
Loyola Chicago,Horz,14-18,-5.69,99.9,105.6,63.8,0.046,-0.5,-6.04
Air Force,MWC,21-Oct,-5.7,98.6,104.3,57.8,-0.09,2.3,-12.06
McNeese St.,Slnd,18-Nov,-5.88,94.1,100,64.8,-0.088,-3.45,-1.13
Gardner Webb,BSth,13-17,-5.9,101.6,107.5,68.5,-0.05,-3.32,10.36
Chicago St.,ind,19-13,-6.02,106,112,74.2,0.015,-10.5,-2.74
William & Mary,CAA,20-Oct,-6.08,96.5,102.5,60.9,-0.094,-1.72,-5.49
Rice,CUSA,22-Oct,-6.1,100.4,106.5,63.5,0.01,3.12,1.8
Montana St.,BSky,15-17,-6.11,100.9,107,64.8,0.058,-0.69,3.27
Canisius,MAAC,20-Nov,-6.13,93.9,100,66.5,-0.018,-0.64,-0.32
Tennessee Tech,OVC,18-Dec,-6.35,98.1,104.4,71.4,-0.078,-3.4,-1.05
Northern Arizona,BSky,19-Aug,-6.47,101.8,108.3,62.2,-0.132,0.28,9.85
Ball St.,MAC,14-17,-6.5,95.2,101.7,60.6,0.026,-4.45,-2.2
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Western Carolina,SC,16-15,-6.58,100.7,107.3,67.7,0.051,-4.92,5.69
Campbell,ASun,14-16,-6.61,96,102.6,68.7,-0.053,-5.94,-5.18
LIU Brooklyn,NEC,16-14,-6.74,100.6,107.4,67.4,-0.035,-10.91,-8.17
San Francisco,WCC,19-Nov,-6.93,104.1,111,64.6,0.033,1.88,3.72
Yale,Ivy,13-15,-6.95,95.3,102.2,65.4,-0.015,-5.77,-0.95
Albany,AE,15-16,-6.99,97.3,104.3,64.3,0.046,-4.91,-3.46
Jackson St.,SWAC,18-15,-7.1,98.1,105.2,67.8,0.059,-8.5,13.97
Western Michigan,MAC,21-Oct,-7.26,98.3,105.6,63.6,-0.087,-3.95,-1.37
Centenary,Sum,23-Aug,-7.3,95.9,103.2,66,-0.048,1.41,6.48
Samford,SC,16-16,-7.34,101.4,108.8,57.8,0.017,-5.67,3.13
Marist,MAAC,23-Oct,-7.65,94.5,102.1,66.8,-0.056,-1.38,-2.39
Central Michigan,MAC,19-Dec,-7.71,99,106.7,62.5,-0.024,-5.01,-2.04
Eastern Washington,BSky,18-Dec,-7.74,97.7,105.4,63.6,0.051,-0.57,5.81
Harvard,Ivy,14-14,-7.76,102.4,110.1,65.1,0.041,-6.38,-2.98
Presbyterian,BSth,17-Dec,-7.84,93.7,101.6,60.4,0.044,-2.58,9.42
Jacksonville St.,OVC,17-Nov,-7.87,100.4,108.3,64.3,-0.033,-2.65,3.07
Stetson,ASun,13-17,-7.87,96.2,104,67.2,0.015,-2.56,14.92
Towson,CAA,22-Dec,-7.99,101.2,109.2,65.7,0.03,-0.01,-1.23
Louisiana Lafayette,SB,20-Oct,-8.03,97.3,105.4,66,-0.046,-2.3,4.41
Appalachian St.,SC,13-18,-8.1,101.5,109.6,69.7,-0.005,-5.31,2.23
New Hampshire,AE,14-16,-8.46,97.2,105.6,62.1,0.043,-5.14,-5.08
UMBC,AE,15-17,-8.56,101.9,110.5,63.6,0.092,-3.24,-0.89
UNC Asheville,BSth,15-16,-8.64,102.1,110.7,67.7,0.065,-3.5,13.06
Princeton,Ivy,13-14,-8.72,95.5,104.3,57.6,-0.034,-9.17,-8.95
Lehigh,Pat,15-14,-8.84,93.9,102.8,66,-0.016,-10.4,-11.69
FIU,SB,13-20,-8.84,97.3,106.1,64.2,0.049,-1.44,3.95
Coppin St.,MEAC,13-19,-9.12,98.4,107.6,64.5,0.005,-4.9,13.05
Eastern Illinois,OVC,18-Dec,-9.29,97.5,106.8,61.6,-0.01,-3.9,-2.55
Cal Poly,BW,21-Jul,-9.52,97.6,107.1,65.1,-0.1,-3.07,-5.44
Detroit,Horz,23-Jul,-9.54,91.4,101,63.9,-0.004,2.95,1.6
Saint Peter's,MAAC,19-Nov,-9.56,93.6,103.2,62.6,0.024,-3.67,-8.82
Cal St. Bakersfield,ind,21-Aug,-9.69,100.1,109.8,64.8,0.011,-1,-0.86
Penn,Ivy,18-Oct,-9.7,96.1,105.8,67.2,-0.032,-5.05,0.34
Tennessee St.,OVC,18-Dec,-9.86,101.6,111.4,68.6,0.059,-3.04,-0.39
Hampton,MEAC,16-16,-9.99,86.3,96.3,63.5,0.029,-8.77,-1.64
South Carolina St.,MEAC,17-14,-10.24,96.4,106.6,68.5,-0.014,-11.92,-4.07
Wagner,NEC,16-14,-10.42,97.6,108,66.5,0.056,-11.18,-13.35
Winthrop,BSth,19-Nov,-10.61,92,102.6,61.7,0.033,-3.11,7.54
Quinnipiac,NEC,15-16,-10.81,97.2,108,64.6,0.027,-9.85,-9.86
Columbia,Ivy,16-Dec,-10.85,90.9,101.7,64.2,-0.024,-9.19,-9.33
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
UMKC,Sum,24-Jul,-10.9,99.4,110.4,65.5,-0.003,-0.14,2.12
New Orleans,SB,19-Nov,-11.32,91.8,103.1,65.4,0.068,-4.3,-4.56
USC Upstate,ASun,21-Sep,-11.44,93.4,104.8,62.6,-0.029,-2.03,7.64
Coastal Carolina,BSth,20-Nov,-11.55,96.1,107.6,66.2,-0.049,-5.77,-1.58
Florida Atlantic,SB,26-Jun,-11.58,101.5,113.1,64.1,-0.075,-1,2.45
Prairie View A&M,SWAC,17-16,-11.72,94.4,106.1,67,0.013,-9.82,10.94
Bethune Cookman,MEAC,17-16,-11.76,89.5,101.3,59.8,0.012,-10.45,-2.18
Central Connecticut,NEC,13-17,-11.95,97.7,109.7,63.6,0.033,-7.7,-3.03
Northern Illinois,MAC,20-Oct,-12.27,94.6,106.9,68.9,-0.049,-6.05,-7.5
Army,Pat,19-Nov,-12.46,88.3,100.7,62.8,-0.033,-8.81,-9.41
Elon,SC,20-Nov,-12.5,94.9,107.4,63.9,0.027,-3.7,6.18
Louisiana Monroe,SB,20-Oct,-12.94,97.1,110.1,67.3,0.056,-2.54,0.72
Bucknell,Pat,23-Jul,-13.02,93.4,106.4,67.3,-0.029,-4.02,0.09
Pepperdine,WCC,23-Sep,-13.04,92.7,105.7,66.5,0.04,2.36,3.17
Florida Gulf Coast,ASun,20-Nov,-13.17,92.3,105.5,69.2,0.026,-4.75,-0.28
Maine,AE,21-Sep,-13.17,97.6,110.8,64.3,-0.022,-5.11,-4.12
Western Illinois,Sum,20-Sep,-13.2,97.4,110.6,58.5,0.021,-3.24,-7.29
Toledo,MAC,25-Jul,-13.31,92.6,105.9,64.9,0.01,0.34,5.74
North Carolina A&T,MEAC,16-16,-13.45,91.5,105,69.7,0.054,-9.55,0.71
SIU Edwardsville,ind,12-Mar,-13.72,91.2,104.9,69.5,0.028,4.45,4.45
St. Francis NY,NEC,20-Oct,-13.74,96,109.7,66.2,0.021,-6.75,-1.83
Arkansas Pine Bluff,SWAC,13-18,-13.77,88,101.7,69.7,0.082,-6.85,15.6
Brown,Ivy,19-Sep,-13.78,95.3,109.1,64.2,-0.015,-5.86,-2.29
Norfolk St.,MEAC,14-18,-13.91,97.5,111.4,70,0.012,-10.67,-4.47
UNC Wilmington,CAA,25-Jul,-14.59,99.1,113.7,70.6,0.03,0.63,-0.08
High Point,BSth,21-Sep,-14.72,91,105.7,63.5,-0.027,-5.92,-2.21
Georgia Southern,SC,22-Aug,-14.75,98,112.7,68.9,-0.016,-3.06,9.54
Eastern Michigan,MAC,24-Aug,-14.97,90.2,105.1,61.2,0.001,-1.7,3.45
Colgate,Pat,20-Oct,-15.1,90.7,105.8,60.9,0.006,-7.14,-7.13
Charleston Southern,BSth,20-Sep,-15.63,96.5,112.1,65,-0.005,-5.47,1.08
Longwood,ind,17-14,-15.67,96.8,112.4,73.8,0.089,-12.4,-5.99
Savannah St.,ind,15-14,-15.76,86,101.8,63.4,0.122,-6.14,-0.9
Hartford,AE,26-Jul,-15.94,92.1,108,63.4,-0.019,-2.62,1.31
Dartmouth,Ivy,19-Sep,-16.08,92.8,108.8,64.5,0.022,-7.93,-7.42
Northwestern St.,Slnd,20-Nov,-16.18,91.8,108,74.8,0.062,-2.93,-2.17
Delaware St.,MEAC,24-Aug,-16.53,97.1,113.6,58.2,-0.056,-4.66,11.78
Lafayette,Pat,22-Aug,-17.09,95.1,112.2,68.4,0.032,-6.61,-6.17
Central Arkansas,Slnd,19-Oct,-17.11,94.3,111.4,64.6,0.027,-2.87,-1.63
Houston Baptist,ind,25-May,-18.16,95.9,114.1,70.3,-0.051,0.44,3.77
Texas Southern,SWAC,25-Jul,-18.64,93.2,111.9,66.8,-0.031,-6.75,11.48
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Fordham,A10,25-Mar,-18.68,93.2,111.9,66.7,-0.014,1.76,-5.05
Texas Pan American,ind,17-Oct,-18.68,93.7,112.3,62.6,0.001,-8.35,2.99
Loyola Marymount,WCC,28-Mar,-18.69,89.2,107.9,64.2,0.005,2.45,2.45
UNC Greensboro,SC,25-May,-18.85,93.5,112.3,64.9,-0.028,-3.24,4.24
Mississippi Valley St.,SWAC,25-Jul,-18.88,94,112.9,66.3,-0.048,-6.4,11.74
Monmouth,NEC,23-Aug,-19.1,93.9,113,64,-0.006,-7.88,-5.01
Furman,SC,24-Jun,-19.21,91.3,110.5,63.8,-0.026,-3.91,4.26
St. Francis PA,NEC,23-Jun,-19.29,94.4,113.7,62.3,-0.016,-6.05,1.09
Howard,MEAC,23-Aug,-19.82,90.9,110.8,65.4,0,-8.45,-1.59
Florida A&M,MEAC,21-Oct,-19.87,90.7,110.5,66.2,0.083,-6.76,5
Southern,SWAC,23-Aug,-19.91,91.2,111.2,64.8,-0.039,-11.51,-0.1
