Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
North Florida,ASun,22-Aug,-20.03,89.3,109.4,62.1,0.015,-4.27,-0.46
Bryant,ind,21-Aug,-20.61,94,114.6,61,0.027,-6.04,-4.14
Alabama A&M,SWAC,19-Aug,-20.67,86,106.7,70.2,-0.012,-12.18,9.37
Fairleigh Dickinson,NEC,23-Jul,-21.55,91.4,112.9,67.8,0.041,-6.23,2.32
Southeast Missouri St.,OVC,27-Mar,-21.81,95,116.8,69.7,-0.017,-3.1,-1.74
Kennesaw St.,ASun,22-Jul,-23.44,89.6,113,61.6,0.007,-7.19,-12.22
Winston Salem St.,ind,22-Aug,-23.92,83.9,107.8,67.3,0.011,-9.64,-8.08
Sacramento St.,BSky,27-Feb,-24.88,89.6,114.5,63.6,0.017,-1.65,0.09
Alcorn St.,SWAC,25-Jun,-26.4,92.1,118.5,72.4,-0.05,-10.26,2.94
Grambling St.,SWAC,23-Jun,-27.1,89.8,116.9,61.8,-0.015,-10,4.77
Maryland Eastern Shore,MEAC,23-Jul,-27.77,89.2,116.9,63.5,0.06,-12.24,-9.51
North Carolina Central,ind,27-Apr,-28.86,85.6,114.5,69,-0.015,-4.55,5.9
NJIT,ind,30-Jan,-35.2,71.5,106.7,64.6,-0.028,-10.64,-7.98
