Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
USC 6,P10,21-12,18.67,110.5,91.9,65.2,-0.005,11.18,0.4
Indiana 8,B10,25-8,18.43,114.6,96.1,66.2,0.037,6.28,-2.3
Purdue 6,B10,25-9,18.3,110.5,92.2,66.9,-0.025,6.41,-3.61
Mississippi St. 8,SEC,23-11,16.77,108.2,91.5,66.6,-0.043,6.22,-1.48
BYU 8,MWC,27-8,15.76,107.4,91.7,67.8,0.027,1.47,-4.23
Oregon 9,P10,18-14,15.66,118.8,103.1,65.8,-0.035,10.56,0.11
Miami FL 7,ACC,23-11,15.38,112.5,97.1,65.8,-0.003,7.78,-5.55
Arkansas 9,SEC,23-12,15.19,111.4,96.2,66.5,0.008,7.19,-0.61
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Baylor 11,B12,21-11,14.82,115.7,100.9,70.1,-0.028,7.58,-4.83
Saint Mary's 10,WCC,25-7,14.66,109.2,94.6,66.4,0.03,0.11,2.34
Western Kentucky 12,SB,29-7,14.6,111.9,97.3,68.2,-0.021,-0.85,1.69
Oklahoma 6,B12,23-12,14.47,109.5,95.1,63.1,0.077,9.45,-0.55
Saint Joseph's 11,A10,21-13,14.32,115.1,100.8,64,-0.069,5.81,1.34
Villanova 12,BE,22-13,14.21,109.2,95,68.1,0.037,9.14,-2.4
UNLV 8,MWC,27-8,13.71,110.2,96.5,63.9,0.081,3.1,-0.86
Illinois,B10,16-19,13.47,107.5,94,61,-0.119,9.61,3.4
Georgia Tech,ACC,15-17,13.1,114.5,101.4,68.6,-0.077,11.47,6.56
Missouri,B12,16-16,13.04,113.3,100.2,69.3,-0.105,8.57,-0.9
Kent St. 9,MAC,28-7,13.04,107.8,94.8,65.1,0.075,1.03,-0.11
Vanderbilt 4,SEC,26-8,12.65,112.3,99.6,68.2,0.11,5.2,-1.7
Temple 12,A10,21-13,12.37,112.8,100.4,63.6,-0.018,6.08,3.73
Utah,MWC,18-15,11.94,110.2,98.3,62.9,-0.111,5.24,2.23
South Alabama 10,SB,26-7,11.8,112.6,100.8,64.8,-0.002,-2.07,0.9
IUPUI,Sum,26-7,11.68,116.5,104.8,60.9,-0.019,-3,-1.34
Washington,P10,16-17,11.36,109.7,98.4,68.6,-0.07,9.1,-1.56
Houston,CUSA,24-10,11.28,114.2,102.9,69.1,-0.044,-0.9,-8.84
Wake Forest,ACC,17-13,10.82,107.7,96.9,68.8,-0.016,6.85,-4.68
Oral Roberts 13,Sum,24-9,10.27,104.7,94.5,63.6,0.032,-0.01,8.75
Kentucky 11,SEC,18-13,10.01,107.8,97.8,62.4,0.01,6.74,-3.13
Duquesne,A10,17-13,9.97,108.9,99,73.4,-0.086,1.74,-3
George Mason 12,CAA,23-11,9.68,110.7,101,61.6,-0.01,-0.57,2.28
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Miami OH,MAC,17-16,9.63,108.4,98.7,58,-0.038,6.42,13.46
Tulsa,CUSA,25-14,9.63,106.2,96.6,64.6,0.019,1.24,-8.17
Texas Tech,B12,16-15,9.6,107.7,98.1,67.6,0.014,9.4,0.33
Providence,BE,15-16,9.4,110.1,100.8,66.3,-0.025,9.2,0.87
Alabama,SEC,17-16,9.2,110.9,101.7,66.7,-0.055,5.7,-2.55
Bradley,MVC,21-17,9.05,111.8,102.7,68.5,-0.022,5.32,0.54
Cal St. Fullerton 14,BW,24-9,8.47,112.3,103.9,71.6,-0.01,-3.95,-3.01
Missouri St.,MVC,17-16,8.39,108.2,99.8,65.1,-0.063,4.86,1.6
Virginia,ACC,17-16,8.11,110.5,102.4,68.4,-0.024,6.21,-6.23
Georgia 14,SEC,17-17,8.08,104.3,96.2,64.7,-0.032,7.55,-4.1
Siena 13,MAAC,23-11,7.99,108.6,100.7,67.6,0.036,-1.41,3.69
Western Michigan,MAC,20-12,7.92,108.1,100.2,63.8,-0.023,0.6,3.78
Ohio,MAC,20-13,7.55,109.7,102.1,63.2,0.019,2.4,3.06
UCF,CUSA,16-15,7.11,109.1,102,64.1,-0.106,1.2,-0.15
Southern Miss,CUSA,19-14,6.98,108.3,101.3,63.3,-0.03,3.04,-1.58
UNC Greensboro,SC,19-12,6.96,108.1,101.2,64.6,0.014,0.04,3.59
New Mexico St.,WAC,21-14,6.85,108.1,101.3,69.7,-0.06,-2.2,4
Nevada,WAC,21-12,6.59,108.5,101.9,67.2,0.013,0.09,5.58
Cincinnati,BE,13-19,6.58,104.8,98.2,63.5,-0.006,9.65,1.57
Winthrop 13,BSth,22-12,6.38,99.5,93.1,61.6,0,-1.01,7.81
Boston College,ACC,14-17,6.37,108.9,102.6,64.2,-0.015,7.87,-4.02
South Carolina,SEC,14-18,6.1,109.1,103,64.7,-0.086,6.41,-2.69
Seton Hall,BE,17-15,6,110.5,104.5,69.2,0.04,5.69,-5.3
UTEP,CUSA,19-14,5.74,106.7,100.9,70.9,-0.013,1.46,-3.53
North Carolina St.,ACC,15-16,5.65,107.6,101.9,62.7,0.043,9.18,-1.93
South Florida,BE,19-Dec,5.41,107.4,102,63.4,-0.098,6.71,-0.93
Portland St. 16,BSky,23-10,5.4,108.6,103.2,66.3,0.062,-3.5,3.95
Illinois Chicago,Horz,18-15,5.34,104.8,99.5,65.7,-0.015,2.2,4.11
DePaul,BE,19-Nov,5.28,111.8,106.6,65.7,-0.031,9.36,1.3
LSU,SEC,13-18,5.2,104.9,99.7,65.6,-0.08,6.41,-1.03
Wright St.,Horz,21-10,5.04,104,98.9,59.7,0.064,0.47,0.07
Old Dominion,CAA,18-16,4.9,106.5,101.6,63,-0.034,0.83,5.29
Valparaiso,Horz,22-14,4.7,107.9,103.2,65.7,0.049,2.15,0.35
San Diego 13,WCC,22-14,4.64,101.6,97,63,0.045,1.43,2.61
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Northern Iowa,MVC,18-14,4.62,105.9,101.3,59.2,0.041,3.86,-3.31
Rider,MAAC,23-11,4.62,108.2,103.6,68.7,0.01,-3.33,-3.96
Cornell 14,Ivy,22-6,4.41,110.1,105.7,67.9,0.086,-6.93,-3.59
Iowa St.,B12,14-18,4.38,101.7,97.4,64.1,-0.015,8.14,-4.74
Colorado,B12,20-Dec,4.29,104.7,100.4,60.9,-0.066,8.94,-2.23
Boise St. 14,WAC,25-9,3.89,108.7,104.8,70.7,0.085,-2.64,-3.36
UMBC 15,AE,24-9,3.86,113.2,109.3,63.7,0.057,-4.31,2.68
Georgia Southern,SC,20-12,3.82,106,102.2,69,0.019,-0.34,3.83
Belmont 15,ASun,25-9,3.53,109.7,106.2,68.6,0.075,-5.21,0.51
Penn St.,B10,15-16,3.48,107.7,104.2,63.5,0.03,6.66,-4.8
Cal St. Northridge,BW,20-10,3.43,102.2,98.7,72.2,0.023,-3.53,-1.94
Indiana St.,MVC,15-16,3.2,105.9,102.7,64.3,0.041,6.27,2.21
North Texas,SB,20-11,3.11,105.9,102.8,68,-0.024,-3.74,-1.79
Brown,Ivy,19-10,3.07,108.9,105.8,61.1,0.042,-4.49,0.79
Niagara,MAAC,19-10,2.92,106.7,103.7,69.9,0.025,-2.32,0.21
North Dakota St.,Sum,16-13,2.88,107,104.1,67,-0.065,-2.23,1.44
Michigan,B10,22-Oct,2.7,104.4,101.7,64.1,-0.037,9.46,4.56
Sam Houston St.,Slnd,23-8,2.7,96.5,93.8,67.6,0.022,-5.37,-2.6
Marshall,CUSA,16-14,2.56,106.2,103.6,62.9,-0.007,1.62,-1.85
St. John's,BE,19-Nov,2.44,98.6,96.2,63.9,-0.011,8.27,-1.57
Appalachian St.,SC,18-13,2.41,105.8,103.4,65.3,0.003,-0.75,1.15
Oakland,Sum,17-14,2.39,111.7,109.3,67.1,-0.016,-0.33,6.76
Pacific,BW,21-10,2.36,107.1,104.7,63.7,0.046,-4.38,-3.77
Green Bay,Horz,15-15,2.02,107.1,105.1,65.4,0.019,2.27,2.54
Iowa,B10,13-19,2.01,98.8,96.8,58.8,-0.023,4.88,-7.2
La Salle,A10,15-17,1.93,107.4,105.5,68.9,-0.004,3.33,-2.17
Marist,MAAC,18-14,1.92,106.3,104.4,63.3,0.018,-0.41,4
Auburn,SEC,14-16,1.92,109.8,107.8,65.1,0.008,3.75,-8.97
American 15,Pat,21-12,1.67,107.9,106.3,60.4,0.045,-4.23,-2.17
Richmond,A10,16-15,1.48,101.4,99.9,61.5,0.103,3.46,-2.06
Northern Arizona,BSky,21-11,1.43,105.6,104.2,66.2,0.048,-4.7,-0.79
Northeastern,CAA,14-17,1.42,103.2,101.7,61.4,-0.043,0.95,7.7
Wichita St.,MVC,20-Nov,1.41,104.3,102.8,60.5,-0.07,3.82,-2.09
Santa Clara,WCC,15-16,1.34,100.9,99.6,59.7,-0.065,-0.53,0.59
Air Force,MWC,16-14,1.18,100.9,99.7,56.3,-0.007,0.17,-10.09
Saint Louis,A10,16-15,0.95,100.9,100,58.4,0.067,4.19,-1.53
Chattanooga,SC,18-13,0.89,102.4,101.5,72,0.049,0.07,5.82
Fordham,A10,17-Dec,0.69,103.2,102.5,61.8,-0.029,5.01,-1.06
Lamar,Slnd,19-11,0.56,108.1,107.6,69.9,-0.003,-4.57,1.45
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
UC Irvine,BW,18-16,0.48,104.2,103.8,62.8,-0.028,-2.21,0.57
UNC Wilmington,CAA,20-13,0.35,108.2,107.9,66.5,0.06,-2.79,-5.62
Loyola MD,MAAC,19-14,0.08,108.1,108,64.7,0.052,-3.03,-3.35
Tulane,CUSA,17-15,-0.13,102.1,102.2,63.5,0.074,1.68,-1.87
Middle Tennessee,SB,17-15,-0.16,104.9,105.1,62.1,0.065,-0.54,3.67
College of Charleston,SC,16-17,-0.21,106.7,106.9,65.8,-0.024,-1.06,3.37
Milwaukee,Horz,14-16,-0.26,100.7,100.9,67,0.035,2.19,4.1
Austin Peay 15,OVC,24-11,-0.3,104.6,104.9,65.5,0.086,-6.35,5.19
Holy Cross,Pat,15-14,-1.03,101.3,102.3,59.6,-0.014,-2.88,-0.82
George Washington,A10,17-Sep,-1.1,100.9,102,63.4,-0.057,5.51,-0.23
Mount St. Mary's 16,NEC,19-15,-1.32,99.3,100.6,66.1,0.014,-5.35,-0.05
East Tennessee St.,ASun,19-13,-1.38,103.9,105.3,71.3,0.066,-3.07,3.82
Vermont,AE,16-15,-1.73,101,102.7,68.8,-0.055,-5.82,-3.43
Albany,AE,15-15,-1.82,103.1,104.9,63.4,-0.063,-5.85,-2.33
TCU,MWC,14-16,-1.87,100.7,102.5,66.7,-0.018,0.09,-13.31
Central Michigan,MAC,14-17,-2.06,103.1,105.2,67.9,0.082,2.54,7.64
New Orleans,SB,19-13,-2.07,104.7,106.7,68.2,0.048,-3.36,-5.63
UT Arlington 16,Slnd,21-12,-2.31,101.3,103.6,68.6,0.045,-4.81,-5.9
Buffalo,MAC,20-Oct,-2.46,100.6,103.1,71.2,-0.104,0.96,-2.09
Eastern Michigan,MAC,14-17,-2.48,104.7,107.2,62.4,0,-1.21,-1.79
Rutgers,BE,20-Nov,-2.52,96.2,98.8,64.6,0.022,5.88,-8.11
Elon,SC,14-19,-2.63,98,100.6,61.8,0.001,0.21,4.35
Lafayette,Pat,15-15,-2.64,106.5,109.2,68.6,-0.036,-4.88,-4.96
Weber St.,BSky,16-14,-2.72,99.6,102.4,63.9,0.012,-5.06,0.04
High Point,BSth,17-14,-2.76,103.3,106,61.9,-0.077,-6.36,-2.78
Gardner Webb,ASun,16-16,-2.97,103.6,106.6,70.1,-0.037,-5.49,1.9
William & Mary,CAA,17-16,-2.99,100.3,103.3,61.4,0.053,-1.04,-2.13
Fresno St.,WAC,13-19,-3.02,98.8,101.8,66.6,-0.096,-2.72,-2.46
Northwestern,B10,22-Aug,-3.2,105.3,108.5,61,-0.059,8.25,-3.39
Colgate,Pat,18-14,-3.2,98.1,101.3,63.9,0.038,-5.71,-6.27
Arkansas Little Rock,SB,20-11,-3.28,95,98.3,64.7,0.092,-5.46,-9.11
Wyoming,MWC,18-Dec,-3.32,100.8,104.1,68.6,-0.018,2.35,-2.74
Louisiana Lafayette,SB,15-15,-3.42,97.6,101,63.5,0.035,-2.34,2.16
Montana,BSky,14-16,-3.52,106.9,110.4,62.2,-0.08,-3.97,2.41
Lipscomb,ASun,15-16,-3.59,101.3,104.9,66.2,-0.077,-6.32,-2.59
IPFW,Sum,13-18,-3.85,100.5,104.4,65.6,-0.006,1.56,13.11
Loyola Chicago,Horz,19-Dec,-3.88,100.1,104,60.3,0.037,2.28,1.49
Navy,Pat,16-14,-3.92,101.5,105.4,73.3,-0.069,-8.48,-11.64
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Central Connecticut,NEC,14-16,-3.96,104.3,108.3,62.5,-0.07,-6.62,-3.13
Murray St.,OVC,18-13,-3.97,104.3,108.3,63.8,-0.023,-8.8,4.03
Wofford,SC,16-16,-4.05,106.7,110.8,61.2,0.034,1.17,11.09
Bowling Green,MAC,13-17,-4.3,100.5,104.8,63.7,0.05,0.84,-0.86
Liberty,BSth,16-16,-4.55,103.6,108.2,62.3,-0.063,-6.02,-3.33
Delaware,CAA,14-17,-4.57,97.7,102.3,64.9,0.056,-0.86,1.63
Southeastern Louisiana,Slnd,17-13,-4.59,95.9,100.5,64.1,0.002,-4.98,-0.17
Sacred Heart,NEC,18-14,-4.74,101.7,106.4,67.9,0.043,-6.52,-2.31
Fairfield,MAAC,14-16,-4.97,105.2,110.1,60.5,0.073,-1.15,2.24
Jacksonville,ASun,18-13,-5.02,102.1,107.1,66.1,0.089,-5.98,5.48
Hampton,MEAC,18-12,-5.15,94.4,99.6,66.5,0.012,-9.14,2.03
LIU Brooklyn,NEC,15-15,-5.17,100.6,105.8,69.4,-0.024,-7.44,-6.9
Hofstra,CAA,18-Dec,-5.17,97.9,103,67.2,-0.001,-2.29,-1.97
Utah Valley St.,ind,15-14,-5.22,105,110.2,60.6,-0.045,-6.71,-0.53
James Madison,CAA,13-17,-5.33,103.9,109.3,68.6,-0.029,-3.45,-8.35
Evansville,MVC,21-Sep,-5.47,98.8,104.3,62.8,-0.044,3.48,-7.24
St. Bonaventure,A10,22-Aug,-5.58,104.7,110.2,64.8,-0.058,2.25,-3.98
Iona,MAAC,20-Dec,-5.7,95.2,100.9,66.3,-0.026,-2.49,-0.45
Southern Utah,Sum,19-Nov,-5.82,102.2,108,64.7,0.027,-1.39,1.64
Toledo,MAC,19-Nov,-5.85,94.1,99.9,64.3,0.084,3.89,7.92
Youngstown St.,Horz,21-Sep,-5.88,97.9,103.8,67.2,0.013,3.76,5.45
Florida Atlantic,SB,15-18,-5.88,102.7,108.6,68.6,0.029,-4.02,-5.96
Binghamton,AE,14-16,-5.89,100,105.9,62.3,-0.018,-5.84,-3.08
East Carolina,CUSA,19-Nov,-6.08,103.8,109.9,65.2,-0.036,1.09,-3.11
Boston University,AE,14-17,-6.08,97.2,103.3,63.1,0.01,-4.37,0.53
Pepperdine,WCC,21-Nov,-6.39,99.9,106.3,72.7,-0.008,1.33,3.35
Wagner,NEC,23-8,-6.44,97.1,103.6,67.4,0.226,-8.81,-7.79
Tennessee St.,OVC,15-17,-6.76,104.1,110.8,68.6,-0.019,-6.32,10.98
Montana St.,BSky,15-15,-6.95,104.8,111.8,66.4,0.015,-4.18,-0.33
Hawaii,WAC,19-Nov,-7.02,102.2,109.2,66.8,-0.054,-3.48,-4.96
Yale,Ivy,13-15,-7.15,99.9,107.1,65.4,0.019,-4.77,1.17
Denver,SB,19-Nov,-7.16,98.4,105.5,55.2,-0.042,-1.93,-0.58
Ball St.,MAC,24-Jun,-7.21,95.7,102.9,61.1,-0.048,1.36,4.12
Northern Colorado,BSky,13-16,-7.22,100,107.3,67.7,-0.011,-4.78,-1.42
McNeese St.,Slnd,13-16,-7.26,96.6,103.8,65.2,0.004,-2.46,4.78
Quinnipiac,NEC,15-15,-7.37,104.8,112.2,66.6,0.025,-7.16,-5.23
Manhattan,MAAC,19-Dec,-7.41,101.8,109.3,66,-0.061,-4.72,-8.85
Troy,SB,19-Dec,-7.42,104.5,111.9,70.2,-0.03,-1.83,-3.63
Towson,CAA,13-18,-7.45,99.2,106.7,65.5,0.039,-2.97,-4.45
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Bucknell,Pat,19-Dec,-7.46,95.8,103.3,62.2,0.048,-2.53,-1.12
Nicholls St.,Slnd,21-Oct,-7.52,94.9,102.4,64.8,-0.045,-0.72,7.3
Western Carolina,SC,21-Oct,-7.58,98.6,106.1,63.3,-0.04,-0.5,1.44
Texas Pan American,ind,18-13,-7.73,105.5,113.2,62.6,-0.005,-9.72,-4.81
Hartford,AE,18-16,-7.73,102.4,110.1,66.5,0.116,-5.23,-2.54
Oregon St.,P10,25-Jun,-7.91,95.3,103.3,65.1,-0.051,7.87,-11.14
Tennessee Martin,OVC,17-16,-8.1,106.1,114.2,68.1,0.026,-7.99,4.93
Eastern Washington,BSky,19-Nov,-8.11,96.3,104.4,64,-0.032,-2.47,5.02
Tennessee Tech,OVC,13-19,-8.17,99.9,108.1,69.9,-0.086,-7.2,3.02
Lehigh,Pat,14-15,-8.26,96.6,104.8,64.2,0.025,-6.99,-9.38
Detroit,Horz,23-Jul,-8.32,100.7,109,60.3,-0.061,1.91,-0.65
Georgia St.,CAA,21-Sep,-8.47,98.3,106.8,62.2,-0.016,-2.8,-5.32
Northwestern St.,Slnd,15-18,-8.6,98.5,107.1,72.6,0.09,-2.35,4.81
San Francisco,WCC,21-Oct,-8.63,99.1,107.7,65.9,-0.042,-0.72,0.65
VMI,BSth,14-15,-8.65,105.4,114.1,77.7,-0.04,-7.36,-8.07
Western Illinois,Sum,18-Dec,-8.66,98.4,107.1,66.1,0.006,-1.58,-0.08
Drexel,CAA,20-Dec,-8.68,90.8,99.4,64.4,0.015,-2.48,-2.45
UMKC,Sum,21-Nov,-8.72,100,108.7,65.9,0.011,-0.81,0.84
San Jose St.,WAC,13-19,-8.83,97.9,106.7,66.7,0.065,-2.39,-1.27
FIU,SB,20-Sep,-8.94,93,102,66.3,-0.041,-1.33,-0.94
Texas St.,Slnd,13-16,-9.08,100.9,110,78,0.015,-6.26,-8.65
Columbia,Ivy,14-15,-9.2,97.3,106.5,61.9,0.028,-6.83,-4.72
Chicago St.,ind,17-Nov,-9.36,102.3,111.6,70.9,0.028,2.04,6.87
Army,Pat,14-16,-9.47,89.3,98.8,62.9,0.073,-6.08,-9.38
Colorado St.,MWC,25-Jul,-9.76,101.8,111.6,63.6,-0.043,4.67,0.88
Northern Illinois,MAC,22-Jun,-9.81,96.9,106.7,69.4,-0.015,1.59,4.06
Cal Poly,BW,18-Dec,-9.83,95.1,105,65.2,0.057,-1.16,3.36
Portland,WCC,22-Sep,-9.88,98.9,108.8,62.6,-0.046,-1.27,-1.45
Louisiana Monroe,SB,21-Oct,-10.02,102.1,112.1,65.1,-0.031,1.14,10.35
Arkansas St.,SB,20-Oct,-10.29,104.9,115.2,64.1,-0.022,-2.61,-2.6
Stetson,ASun,16-16,-10.29,93.7,104,64.5,0.069,-8.05,-3.53
Texas A&M Corpus Chris,Slnd,20-Sep,-10.42,96.7,107.1,63.6,0.02,-2.54,0.98
Centenary,Sum,21-Oct,-10.57,99.9,110.5,67.4,0.014,-0.28,1.53
South Dakota St.,Sum,21-Aug,-10.66,99,109.6,64.5,-0.066,-3.37,-5.7
Delaware St.,MEAC,14-16,-11.16,101.3,112.5,55.5,0.039,-6.23,12.36
New Hampshire,AE,20-Sep,-11.35,97.2,108.5,65.1,-0.05,-6.18,-4.43
Saint Peter's,MAAC,24-Jun,-11.42,94.8,106.2,67.1,-0.05,-3.37,-4.8
Eastern Kentucky,OVC,14-16,-11.48,97.6,109.1,60,0.026,-7.78,2.47
Central Arkansas,Slnd,14-16,-11.66,94.2,105.8,65.1,0.028,-6.19,-6.95
Harvard,Ivy,22-Aug,-11.73,99.7,111.5,67,-0.095,-4.91,-1.9
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Mercer,ASun,19-Nov,-11.85,97.6,109.5,70.9,-0.046,-8.2,-3.75
UTSA,Slnd,13-17,-11.88,94.6,106.5,63.4,0.063,-2.28,2.44
SMU,CUSA,20-Oct,-12.04,95,107,64.5,0.054,-0.07,-10.17
USC Upstate,ASun,23-Jul,-12.15,93.7,105.8,63.4,-0.062,-1.21,8.17
Savannah St.,ind,13-18,-12.29,88.1,100.4,66.3,0.05,-3.29,-0.55
Coastal Carolina,BSth,13-15,-12.35,99.1,111.5,63.7,0.097,-5.01,-2.71
Morehead St.,OVC,15-15,-12.64,95.3,107.9,62.6,0.093,-7.16,8.74
Campbell,ASun,20-Oct,-12.69,96.1,108.8,68.5,-0.051,-7.61,-8.83
Penn,Ivy,13-18,-12.72,96.1,108.8,68.4,0.078,-5.54,-2.73
Norfolk St.,MEAC,16-15,-13.04,97,110,68.7,0.057,-12.79,-7.47
Furman,SC,23-Jul,-13.31,95.3,108.6,64,0.006,-0.4,0.05
Idaho,WAC,21-Aug,-13.4,96.3,109.7,64.2,-0.004,-1.81,-2.76
Presbyterian,ind,25-May,-13.62,97.6,111.2,58.5,-0.056,6.2,6.2
UC Riverside,BW,21-Sep,-13.65,93.7,107.3,61.8,0.023,-1.52,1.41
Idaho St.,BSky,19-Dec,-14.07,95.8,109.9,60,0.092,-1.07,7.47
St. Francis NY,NEC,22-Jul,-14.19,92.8,107,67.4,-0.017,-6.3,-4.27
Radford,BSth,20-Oct,-14.36,95.9,110.2,68.2,0.026,-2.97,0.29
Coppin St. 16,MEAC,16-21,-14.41,92.4,106.8,62.9,0.065,-7.38,7.87
Samford,OVC,14-16,-14.41,96.9,111.4,54.6,0.083,-7.81,2.17
Stony Brook,AE,23-Jul,-14.6,92.5,107.1,62.4,-0.076,-6.84,-6.73
Florida A&M,MEAC,15-17,-14.71,94.3,109,65.6,0.075,-9.96,5.87
Rice,CUSA,27-Mar,-14.74,86.7,101.5,65.2,-0.002,3.3,2.34
Fairleigh Dickinson,NEC,20-Aug,-14.81,99.9,114.7,67.6,-0.001,-4.79,2.38
Long Beach St.,BW,25-Jun,-14.88,96.3,111.2,62.9,-0.082,-3.03,-3.44
Canisius,MAAC,25-Jun,-15.08,95,110.1,64,-0.065,-1.98,-2.19
Mississippi Valley St. 16,SWAC,17-16,-15.21,91.9,107.1,63,0.115,-11,13.04
Florida Gulf Coast,ASun,21-Oct,-15.29,94.5,109.8,67.5,0.035,-5.51,1.68
North Carolina A&T,MEAC,15-16,-15.38,96.1,111.5,67.3,0.091,-7.58,12.9
Monmouth,NEC,24-Jul,-15.45,93,108.5,60.3,-0.023,-5.08,-1.98
Southeast Missouri St.,OVC,19-Dec,-15.56,96.1,111.7,74.4,0.04,-8.03,1.23
Kennesaw St.,ASun,20-Oct,-15.6,94.4,110,68.2,0,-8.52,-5.41
Princeton,Ivy,23-Jun,-15.68,93.2,108.9,58.8,-0.039,-4.37,-0.39
Dartmouth,Ivy,18-Oct,-15.91,92.4,108.3,64.6,0,-7.02,-6.17
Southern,SWAC,19-Nov,-16.09,90,106.1,63.3,-0.026,-11.33,7.97
Jackson St.,SWAC,14-20,-16.17,93,109.2,70,0.04,-11.87,2.2
Charleston Southern,BSth,20-Oct,-16.55,99.1,115.6,68.3,0.004,-4.82,-3.55
South Carolina St.,MEAC,13-20,-16.61,95.5,112.1,70.3,0.057,-10.71,-5.12
Alabama A&M,SWAC,14-15,-16.72,89.4,106.2,68.2,0.012,-14.24,4.87
St. Francis PA,NEC,23-Jun,-17.22,97.1,114.3,60.9,-0.036,-5.57,-0.69
Cal St. Bakersfield,ind,21-Aug,-17.31,96.7,114,65.2,-0.004,-5.85,-5.61
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
UC Davis,BW,22-Sep,-17.65,97.9,115.6,62.9,0.012,-2.92,-3.36
Maine,AE,23-Jul,-17.82,92.6,110.4,66.3,-0.034,-5.33,-2.59
Winston Salem St.,ind,18-Dec,-18.2,89.7,107.9,65.6,0.009,-10.92,-10.32
Bethune Cookman,MEAC,21-Nov,-18.4,92.1,110.5,57.8,-0.01,-12,-6.51
Eastern Illinois,OVC,22-Jul,-18.41,95.7,114.1,61.6,-0.024,-8.81,-3.89
Jacksonville St.,OVC,22-Jul,-18.47,97.4,115.8,67.3,-0.081,-10.53,-10.29
Longwood,ind,22-Sep,-18.61,97.9,116.5,66.5,-0.009,-4.68,-1.94
Louisiana Tech,WAC,24-Jun,-19.1,93.3,112.4,63.2,-0.003,-4.94,-9.31
Arkansas Pine Bluff,SWAC,13-18,-19.61,87.7,107.3,62.7,0.025,-13.22,2.98
The Citadel,SC,24-Jun,-20.95,94.9,115.9,62.1,-0.023,0.82,4.11
Prairie View A&M,SWAC,22-Aug,-21.82,89.8,111.6,69.4,-0.014,-10.71,7.8
