Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Winthrop 16,BSth,17-12,-5.31,97.3,102.6,65.9,0.038,-10.73,-0.98
Northern Arizona,BSky,14-Dec,-5.36,96.3,101.7,67.3,0.026,-3.68,-0.77
Hofstra,CAA,20-Dec,-5.44,94.8,100.3,70.8,0.027,-0.06,2.51
William & Mary,CAA,19-Sep,-5.62,96.6,102.2,65.4,-0.029,0.44,4.55
Colgate,Pat,15-11,-5.62,101.8,107.4,66.9,0.043,-8.56,-6.21
Howard,MEAC,18-13,-5.68,101.8,107.5,70,0.03,-10.16,-3.21
Duquesne,A10,19-Sep,-5.85,99.3,105.1,66.5,0.001,4.83,2.78
Saint Mary's,WCC,20-Aug,-5.85,91.3,97.1,65.2,-0.043,1.09,1.02
Akron,MAC,21-Sep,-5.94,105.2,111.2,65.6,-0.026,1.27,-1.37
Indiana St.,MVC,22-Jun,-6.13,98.4,104.5,64.1,-0.042,2.2,5.52
Appalachian St.,SC,18-Aug,-6.25,102.1,108.3,72.6,-0.006,0.93,2.6
Southwest Texas St.,Slnd,16-Nov,-6.26,100.2,106.5,70.5,-0.038,-4.56,4.68
Monmouth,NEC,18-12,-6.33,96.6,103,65.7,0.097,-8.73,6.88
Western Carolina,SC,16-Aug,-6.37,100,106.4,71.6,-0.005,-1.52,-4.35
Eastern Illinois,OVC,16-Dec,-6.39,102.2,108.6,70.6,0.056,-1.26,5.34
FIU,SB,20-Sep,-6.56,96.4,103,64.4,-0.011,-0.59,-3.02
Harvard,Ivy,14-12,-6.73,94.4,101.1,67.5,0.057,-7.11,-9.57
Tennessee St.,OVC,17-Sep,-6.77,103.2,110,72.7,-0.034,-2.01,4.11
Rhode Island,A10,20-Aug,-6.8,97.6,104.4,64.7,0.061,5.03,3.63
Lafayette,Pat,14-14,-6.83,102.7,109.6,70.3,0.009,-7.05,-3.06
Columbia,Ivy,16-Oct,-6.93,91.2,98.1,59.3,-0.035,-3.96,-2.57
Northwestern St.,Slnd,18-Dec,-7.13,100.5,107.6,70.6,-0.006,-3.63,5.5
VMI,SC,18-Jul,-7.23,99.3,106.5,77.7,0.015,2.14,8.63
Delaware St.,MEAC,15-13,-7.34,99.6,106.9,62.8,0.01,-9.99,-2.5
UMBC,NEC,20-9,-7.37,96.1,103.4,70.6,0.062,-12.91,-5.92
Wofford,SC,18-Jul,-7.7,94.1,101.8,67.3,0.015,2.75,8.52
Jacksonville St.,ASun,13-16,-7.92,101.5,109.4,66.2,-0.027,-7.24,-17.63
Tennessee Martin,OVC,14-Nov,-7.93,99.4,107.3,71.3,0.077,-2.88,2.49
Lamar,Slnd,15-14,-8.02,98.4,106.4,69.6,0.063,-6.68,-4.35
Texas A&M Corpus Chris,ind,15-Oct,-8.08,101.3,109.3,73.5,-0.009,-5,-0.84
Portland St.,BSky,16-Nov,-8.1,104.6,112.7,69.1,0.083,-0.79,4.81
UT Arlington,Slnd,15-Nov,-8.37,102.2,110.6,72.1,0.007,-4.92,3.65
San Jose St.,WAC,20-Sep,-8.43,98.7,107.1,63.2,0.05,2.4,-4.3
Alcorn St. 16,SWAC,20-10,-8.71,100.1,108.8,73,0.097,-14.53,2.6
UC Riverside,BW,18-Jul,-8.86,99,107.9,67.3,-0.02,0.71,4.39
St. Francis NY,NEC,18-11,-8.96,100.4,109.4,73.6,0.031,-13.23,-7.89
South Alabama,SB,21-May,-9,96,105,66.8,-0.117,-0.08,0.65
Denver,SB,20-Jul,-9.06,99,108.1,66,-0.085,-1.06,-4.22
Canisius,MAAC,20-Oct,-9.09,96.5,105.6,66.2,-0.058,-4.75,-1.46
Portland,WCC,24-Jun,-9.16,97.3,106.4,73.1,-0.027,0.26,-1.86
Quinnipiac,NEC,14-16,-9.27,100.8,110.1,74.5,-0.045,-11.13,-5.05
Western Illinois,MCon,16-Oct,-9.31,102.5,111.8,68.7,0.015,-4.25,-8.54
Stephen F. Austin,Slnd,15-Dec,-9.4,93.9,103.3,63.1,0.015,-6.55,-3.1
Alabama A&M,SWAC,17-10,-9.53,92.2,101.7,79,0.002,-18.64,-15.03
UNC Asheville,BSth,14-Dec,-9.7,98.9,108.6,68.5,0.051,-7.14,4.52
Loyola Marymount,WCC,20-Aug,-9.86,99.1,109,68.8,0.014,-0.21,-3.25
Evansville,MVC,21-Jul,-9.89,98,107.9,69.2,0.004,0.88,0.17
South Carolina St.,MEAC,14-15,-10.49,96.2,106.7,68.1,0.109,-7,6.43
Idaho St.,BSky,17-Aug,-10.74,96.6,107.3,69,0.015,-4.08,-3.26
Stetson,ASun,16-Sep,-11.01,98.1,109.1,72.3,0.055,-3.42,8.97
Bucknell,Pat,13-16,-11.27,94.5,105.8,65.5,0.06,-7.64,-5.12
Navy,Pat,20-Sep,-11.52,94.1,105.6,70.8,-0.089,-6.3,-3.27
North Carolina A&T,MEAC,17-Oct,-11.86,92.8,104.7,70.4,0.024,-7.02,7
Alabama St.,SWAC,18-12,-12.62,90.1,102.7,63.1,0.081,-14.95,-5.12
Southeast Missouri St.,OVC,22-Apr,-12.66,101.4,114,67.4,-0.117,-2.79,-0.89
Hartford,AE,14-18,-12.84,91.9,104.7,65.5,0.05,-8.88,-2.44
Towson,CAA,18-Nov,-12.9,90.4,103.3,66.7,0.113,-2.34,-5.99
Sacramento St.,BSky,19-Jul,-13.03,96.6,109.6,73.3,-0.076,-6.94,-10.2
Idaho,BW,19-Aug,-13.4,92.3,105.7,59.3,0.062,-1.26,-4.42
Charleston Southern,BSth,17-Oct,-13.46,90.7,104.2,67.3,0.016,-6.83,7.77
Northeastern,AE,21-Jul,-13.5,98.1,111.6,72.3,-0.129,-9.17,-3.23
Florida A&M,MEAC,19-Sep,-13.5,93.8,107.3,69.4,-0.019,-6.8,11.52
Elon,BSth,16-Nov,-13.55,91.1,104.7,72.1,0.048,-8.35,5.87
Mississippi Valley St.,SWAC,16-Nov,-13.67,101.1,114.8,69.4,-0.041,-12.87,2.61
Maine,AE,18-Dec,-13.91,94.2,108.1,63.1,0.007,-10.39,-7.2
Cal St. Fullerton,BW,22-Apr,-14.32,94.8,109.1,65.6,-0.056,-0.45,-1.26
Bethune Cookman,MEAC,17-Dec,-14.58,94.8,109.4,69.3,0.038,-10.27,-1.43
Youngstown St.,Horz,23-Apr,-14.67,95.7,110.3,67.5,-0.003,0.89,-2.58
New Hampshire,AE,17-Oct,-14.87,96.9,111.8,70.5,0.017,-9.7,-0.1
Norfolk St.,MEAC,19-Oct,-15.02,93.7,108.7,70.5,0.063,-6.29,8.68
Army,Pat,16-Oct,-15.11,95.4,110.5,68,0.047,-8.92,-8.66
Robert Morris,NEC,18-Dec,-15.17,99.3,114.5,65.8,0.026,-10.3,1.21
IPFW,ind,21-Mar,-15.26,97,112.3,74.1,-0.033,-0.37,0.58
Binghamton,AE,19-Sep,-15.37,92.7,108.1,67.2,-0.059,-10.68,-6.96
Jackson St.,SWAC,19-Sep,-15.44,96.9,112.4,69.8,-0.05,-11.11,6.96
Mercer,ASun,23-May,-15.61,96.2,111.8,68.5,-0.028,-1.29,9.82
Eastern Kentucky,OVC,20-Apr,-15.71,93.4,109.1,70.2,0.011,-2.46,2.94
Maryland Eastern Shore,MEAC,18-Nov,-16.02,98.8,114.9,64.3,0.043,-8.5,2.1
Birmingham Southern,BSth,14-Nov,-16.2,94.4,110.6,62.4,0.029,-12.54,-8.19
Lehigh,Pat,23-Apr,-16.21,93.1,109.3,70.2,-0.113,-6.98,-5.15
Sacred Heart,NEC,20-Aug,-16.6,96.3,112.9,71.7,-0.074,-10.98,-3.55
Southeastern Louisiana,Slnd,20-Jun,-16.65,89.3,105.9,60.5,-0.005,-6.09,-2.68
Campbell,ASun,19-Jul,-16.73,100.9,117.6,68.4,0.053,-4.25,-1.82
High Point,BSth,19-Sep,-17.03,96.7,113.7,67.1,0.017,-9.04,1.06
Cornell,Ivy,22-Apr,-17.45,89.2,106.6,65.1,-0.03,-2.44,-0.98
Dartmouth,Ivy,18-Aug,-17.66,100.2,117.8,62.5,0.037,-6.32,-9.51
St. Francis PA,NEC,21-Jun,-17.99,89.4,107.3,65.3,-0.073,-9.16,5.01
Coastal Carolina,BSth,20-Aug,-18.19,95.9,114.1,72.2,0.029,-8.04,1.55
Eastern Michigan,MAC,24-May,-18.22,97.1,115.3,67.7,0.016,0.02,-4.22
Saint Peter's,MAAC,24-Apr,-18.57,93,111.6,71.2,0.008,-2.42,-0.28
Grambling St.,SWAC,19-Aug,-18.91,97.3,116.2,74,0.006,-10.16,13.81
Lipscomb,ind,21-Apr,-19.34,93.6,112.9,69.2,0.01,-5.02,-0.21
