Season,TeamName,eFG_Pct,RankeFG_Pct,TO_Pct,RankTO_Pct,OR_Pct,RankOR_Pct,FT_Rate,RankFT_Rate
2008,"Air Force",48.5932,110,22.2671,97,30.5035,75,35.3612,146
2008,Akron,49.8599,168,24.6965,14,34.6636,249,36.8628,177
2008,Alabama,50.1816,182,20.17,205,32.3308,141,33.9388,118
2008,"Alabama A&M",47.3739,61,25.4227,9,35.9307,291,40.5462,252
2008,"Alabama St.",46.2276,29,17.422,323,30.0245,54,38.4271,205
2008,Albany,49.3926,145,18.7905,283,25.5905,2,40.9846,263
2008,"Alcorn St.",54.9287,326,19.4843,250,33.4603,200,46.3732,323
2008,American,47.7576,73,19.2314,264,30.2533,66,39.0303,216
2008,"Appalachian St.",47.7772,74,18.2209,304,33.5294,206,31.1199,65
2008,Arizona,48.7366,114,18.4684,293,33.0783,173,30.4301,52
2008,"Arizona St.",48.4018,99,21.4378,145,32.1704,133,32.0776,83
2008,Arkansas,48.424,100,20.688,176,31.9053,121,35.5872,153
2008,"Arkansas Little Rock",46.4942,38,23.0112,61,29.0918,32,44.9966,316
2008,"Arkansas Pine Bluff",46.0282,27,18.4742,291,31.0845,89,39.0775,219
2008,"Arkansas St.",56.9246,337,21.5388,138,35.9384,292,39.8506,239
2008,Army,48.8292,118,26.6128,4,32.6064,154,43.3196,302
2008,Auburn,55.7715,334,22.1488,103,33.3676,195,28.0502,28
2008,"Austin Peay",54.094,319,24.0053,34,33.2735,186,32.6466,90
2008,"Ball St.",51.9667,261,22.1774,99,31.5182,107,33.6,112
2008,Baylor,48.2869,96,19.1279,271,32.2677,138,39.454,229
2008,Belmont,51.8947,257,21.9779,110,31.1207,90,35.6316,154
2008,"Bethune Cookman",49.1997,133,23.2059,56,38.4787,330,38.8309,214
2008,Binghamton,50.353,195,21.9676,111,34.928,258,39.9872,242
2008,"Boise St.",50.3215,193,19.4532,251,29.9213,50,33.5806,110
2008,"Boston College",49.5519,154,17.7061,317,35.6479,284,28.7823,37
2008,"Boston University",50.1939,184,22.3801,89,32.8024,159,42.0168,280
2008,"Bowling Green",46.7062,41,18.4712,292,35.9835,293,38.0415,199
2008,Bradley,50.9882,218,21.2271,153,33.8977,224,37.8353,192
2008,Brown,51.2524,235,19.9651,215,30.3906,70,25.8831,12
2008,Bucknell,48.0864,85,21.3179,150,33.398,199,40.6173,253
2008,Buffalo,50.1559,180,22.1749,100,33.7476,213,49.6259,334
2008,Butler,48.0427,83,22.6703,72,32.1567,132,32.5623,88
2008,BYU,43.4152,5,19.3094,258,26.9288,3,31.0074,61
2008,"Cal Poly",51.8459,254,21.2637,151,30.8707,84,37.9534,197
2008,"Cal St. Bakersfield",55.1703,327,20.7743,174,35.2754,267,31.7518,74
2008,"Cal St. Fullerton",52.6517,283,23.3659,50,31.4571,103,32.8595,94
2008,"Cal St. Northridge",47.8438,77,24.3376,24,31.9477,125,51.0625,335
2008,California,51.8603,255,17.0665,331,31.7534,115,33.1295,98
2008,Campbell,52.8165,286,21.9141,116,32.8193,160,41.1872,266
2008,Canisius,50.1699,181,17.9972,309,37.0655,313,40.7135,258
2008,Centenary,53.6756,310,21.842,120,36.4641,303,46.6586,326
2008,"Central Arkansas",48.1132,87,20.2049,203,33.1432,179,39.2183,222
2008,"Central Connecticut",51.431,239,20.0961,208,33.6534,210,22.324,2
2008,"Central Michigan",51.4384,240,24.4353,22,36.1702,298,60.548,341
2008,"Charleston Southern",54.5282,323,17.2556,328,34.0824,230,35.7821,155
2008,Charlotte,49.0028,122,23.8697,38,32.6687,155,41.0526,265
2008,Chattanooga,49.9717,171,19.8841,222,29.0786,31,29.3484,43
2008,"Chicago St.",53.1929,300,20.5321,186,38.487,331,36.5372,170
2008,Cincinnati,49.2211,134,18.0532,307,30.2026,64,46.1354,321
2008,Clemson,48.0628,84,24.2671,27,35.4909,276,33.822,116
2008,"Cleveland St.",47.7356,71,21.5844,136,31.6892,112,43.2681,300
2008,"Coastal Carolina",52.394,273,17.6756,318,33.5037,204,27.4282,19
2008,Colgate,46.9226,46,21.9632,112,34.8612,255,35.4602,150
2008,"College of Charleston",49.752,164,17.3434,326,32.9258,167,26.5873,14
2008,Colorado,49.8163,165,20.1134,206,32.7968,158,33.5579,109
2008,"Colorado St.",51.8311,252,16.3285,338,34.9751,260,34.5541,134
2008,Columbia,48.4806,102,19.0401,276,29.5861,43,40.7774,260
2008,Connecticut,44.2396,8,16.8833,332,33.5375,207,23.4562,5
2008,"Coppin St.",50.3564,196,24.4169,23,38.6195,333,39.9123,241
2008,Cornell,49.1492,131,20.6797,178,31.2599,98,34.6204,135
2008,Creighton,48.1924,89,22.3621,93,32.0055,127,36.7347,175
2008,Dartmouth,52.5641,278,21.6975,134,32.377,143,41.3105,270
2008,Davidson,49.3381,141,23.9658,35,29.2032,35,37.2863,186
2008,Dayton,50.599,203,19.9652,214,28.3784,15,33.1432,99
2008,Delaware,49.2904,139,22.0495,107,35.5055,278,35.3046,144
2008,"Delaware St.",54.4129,321,21.8319,122,37.4168,317,36.0706,164
2008,Denver,50.8949,214,22.365,92,35.0812,263,40.4176,249
2008,DePaul,53.4773,306,19.2744,261,35.562,281,28.323,31
2008,Detroit,53.3545,303,20.3617,195,33.118,175,39.3362,227
2008,Drake,50.3625,197,23.6214,43,33.2846,188,23.8671,6
2008,Drexel,47.267,57,21.4654,143,32.4809,148,34.8101,138
2008,Duke,47.5802,68,24.5421,17,33.774,216,31.9012,77
2008,Duquesne,48.1967,91,24.1376,29,36.6925,308,36.0109,162
2008,"East Carolina",50.5277,200,19.203,267,39.6579,338,42.81,290
2008,"East Tennessee St.",51.1585,227,23.3102,54,36.5289,306,37.6514,189
2008,"Eastern Illinois",52.2023,265,18.3489,299,32.2528,137,41.2939,269
2008,"Eastern Kentucky",55.3482,330,23.5328,44,33.5427,208,33.5248,108
2008,"Eastern Michigan",50.8375,211,21.1098,157,33.5173,205,40.6328,254
2008,"Eastern Washington",52.8472,291,22.4334,86,32.8428,162,38.75,211
2008,Elon,49.2284,135,20.2413,200,32.3017,139,40.4938,250
2008,Evansville,52.4879,276,20.9951,165,32.5451,152,39.3227,225
2008,Fairfield,52.2939,267,19.9147,219,36.4462,302,35.4619,151
2008,"Fairleigh Dickinson",52.8661,293,17.1739,329,37.5061,319,28.2633,30
2008,FIU,50.5663,201,20.8193,173,31.463,105,44.437,311
2008,Florida,50.0981,177,19.5443,246,29.2545,37,29.0972,41
2008,"Florida A&M",51.8419,253,22.6353,73,37.3359,315,33.0362,97
2008,"Florida Atlantic",51.618,247,19.5257,248,30.1435,61,37.4536,188
2008,"Florida Gulf Coast",53.4957,307,24.1057,30,36.0992,294,36.447,168
2008,"Florida St.",49.3466,144,22.6317,74,34.0506,227,34.5531,133
2008,Fordham,50.9712,216,20.4183,192,32.9696,171,34.0924,122
2008,"Fresno St.",49.1101,129,19.1999,268,29.8767,48,30.3115,51
2008,Furman,52.9101,296,18.8954,280,33.1489,180,28.8066,38
2008,"Gardner Webb",47.4734,63,20.0242,211,35.5148,280,43.9362,306
2008,"George Mason",47.5216,66,18.0568,306,27.8242,10,27.0474,17
2008,"George Washington",49.4729,148,19.7824,230,34.3867,241,38.1588,202
2008,Georgetown,42.033,1,18.8966,279,32.7921,157,36.044,163
2008,Georgia,48.1097,86,18.7788,284,32.0229,129,33.5996,111
2008,"Georgia Southern",50.269,191,21.8838,118,32.8516,163,41.2433,268
2008,"Georgia St.",52.3374,270,20.9624,168,30.1561,62,42.9539,295
2008,"Georgia Tech",51.2366,231,21.8288,124,35.2221,265,48.7352,330
2008,Gonzaga,45.6603,21,21.0101,163,30.0123,53,32.0554,82
2008,"Grambling St.",48.2143,92,15.6944,341,33.8333,221,42.1703,284
2008,"Green Bay",50.2088,186,19.4958,249,34.1522,233,36.5752,171
2008,Hampton,44.2927,10,25.0941,11,37.792,326,37.8264,191
2008,Hartford,52.9533,297,22.9548,62,36.7194,309,34.4633,131
2008,Harvard,52.1139,263,19.6696,241,34.2285,235,29.1996,42
2008,Hawaii,53.239,301,23.3195,53,38.0586,328,45.9119,320
2008,"High Point",48.773,116,19.7423,234,33.1031,174,35.3102,145
2008,Hofstra,47.0158,48,18.643,287,30.8078,82,38.5606,207
2008,"Holy Cross",47.9672,81,22.336,94,32.382,144,42.796,289
2008,Houston,49.04,124,22.4656,81,33.9585,225,38.8168,212
2008,Howard,49.8679,169,18.4333,296,36.2181,299,30.5864,54
2008,Idaho,52.5712,279,20.7484,175,34.3534,239,47.672,328
2008,"Idaho St.",50.9901,219,18.8477,282,35.4123,273,40.6601,256
2008,Illinois,45.7641,24,19.7224,237,30.0382,57,37.2093,184
2008,"Illinois Chicago",48.5935,111,19.8461,227,30.4048,71,26.0893,13
2008,"Illinois St.",46.4675,33,22.0627,106,31.2225,94,35.4394,147
2008,Indiana,47.2858,60,19.3141,256,28.9747,28,31.0271,62
2008,"Indiana St.",51.1966,229,21.5195,139,33.2268,185,41.3325,272
2008,Iona,49.3448,143,23.91,37,32.9576,170,47.1709,327
2008,Iowa,46.422,31,18.9907,278,29.2924,38,30.5199,53
2008,"Iowa St.",47.2007,53,17.9624,310,31.5111,106,27.827,23
2008,IPFW,50.0306,174,18.4668,294,32.522,149,37.1708,182
2008,IUPUI,50.7992,210,22.1588,102,34.7939,253,33.312,104
2008,"Jackson St.",51.4948,243,22.0216,108,33.319,192,40.1031,246
2008,Jacksonville,51.5152,245,22.5926,77,35.0355,261,36.7133,174
2008,"Jacksonville St.",52.7018,284,19.7776,231,38.9037,336,39.8601,240
2008,"James Madison",54.0435,317,23.147,57,35.3546,271,39.5293,232
2008,Kansas,44.2642,9,21.9442,114,28.7832,23,31.0329,64
2008,"Kansas St.",48.3453,97,22.3761,91,30.4783,73,38.3343,204
2008,"Kennesaw St.",52.462,274,26.5882,5,42.4584,341,41.7021,278
2008,"Kent St.",46.4716,35,24.476,20,34.8692,256,37.8556,193
2008,Kentucky,45.0559,18,19.2462,263,32.6017,153,42.1424,281
2008,"La Salle",51.8157,251,19.1473,269,31.2384,97,33.4959,107
2008,Lafayette,50.2358,187,24.0488,31,38.6851,334,41.2146,267
2008,Lamar,53.9683,315,25.5656,7,35.4915,277,38.6473,208
2008,Lehigh,48.8666,119,21.1453,156,31.3854,102,37.3057,187
2008,Liberty,51.2508,233,19.6508,242,31.2234,95,34.9583,141
2008,Lipscomb,48.5789,108,19.8397,228,30.0759,58,38.5151,206
2008,"LIU Brooklyn",49.75,163,19.9419,216,30.1288,60,28,25
2008,"Long Beach St.",52.8555,292,19.2053,266,33.7904,217,31.4106,70
2008,Longwood,56.3307,335,23.0619,59,34.7537,252,39.3411,228
2008,"Louisiana Lafayette",47.8986,78,23.1105,58,37.3807,316,44.9633,314
2008,"Louisiana Monroe",52.7567,285,19.688,239,38.4533,329,38.6565,209
2008,"Louisiana Tech",54.6547,325,21.998,109,36.2608,300,35.4501,149
2008,Louisville,44.019,7,21.1939,155,30.6421,79,33.4334,105
2008,"Loyola Chicago",50.9259,215,21.0093,164,33.1833,182,35.9396,159
2008,"Loyola Marymount",55.2931,328,20.4324,190,34.5588,244,40.6375,255
2008,"Loyola MD",48.2385,95,18.3668,298,33.8736,223,44.065,307
2008,LSU,47.7937,75,19.359,254,35.6572,285,28.0199,26
2008,Maine,50.3274,194,19.4379,253,32.8675,164,35,142
2008,Manhattan,53.642,308,22.6941,70,33.2154,184,42.8395,292
2008,Marist,47.2314,56,18.2867,303,32.9242,166,35.9101,158
2008,Marquette,46.3408,30,23.4254,49,33.375,197,40.9612,262
2008,Marshall,50.8556,212,21.5168,141,32.5401,151,39.0144,215
2008,Maryland,44.4209,12,19.448,252,34.1328,231,30.9322,58
