Season,TeamName,eFG_Pct,RankeFGPct,TO_Pct,RankTOPct,OR_Pct,RankORPct,FT_Rate,RankFTRate
2017,Abilene Christian,52.86885246,280,21.41807946,29,31.74224344,282,44.33681073,327
2017,Air Force,54.60972851,329,17.47704116,242,24.56647399,17,32.63574661,113
2017,Akron,51.04895105,194,16.73087507,284,27.90309106,115,32.91708292,117
2017,Alabama,46.13095238,23,19.78537173,91,26.59660469,61,39.93506494,274
2017,Alabama A&M,53.51382488,308,14.08386892,350,36.34538153,349,33.58294931,140
2017,Alabama St.,50.34762457,164,18.03056228,203,31.75487465,283,42.58400927,316
2017,Albany,51.24861265,202,17.52623544,236,23.5563703,3,31.35405105,81
2017,Alcorn St.,47.31442366,38,18.55777107,171,31.16406966,259,39.77066989,271
2017,American,52.48691099,260,20.17654477,66,27.98264642,120,41.36125654,299
2017,Appalachian St.,52.86343612,279,16.93248173,273,27.07692308,76,44.80805538,332
2017,Arizona,47.73691655,55,17.37530354,250,26.04087812,45,28.61857614,38
2017,Arizona St.,55.36501715,337,18.29014249,191,32.19298246,292,29.93630573,53
2017,Arkansas,47.84522706,59,18.50881788,174,34.2143906,333,39.0639481,253
2017,Arkansas Pine Bluff,52.18978102,245,23.47691697,8,35.35564854,342,58.52687459,351
2017,Arkansas St.,49.20400943,114,18.75578792,158,27.39090065,91,41.86320755,306
2017,Army,50.32485111,162,17.32925586,251,24.06749556,6,33.67623173,142
2017,Auburn,50.5831643,175,19.88254039,85,33.27787022,324,38.79310345,245
2017,Austin Peay,56.36619718,342,17.62439847,223,35.80246914,346,29.52112676,52
2017,BYU,47.93198529,63,16.18881765,308,24.83985765,23,31.11213235,74
2017,Ball St.,48.74938695,93,17.19875309,258,28.38154808,138,35.89995096,195
2017,Baylor,46.14375656,24,17.17261871,261,29.43143813,187,30.11542497,59
2017,Belmont,48.34123223,80,16.03805302,314,25,26,31.87203791,88
2017,Bethune Cookman,53.10208686,289,19.59412176,104,35.86142322,347,39.98871968,276
2017,Binghamton,52.16992665,243,17.12698658,264,28.12182741,125,32.21271394,100
2017,Boise St.,48.31908832,79,16.67649771,287,26.43253235,56,41.88034188,307
2017,Boston College,53.17934783,298,17.15378606,263,24.17279412,10,39.61956522,266
2017,Boston University,50.51516886,172,20.66866539,47,28.48043676,145,37.20663995,217
2017,Bowling Green,53.1284303,293,20.0488001,77,28.20754717,131,34.24807903,159
2017,Bradley,48.77709839,95,18.4603143,179,29.36708861,183,40.80044469,289
2017,Brown,57.70470664,350,21.18559777,31,29.68568102,202,39.07156673,255
2017,Bryant,51.48729043,213,17.57069459,228,30.59033989,237,37.42563548,221
2017,Bucknell,48.01587302,66,19.6698421,96,27.92,117,33.08531746,122
2017,Buffalo,48.22024472,76,17.52231322,237,29.29720576,176,42.88097887,319
2017,Butler,50.81654872,187,19.58570374,106,27.02456779,75,37.01687534,213
2017,Cal Poly,52.63492063,267,17.67904841,221,30.32258065,229,41.14285714,297
2017,Cal St. Bakersfield,43.60093077,3,22.81276006,11,30.55786844,235,47.1785922,340
2017,Cal St. Fullerton,49.70414201,133,19.61992159,100,27.5334608,100,42.07100592,308
2017,Cal St. Northridge,51.89349112,227,17.81683425,216,31.90428714,289,41.71597633,304
2017,California,45.30095037,13,16.57799916,295,24.10130719,7,34.16050686,155
2017,Campbell,50.7154213,184,17.29254123,254,28.92703863,166,38.73873874,242
2017,Canisius,54.47874494,326,20.76287206,43,32.19730942,293,33.75506073,146
2017,Central Arkansas,55.17241379,334,15.65750282,327,31.68067227,278,32.01970443,94
2017,Central Connecticut,54.02621723,317,20.1631829,69,32.62260128,310,34.64419476,165
2017,Central Michigan,53.44412331,305,15.24867188,334,34.08333333,331,32.56262042,109
2017,Charleston Southern,54.27568602,320,16.76796249,282,27.44237102,94,41.60816847,302
2017,Charlotte,52.29306488,252,18.25211606,194,30.98188751,250,35.5704698,187
2017,Chattanooga,50.6748072,180,21.43857416,27,32.79220779,313,37.21079692,218
2017,Chicago St.,55.00883913,331,18.29078693,190,31.12648221,256,35.47436653,185
2017,Cincinnati,45.18987342,11,20.16553959,68,29.42109437,185,29.11392405,41
2017,Clemson,51.91709845,228,20.10173439,71,32.20035778,295,24.19689119,6
2017,Cleveland St.,52.12046712,238,22.33690302,15,32.65097236,311,41.7947142,305
2017,Coastal Carolina,50.22532672,156,16.57048169,296,26.74750357,65,32.53717891,108
2017,Colgate,52.47613365,259,17.30569825,252,25.34791252,29,38.60381862,241
2017,College of Charleston,48.04129169,67,18.64354807,164,28.84141331,161,31.92165167,90
2017,Colorado,50.31364349,161,17.18953319,259,28.29059829,134,33.92577104,150
2017,Colorado St.,46.84368737,31,16.84739358,277,28.75,158,31.81362725,86
2017,Columbia,51.96143617,230,20.28597206,61,31.69690502,281,34.70744681,168
2017,Connecticut,45.5549569,16,16.11762538,312,30.50288541,232,32.00431034,93
2017,Coppin St.,54.38799076,324,18.91989125,151,33.10810811,322,39.95381062,275
2017,Cornell,51.88124633,225,15.50668726,329,27.27272727,86,31.86360964,87
2017,Creighton,49.90324141,140,19.29273483,127,29.58300551,195,29.26947267,47
2017,Dartmouth,53.17057705,297,15.85058256,318,27.34204793,89,30.6911858,68
2017,Davidson,49.65314835,128,17.05471349,267,26.9035533,72,33.3511206,129
2017,Dayton,47.67035527,53,20.91114506,39,27.37226277,90,35.17763541,180
2017,DePaul,53.84394722,313,19.99345587,80,30.04878049,216,40.16064257,282
2017,Delaware,53.22014052,301,15.18523684,335,27.52120641,98,40.04683841,279
2017,Delaware St.,52.34192037,255,20.30691127,57,37.20930233,350,39.11007026,256
2017,Denver,51.41176471,209,15.47926414,330,24.66410749,20,39.05882353,252
2017,Detroit,56.94925029,349,19.42950718,118,31.38033764,271,48.38523645,342
2017,Drake,53.11262026,290,17.60533495,225,31.65048544,277,30.67345784,67
2017,Drexel,53.12330255,292,17.43944176,246,30.51001821,234,39.86963607,273
2017,Duke,47.43127535,41,17.30169098,253,29.81549815,208,31.23028391,79
2017,Duquesne,49.92211838,141,17.57138375,227,30.22861981,227,33.28141225,126
2017,East Carolina,44.71544715,7,17.02301512,271,31.08848865,255,27.18495935,24
2017,East Tennessee St.,48.64204237,87,21.96984387,19,27.45762712,95,38.1314503,229
2017,Eastern Illinois,49.68112245,131,20.96878336,35,32.35887097,302,39.28571429,259
2017,Eastern Kentucky,51.37724551,207,19.20046547,135,32.93413174,317,40.53892216,287
2017,Eastern Michigan,50.44025157,168,21.45085092,26,34.95049505,338,50.75471698,347
2017,Eastern Washington,51.17370892,199,14.49539561,344,27.8111588,111,36.93270736,212
2017,Elon,48.60589812,86,14.91279104,339,26.74118659,64,26.43431635,14
2017,Evansville,49.64476021,126,18.45602757,180,27.14552239,81,40.91178212,296
2017,FIU,53.21384425,300,16.7794591,280,28.01268499,122,36.65018541,205
2017,Fairfield,49.47089947,119,17.49902349,240,28.18104184,130,31.95767196,91
2017,Fairleigh Dickinson,51.76721511,220,19.39554639,120,34.16583417,332,43.99756246,325
2017,Florida,45.75289575,17,21.00056917,32,29.54719877,193,34.02509653,153
2017,Florida A&M,53.22391559,302,18.86466333,154,34.72356935,336,33.93903869,151
2017,Florida Atlantic,51.05868119,195,17.71955398,218,30.93093093,249,35.87416818,194
2017,Florida Gulf Coast,49.32735426,116,17.39864469,249,29.57998213,194,35.93049327,197
2017,Florida St.,47.88834951,61,19.46922709,114,29.77743668,206,37.33009709,220
2017,Fordham,53.01441678,288,25.71546579,2,31.07221007,254,43.51245085,324
2017,Fort Wayne,53.51541374,309,17.82041739,213,24.60243218,19,32.39588967,104
2017,Fresno St.,48.37853774,81,20.63911405,48,27.66151046,106,46.16745283,336
2017,Furman,49.44659657,118,19.46691301,115,27.14412025,80,33.70226895,143
2017,Gardner Webb,49.03733956,107,20.37929409,53,28.58447489,153,40.84014002,291
2017,George Mason,48.64997545,88,14.24544339,348,24.44794953,13,27.73686794,29
2017,George Washington,50.24618415,157,16.17722383,309,26.43391521,57,26.88330871,19
2017,Georgetown,47.41151611,39,17.28960081,256,30.50706567,233,38.82725832,246
2017,Georgia,47.19673802,35,16.65251923,288,28.17238627,128,34.19979613,156
2017,Georgia Southern,51.30363933,203,18.70937418,159,33.01141352,321,34.65507876,166
2017,Georgia St.,49.01847575,104,19.84003683,87,29.09090909,170,40.01154734,277
2017,Georgia Tech,46.00830641,20,18.81467545,156,30.80324245,246,27.41116751,27
2017,Gonzaga,41.12130054,1,17.09339804,266,26.19047619,49,26.92788662,21
2017,Grambling St.,55.50981634,338,24.34077079,4,35.03184713,340,42.24192527,312
2017,Grand Canyon,47.80023781,57,20.94102214,36,27.86116323,113,31.56956005,83
2017,Green Bay,50.83420229,189,18.55467697,172,28.57142857,151,33.0552659,119
2017,Hampton,49.59826947,125,19.9318953,83,29.30186824,177,42.70704574,317
2017,Hartford,51.92307692,229,18.48889673,177,34.32055749,334,34.87525988,172
2017,Harvard,47.41980474,40,18.37021401,182,29.63752665,199,39.47001395,263
2017,Hawaii,50.83014049,188,20.28417934,62,28.85245902,162,38.31417625,234
2017,High Point,52.61121857,266,19.61456329,101,27.9535865,119,33.52675693,137
2017,Hofstra,53.13829787,294,15.41747934,331,29.59850607,196,29.36170213,48
2017,Holy Cross,53.25596389,304,25.71256841,3,32.39130435,304,30.36750484,61
2017,Houston,47.14784633,34,20.67623593,46,30.67264574,240,36.8451688,211
2017,Houston Baptist,53.20718409,299,18.53949943,173,28.58731924,154,38.74278384,243
2017,Howard,49.70366379,132,18.15739073,199,33.27630453,323,35.77586207,192
2017,IUPUI,54.37869822,323,19.00380307,147,29.35684647,182,43.31360947,322
2017,Idaho,48.97119342,102,17.65325788,222,25.88454376,42,42.97472075,320
2017,Idaho St.,56.5143824,344,18.16660131,197,32.37704918,303,34.2357586,157
2017,Illinois,49.94824017,144,18.476442,178,26.33889377,53,30.07246377,58
2017,Illinois Chicago,48.11534968,72,16.57887578,294,31.36094675,269,32.15258856,98
2017,Illinois St.,44.01913876,5,18.9967482,149,28.5146942,147,32.58904838,111
2017,Incarnate Word,51.42302717,210,16.60708107,291,32.48053393,307,38.87451488,247
2017,Indiana,48.66402771,89,15.69244465,325,27.99684543,121,36.76397823,209
2017,Indiana St.,47.83352338,58,17.68508284,220,29.25347222,175,42.81641961,318
2017,Iona,49.97709574,148,18.02691328,204,32.06845238,290,33.39441136,130
2017,Iowa,51.04783599,193,19.13988658,138,32.25075529,296,27.4715262,28
2017,Iowa St.,49.03581267,106,19.53470792,109,31.63884674,276,25.61983471,10
2017,Jackson St.,49.59322034,124,19.84323325,86,28.70864461,157,48.40677966,343
2017,Jacksonville,56.54205607,345,20.87294701,42,28.6966046,156,36.76012461,208
2017,Jacksonville St.,49.39824945,117,16.56180231,297,28.53425846,150,34.35448578,161
2017,James Madison,51.13372093,196,17.58221094,226,25.49019608,35,38.54651163,239
2017,Kansas,48.09090909,70,18.62967731,165,29.68636032,203,30,56
2017,Kansas St.,49.55752212,122,22.06716138,18,32.29342327,299,33.4200937,132
2017,Kennesaw St.,53.75143184,311,17.53840923,235,28.45849802,142,36.19702176,201
2017,Kent St.,50.09661836,152,19.01857002,146,29.74481659,204,34.34782609,160
2017,Kentucky,47.48809008,44,19.23068425,134,27.6580959,105,33.52100476,136
2017,LIU Brooklyn,49.53970081,121,19.45939655,117,28.88283379,163,37.11162255,216
2017,LSU,54.52869932,327,16.88312404,275,31.44654088,273,36.75618747,207
2017,La Salle,54.29890364,321,17.74098868,217,27.6,101,33.06405078,121
2017,Lafayette,54.53481568,328,18.16682462,196,29.13776016,171,30.36863663,62
2017,Lamar,51.86887255,223,20.97736528,34,29.35222672,180,42.09558824,309
2017,Lehigh,50.19358407,155,18.56021836,170,24.06221409,5,28.09734513,33
2017,Liberty,52.20207254,247,21.95158805,20,24.68487395,21,42.16321244,311
2017,Lipscomb,51.99662542,233,20.31336547,56,30.83941606,247,44.20697413,326
2017,Little Rock,51.77190722,221,19.83270883,88,27.60416667,102,40.33505155,285
2017,Long Beach St.,53.11844864,291,18.61047541,167,32.97777778,320,37.63102725,222
2017,Longwood,55.02630041,332,17.48738527,241,34.08163265,330,32.14494448,97
2017,Louisiana Lafayette,54.41587479,325,20.08630489,74,27.82101167,112,37.28339855,219
2017,Louisiana Monroe,50.53702657,173,16.45814894,302,29.44444444,189,33.97399661,152
2017,Louisiana Tech,47.97149123,65,19.35251428,124,26.14840989,48,26.91885965,20
2017,Louisville,45.77390386,18,19.58629813,105,28.49071832,146,38.77443212,244
2017,Loyola Chicago,51.75879397,219,20.93981659,37,25.80645161,40,33.54271357,138
2017,Loyola MD,52.11435378,237,21.31652726,30,28.20773931,132,35.8546754,193
2017,Loyola Marymount,52.18954248,244,21.48289568,25,29.98921251,211,43.33333333,323
2017,Maine,52.92655991,285,16.58258595,293,29.08067542,169,33.46217559,133
2017,Manhattan,51.62023877,218,20.01952864,79,30.17319964,223,53.43945424,350
2017,Marist,52.59298062,264,15.70818677,324,32.8935796,316,37.03509691,214
2017,Marquette,52.1657754,241,18.30643572,186,29.18181818,173,35.6684492,189
2017,Marshall,51.45922747,211,16.77070016,281,32.80802292,315,31.03004292,72
2017,Maryland,47.45581146,43,18.03093475,202,32.30769231,300,32.61917515,112
2017,Maryland Eastern Shore,52.77015908,275,19.3482745,125,33.69175627,326,40.86670324,292
2017,Massachusetts,46.86346863,32,19.60285529,102,30.16393443,221,44.49130206,330
2017,McNeese St.,50.59561129,178,17.87269693,211,36.19441572,348,39.12225705,257
2017,Memphis,48.80255455,96,19.27219764,130,30.58210252,236,33.15593401,125
2017,Mercer,49.96977025,146,15.6786398,326,28.37967402,137,35.3688029,183
2017,Miami FL,47.60594386,50,18.29627598,188,28.18021201,129,28.72867364,39
2017,Miami OH,51.4059754,208,20.71946475,44,31.78807947,285,40.01171646,278
2017,Michigan,51.8913676,226,19.58349304,107,29.9915754,212,27.20659554,25
2017,Michigan St.,46.64859537,29,15.88703482,317,27.26574501,85,34.69689502,167
2017,Middle Tennessee,47.87995595,60,19.80368521,89,23.81771281,4,38.21585903,233
2017,Milwaukee,53.94101877,315,17.54696133,233,26.76056338,67,32.33243968,103
2017,Minnesota,45.14472456,10,17.55606482,231,30.16678753,222,29.22502334,45
2017,Mississippi,49.79601088,137,18.81787322,155,30.02175489,214,35.58476881,188
2017,Mississippi St.,48.13714903,73,19.73073479,93,30.0170068,213,37.9049676,227
2017,Mississippi Valley St.,56.43979058,343,19.54910587,108,33.85178408,328,37.80104712,225
2017,Missouri,49.56068094,123,19.23912984,133,30.20654045,225,42.5590335,315
2017,Missouri St.,50.33463469,163,16.15460279,310,24.57627119,18,32.96151701,118
2017,Monmouth,47.01955174,33,19.5295075,111,30.02257336,215,35.67000477,190
2017,Montana,51.98618307,232,18.22004995,195,26.77388836,68,44.44444444,329
2017,Montana St.,52.30224321,253,18.36922365,183,27.77777778,108,50.70838253,346
2017,Morehead St.,55.12163892,333,19.4594865,116,28.13186813,127,42.12548015,310
2017,Morgan St.,48.9010989,100,20.0873309,73,31.05769231,252,41.51404151,301
2017,Mount St. Mary's,49.92643453,143,21.64396887,23,34.87055016,337,32.56498283,110
2017,Murray St.,52.08905992,236,17.90733292,210,29.63636364,198,38.53765805,238
2017,NJIT,55.22296885,335,18.35419221,184,25.16198704,28,36.34697618,202
2017,Navy,52.98013245,287,23.79093714,6,26.2472885,51,38.94039735,250
2017,Nebraska,51.97142857,231,19.28610679,128,29.90566038,210,33.31428571,128
2017,Nebraska Omaha,54.00101937,316,19.26737692,131,31.30511464,265,33.74108053,145
2017,Nevada,48.3015356,78,15.94265463,316,26.27960275,52,28.24569567,35
