Season,TeamName,eFG_Pct,RankeFG_Pct,TO_Pct,RankTO_Pct,OR_Pct,RankOR_Pct,FT_Rate,RankFT_Rate
2002,"Air Force",52.0098,272,25.2716,19,38.7483,306,52.338,318
2002,Akron,52.7171,287,19.3857,273,37.0103,274,37.2711,149
2002,Alabama,46.0177,41,22.0335,123,34.8943,196,33.2842,85
2002,"Alabama A&M",48.3791,137,30.6673,1,39.2193,313,46.8828,301
2002,"Alabama St.",45.7391,34,21.9774,129,32.1723,83,30.3188,38
2002,Albany,50.2094,210,22.4291,108,34.5596,180,38.8695,187
2002,"Alcorn St.",48.7268,150,21.5505,158,33.3333,126,35.0663,106
2002,American,47.8999,109,21.4571,163,30.8366,44,33.9716,93
2002,"Appalachian St.",52.9672,290,21.4385,166,34.4385,175,38.5732,180
2002,Arizona,49.2377,168,18.289,306,35.9761,241,28.5202,17
2002,"Arizona St.",50.8988,239,23.9564,42,29.0635,15,54.5939,324
2002,Arkansas,48.4601,138,26.6024,7,40.3131,322,50.9114,311
2002,"Arkansas Little Rock",48.693,148,24.4589,33,32.3498,94,36.7962,138
2002,"Arkansas Pine Bluff",53.0704,296,25.2473,20,42.9259,327,42.0845,254
2002,"Arkansas St.",45.914,39,21.0155,186,35.3601,218,36.3801,134
2002,Army,49.4444,181,21.9116,137,35.1291,204,42.6389,263
2002,Auburn,44.8584,15,23.7027,49,37.56,286,36.8842,140
2002,"Austin Peay",49.5354,186,21.1402,181,34.0712,162,31.0105,51
2002,"Ball St.",48.8587,156,19.7141,255,32.6547,106,35.1141,107
2002,Baylor,50.2332,211,22.515,104,38.9153,310,28.9796,22
2002,Belmont,53.1174,300,19.6351,260,39.2016,312,32.5666,73
2002,"Bethune Cookman",48.1985,122,20.8803,193,35.9633,240,44.0047,278
2002,Binghamton,49.936,199,22.2776,113,34.1641,164,35.4674,114
2002,"Birmingham Southern",47.747,99,20.854,196,31.1515,53,46.087,297
2002,"Boise St.",49.4946,184,24.2806,34,33.2944,121,53.7184,322
2002,"Boston College",47.4701,91,22.5636,99,37.8877,294,42.3286,260
2002,"Boston University",45.4545,26,19.87,247,32.0135,80,37.2159,148
2002,"Bowling Green",47.8717,107,21.2122,180,31.0735,50,52.3134,317
2002,Bradley,48.1369,120,20.1798,232,28.8401,11,43.9024,277
2002,Brown,51.082,244,22.9046,74,34.7267,188,35.4754,115
2002,Bucknell,47.2527,83,21.9827,127,33.3333,125,37.9444,164
2002,Buffalo,50.4386,220,21.5209,159,32.2421,86,43.4211,272
2002,Butler,48.3191,131,24.8869,26,28.0514,8,36.1898,124
2002,BYU,47.1759,78,19.083,285,29.2929,17,38.5751,181
2002,"Cal Poly",49.8577,197,23.2312,69,34.5721,182,39.1459,193
2002,"Cal St. Fullerton",52.2972,277,21.75,146,35.6627,230,40.8471,232
2002,"Cal St. Northridge",49.0876,164,27.4356,2,37.3444,283,57.8832,327
2002,California,48.1365,119,24.7955,29,35.8356,236,38.8188,186
2002,Campbell,53.2751,304,18.113,310,40.366,323,32.9382,77
2002,Canisius,46.7626,64,21.2314,177,36.0335,245,42.3261,259
2002,Centenary,50.332,218,23.4928,58,35.4795,221,47.8008,304
2002,"Central Connecticut",46.5035,56,21.4403,165,30.8333,43,25.0135,3
2002,"Central Michigan",53.0557,294,21.5084,160,33.0406,113,41.6387,246
2002,"Charleston Southern",48.237,128,22.5194,103,32.2751,87,53.3851,321
2002,Charlotte,47.3368,86,19.4874,269,32.3529,95,33.5051,88
2002,Chattanooga,47.5589,93,19.6783,257,33.7305,148,29.2361,23
2002,"Chicago St.",56.0377,324,19.9121,244,36.2832,258,39.8113,210
2002,Cincinnati,41.5971,1,21.2481,172,31.3235,59,30.3685,40
2002,Clemson,50.8484,235,19.0053,289,31.2883,58,36.289,126
2002,"Cleveland St.",46.8614,67,21.9708,130,35.7966,234,36.1715,122
2002,"Coastal Carolina",51.6069,262,23.2807,65,39.4221,315,46.7862,300
2002,Colgate,50.2865,215,22.3454,112,31.9954,78,41.7622,247
2002,"College of Charleston",42.5635,3,19.6303,261,34.5918,183,29.3833,24
2002,Colorado,49.8113,195,16.4107,326,31.1287,52,27.7628,14
2002,"Colorado St.",49.7944,194,20.9173,190,29.5591,22,56.477,326
2002,Columbia,46.5625,58,20.1599,233,27.3381,6,33.125,83
2002,Connecticut,43.0339,4,20.1432,234,36.1613,255,30.66,43
2002,"Coppin St.",52.1127,275,21.7883,145,34.6959,186,30.0674,33
2002,Cornell,49.927,198,19.6078,262,30.7159,42,39.664,208
2002,Creighton,49.7121,190,22.8965,75,30.2026,32,36.9027,141
2002,Dartmouth,52.9835,292,19.816,251,38.0606,296,35.0108,105
2002,Davidson,44.2918,9,19.3429,276,33.3948,131,37.1184,145
2002,Dayton,45.1199,20,18.5779,299,29.3867,19,33.9654,92
2002,Delaware,47.4509,90,19.113,282,30.2656,33,41.2162,239
2002,"Delaware St.",48.2984,130,23.5451,55,40.146,321,32.9843,80
2002,Denver,53.4703,308,20.0251,241,28.1959,9,39.6601,207
2002,DePaul,48.7479,151,19.366,274,34.1598,163,34.0922,95
2002,Detroit,44.9148,17,17.3162,322,31.5323,65,39.6237,205
2002,Drake,53.181,302,18.6276,298,29.0461,13,28.042,15
2002,Drexel,48.5706,142,19.8199,250,35.8387,238,30.4746,41
2002,Duke,46.0595,43,25.6865,12,34.0618,160,32.1378,64
2002,Duquesne,49.4354,180,20.5477,219,37.7176,291,41.2171,240
2002,"East Carolina",51.5934,261,20.4518,226,33.4049,132,31.4213,56
2002,"East Tennessee St.",48.3524,134,25.0546,24,36.1433,254,39.2065,196
2002,"Eastern Illinois",51.448,252,19.4955,267,34.5142,178,38.6525,183
2002,"Eastern Kentucky",50.6821,230,20.0806,237,36.3436,261,47.4079,303
2002,"Eastern Michigan",54.7848,319,17.5365,319,35.3474,217,29.9547,32
2002,"Eastern Washington",50.9524,241,24.1038,39,31.236,57,42.9252,267
2002,Elon,50.4437,221,26.9483,5,37.6483,289,48.6689,308
2002,Evansville,52.6042,284,19.4281,271,31.0345,49,46.3542,298
2002,Fairfield,47.2318,82,21.9796,128,34.8141,192,38.1199,170
2002,"Fairleigh Dickinson",51.9391,270,21.6406,150,40.0568,319,36.1219,121
2002,FIU,51.7018,265,26.1124,9,34.9398,198,42.1375,255
2002,Florida,46.2838,51,25.2218,22,33.1315,114,34.5721,100
2002,"Florida A&M",48.5825,143,23.5949,52,38.8177,308,51.3531,314
2002,"Florida Atlantic",49.4804,183,25.3128,18,37.6744,290,37.5866,157
2002,"Florida St.",50.5851,228,21.7476,147,34.6821,185,34.3476,99
2002,Fordham,49.3398,175,21.3653,169,38.1387,298,38.4615,178
2002,"Fresno St.",45.6682,33,20.1206,235,34.1772,166,28.6636,18
2002,Furman,48.3199,132,22.1532,119,33.4378,134,39.1801,194
2002,"Gardner Webb",47.061,75,20.5176,224,35.328,216,35.4151,112
2002,"George Mason",46.6181,59,21.6256,153,36.3636,263,27.2303,10
2002,"George Washington",50.8145,234,21.4457,164,37.5872,288,44.0476,279
2002,Georgetown,44.328,10,22.658,91,36.5289,265,32.3656,69
2002,Georgia,48.7625,153,20.9106,192,36.3008,259,28.8573,20
2002,"Georgia Southern",49.3639,176,22.6,96,31.8647,75,37.9771,166
2002,"Georgia St.",46.8898,69,18.5748,300,38.4615,301,30.9963,50
2002,"Georgia Tech",51.5634,259,21.9582,134,33.5121,137,42.3786,261
2002,Gonzaga,44.5647,12,18.6981,297,29.3794,18,31.6332,59
2002,"Grambling St.",50.5361,224,16.3772,327,35.0045,200,46.9526,302
2002,"Green Bay",52.4225,280,19.9651,242,34.024,159,38.3721,177
2002,Hampton,48.2292,127,21.4897,161,35.9833,242,32.0833,63
2002,Hartford,46.0661,44,19.8582,248,33.924,154,41.1631,237
2002,Harvard,49.0299,162,25.1983,23,30.5263,37,37.1642,147
2002,Hawaii,46.1843,48,21.9885,126,34.8444,194,34.3132,98
2002,"High Point",51.57,260,19.2016,280,35.5578,226,38.2246,173
2002,Hofstra,45.2294,23,19.5528,265,32.4603,97,38.2169,172
2002,"Holy Cross",48.2263,125,23.2983,64,27.7672,7,36.4526,135
2002,Houston,48.6203,144,17.982,312,35.2217,210,31.5278,57
2002,Howard,51.0399,243,24.1719,36,33.6142,145,40.959,236
2002,Idaho,53.5254,309,22.0979,122,31.8584,74,30.8567,45
2002,"Idaho St.",53.0928,299,22.8401,78,31.4427,62,43.0044,268
2002,Illinois,47.5765,94,21.9626,133,31.715,69,38.7755,185
2002,"Illinois Chicago",50.2877,216,21.2451,174,35.223,211,44.9367,287
2002,"Illinois St.",52.5045,281,22.599,97,31.7199,70,31.5631,58
2002,Indiana,45.7564,35,21.3659,168,33.2303,117,31.353,55
2002,"Indiana St.",50,203,19.5746,264,36.1256,252,30.9949,49
2002,Iona,45.3993,25,21.9706,132,35.5394,225,48.3218,305
2002,Iowa,48.3534,135,21.214,179,30.0573,28,39.2577,199
2002,"Iowa St.",48.7158,149,17.6757,317,30.8386,45,33.3333,86
