,Unnamed: 0,Season,TeamName,Tempo,AdjTempo,OE,AdjOE,DE,AdjDE,AdjEM,seed,ConfTournament,SOSAdjEM,NCSOSAsjEM,O_eFG_Pct,D_eFG_Pct,O-D_eFG_Pct,O_TO_Pct,D_TO_Pct,D-O_TO_Pct,O_OR_Pct,D_OR_Pct,O-D_OR_Pct,O_FT_Rate,D_FT_Rate,O-D_FT_Rate,LastTenRecord
35,122,2003,Sam Houston St,68.7572,67.1342,103.316,102.171,93.6249,100.238,1.93338,15,1,-7.41,-2.0,51.1015,44.2189,6.8826,22.5601,21.1244,-1.4357,32.7088,33.7188,-1.01,43.5915,36.8389,6.7526,0.9
36,119,2003,Troy,73.2213,70.60300000000002,108.324,107.4,96.6124,101.103,6.29692,14,1,-5.2,-2.77,50.2966,48.2086,2.088,18.5957,24.3072,5.7115,37.7481,36.0372,1.7109,29.2635,30.0,-0.7365,0.9
37,117,2003,San Diego,72.4713,70.81,102.301,104.732,97.9604,96.3702,8.36166,13,1,3.37,6.03,52.8846,48.9714,3.9132,24.5428,20.7597,-3.7831,34.6392,30.1025,4.5367,49.2949,30.6857,18.6092,0.8
38,87,2003,BYU,66.1048,65.663,109.293,110.537,95.6204,92.3283,18.2088,12,0,5.49,5.2,52.63,45.6734,6.9566,20.5256,21.8468,1.3212,34.3113,29.5383,4.773,45.6469,46.3742,-0.7273,0.7
39,127,2003,South Carolina St,72.5755,71.7419,100.28,96.5201,97.819,105.438,-8.917539999999997,16,1,-12.27,-0.55,50.2078,47.8492,2.3586,26.6993,23.7722,-2.9271,37.6587,36.7952,0.8635,46.437,42.4022,4.0348,0.7
40,125,2003,East Tennessee St,77.7306,75.186,102.081,101.21,99.2088,100.466,0.744035,15,1,-1.8,4.8,49.7672,49.6583,0.1089,23.8531,24.2194,0.3663,37.2366,36.1802,1.0564,40.6286,33.3713,7.2573,0.8
41,115,2003,Manhattan,70.6887,68.2203,106.07,105.641,93.8602,95.6169,10.0239,14,1,-1.71,2.51,49.5376,46.0518,3.4858,19.6521,24.6579,5.0058,32.5703,34.2641,-1.6938,41.0983,42.61600000000001,-1.5177,0.7
42,121,2003,Austin Peay,66.9257,64.2385,102.385,101.166,99.1226,98.0055,3.16008,13,1,-0.97,7.41,50.8219,48.6588,2.1631,22.4295,20.3904,-2.0391,31.4564,32.8522,-1.3958,45.8904,32.251999999999995,13.6384,0.9
43,101,2003,Utah,62.0694,61.9372,106.269,107.925,95.6871,93.0806,14.8447,9,0,5.23,1.55,51.87,45.9631,5.9069,20.5341,20.2343,-0.2998,32.5488,29.7533,2.7955,36.6646,44.3738,-7.7092,0.7
44,112,2003,Tulsa,69.0678,67.3935,105.885,107.114,93.8451,95.67,11.4437,13,1,1.05,4.16,52.3367,44.6134,7.7233,20.4747,20.3429,-0.1318,33.6355,33.2013,0.4342,32.8731,32.1134,0.7597,0.9
45,99,2003,Gonzaga,69.5545,67.2433,109.24,112.337,96.8176,97.3823,14.9545,9,0,3.93,5.83,53.2556,48.2525,5.0031,20.2904,20.5913,0.3009,36.2506,29.6485,6.6021,44.6012,32.3422,12.259,0.7
46,92,2003,Arizona St,69.5967,66.8633,108.307,113.116,98.4177,96.3758,16.7407,10,0,8.74,5.44,51.2662,49.8852,1.381,19.5408,21.7885,2.2477,38.6157,32.6896,5.9261,45.3573,37.3134,8.0439,0.6
47,113,2003,Central Michigan,72.7987,71.9146,108.796,109.867,100.509,99.5025,10.3641,11,1,2.06,2.87,56.5974,50.4185,6.1789,25.2949,22.4002,-2.8947,35.6253,33.8297,1.7956,46.9762,37.3884,9.5878,0.9
48,93,2003,Purdue,69.4334,69.1792,102.512,106.758,93.8661,90.7963,15.962,9,0,9.53,4.87,48.4728,46.0255,2.4473,19.951,23.2364,3.2854,31.0498,31.9315,-0.8817,46.2431,37.0752,9.1679,0.4
49,106,2003,California,69.6353,66.1487,105.448,109.401,98.8111,95.8149,13.5863,8,0,7.06,0.3,52.0352,49.5585,2.4767,19.7701,21.0058,1.2357,32.8511,31.8286,1.0225,33.0583,30.3532,2.7051,0.6
50,97,2003,Butler,59.6995,58.7876,113.482,115.085,99.9479,99.7088,15.3765,12,0,4.1,1.83,55.6487,49.7273,5.9214,17.3765,19.97,2.5935,28.6805,34.5114,-5.8309,32.5264,28.1818,4.3446,0.8
51,108,2003,Auburn,68.1467,66.7988,102.385,107.32,96.5955,94.4324,12.8881,10,0,8.22,-4.71,51.8437,47.8377,4.006,23.3848,22.8948,-0.49,36.8692,35.6834,1.1858,35.333,29.5782,5.7548,0.4
