,Season,TeamName,Tempo,AdjTempo,OE,AdjOE,DE,AdjDE,AdjEM,seed,ConfTournament,SOSAdjEM,NCSOSAsjEM,O_eFG_Pct,D_eFG_Pct,O-D_eFG_Pct,O_TO_Pct,D_TO_Pct,D-O_TO_Pct,O_OR_Pct,D_OR_Pct,O-D_OR_Pct,O_FT_Rate,D_FT_Rate,O-D_FT_Rate
0,2011,Ohio St,64.4348,64.4098,119.336,123.64299999999999,93.5864,91.4115,32.232,1,1,8.82,-4.08,56.3137,48.2794,8.0343,15.7759,23.4122,7.6363,35.6536,28.2845,7.3691,37.0568,20.5972,16.4596
1,2011,Duke,70.7504,69.1256,114.459,118.637,90.8377,89.0891,29.5475,1,1,8.43,3.48,53.7398,44.4846,9.2552,17.2845,20.895,3.6105,34.8467,32.6002,2.2465,37.4433,29.6112,7.8321
2,2011,Kansas,70.5076,68.9821,116.525,119.505,92.4144,90.8029,28.7018,1,1,7.75,-0.29,56.9767,44.5384,12.4383,19.1119,20.351,1.2391,36.876,27.6157,9.2603,39.3069,31.8556,7.4513
3,2011,Pittsburgh,63.5924,62.2651,116.073,119.62700000000001,95.5812,92.2012,27.4261,1,0,8.17,-3.68,52.8939,45.1081,7.7858,18.4902,17.6602,-0.83,42.7305,28.3729,14.3576,43.1404,32.3243,10.8161
4,2011,Texas,68.1422,65.8605,109.459,114.882,89.99600000000001,88.1564,26.7252,4,0,7.61,0.6,50.2382,42.532,7.7062,17.1902,18.7272,1.537,37.0943,29.8322,7.2621,43.1158,30.7255,12.3903
5,2011,Purdue,66.3216,66.3974,109.27600000000001,115.01299999999999,93.1151,89.4016,25.6115,3,0,10.16,1.21,50.7154,45.9903,4.7251,15.794,21.3396,5.5456,32.4979,29.6941,2.8038,34.3894,30.409000000000002,3.9804
6,2011,San Diego St,64.2117,62.8786,110.50299999999999,113.834,91.7511,88.2242,25.6096,2,1,7.48,4.1,50.5448,44.0992,6.4456,17.0726,19.3846,2.312,37.3539,29.3089,8.045,31.055,27.9896,3.0654
7,2011,Wisconsin,57.0086,56.891000000000005,118.524,121.946,101.529,96.348,25.5977,4,0,10.81,-3.58,51.8252,48.2392,3.5860000000000003,13.3974,16.9123,3.5149,34.1568,27.4041,6.7527,29.4801,32.9083,-3.4282
8,2011,Kentucky,67.24,65.932,113.602,117.76,94.8943,92.4889,25.2715,4,1,9.81,4.46,52.3362,44.2413,8.0949,16.1363,17.9117,1.7754,33.5611,29.5389,4.0222,36.1429,30.0731,6.0698
9,2011,Notre Dame,64.60300000000001,63.3777,115.82600000000001,121.279,100.42,96.6246,24.6542,2,0,9.92,-3.83,53.4662,46.6934,6.7728,16.6983,15.8454,-0.8529,33.2891,28.7268,4.5623,45.1419,25.6012,19.5407
10,2011,BYU,71.5867,70.3423,112.665,117.73,94.6423,94.2638,23.4657,3,0,7.04,3.59,51.6085,46.6572,4.9513,15.149000000000001,20.2888,5.1398,30.8426,28.5714,2.2712,38.106,33.5704,4.5356
11,2011,Louisville,68.3829,66.988,107.678,111.24700000000001,92.8978,88.3769,22.87,4,0,8.77,-5.13,52.673,44.522,8.151,18.8513,23.3789,4.5276,34.2449,33.8334,0.4115,29.9284,39.7933,-9.8649
12,2011,Syracuse,66.0981,65.0381,110.37799999999999,114.24799999999999,95.1008,91.6187,22.6298,3,0,9.03,-2.31,52.7988,45.5,7.2988,18.6283,21.2833,2.655,36.6849,33.0004,3.6845,35.9556,29.7,6.2556
13,2011,Washington,72.5481,70.7555,113.93799999999999,116.488,96.5736,94.2736,22.2141,7,1,7.21,1.07,53.6947,46.3808,7.3139,16.7403,20.6306,3.8903,37.5581,31.9059,5.6522,31.5044,43.9762,-12.4718
14,2011,Connecticut,66.1988,65.3986,108.613,114.804,98.441,93.1006,21.703000000000003,3,1,12.78,-0.77,48.168,44.5319,3.6361,17.1371,17.2836,0.1465,38.2283,33.4595,4.7688,33.8411,26.8362,7.0049
15,2011,North Carolina,72.3548,70.5943,105.296,110.652,93.3377,89.1087,21.5431,2,0,11.14,6.01,49.1372,46.2377,2.8995,18.2506,19.6944,1.4438,36.8905,29.8805,7.01,37.8775,24.7969,13.0806
16,2011,Utah St,64.0677,62.8424,110.473,110.413,89.8328,90.2135,20.1997,12,1,-0.29,-2.4,52.2358,43.3752,8.8606,18.3111,18.7337,0.4226,33.6581,25.436,8.2221,43.3798,34.5517,8.8281
17,2011,West Virginia,64.4403,62.7344,107.68299999999999,113.31299999999999,99.8426,93.145,20.1684,5,0,12.7,7.1,48.5214,45.8675,2.6539,18.8756,18.6873,-0.1883,39.4432,34.7937,4.6495,40.9091,36.0153,4.8938
18,2011,Cincinnati,64.01100000000001,63.2667,106.90700000000001,109.822,92.4169,90.21799999999999,19.6039,6,0,6.23,-9.35,49.4069,45.838,3.5689,18.0637,22.2563,4.1926,37.8711,31.0209,6.8502,38.2672,35.3631,2.9041
19,2011,Illinois,66.4718,65.2946,106.76,112.305,98.039,92.727,19.5782,9,0,12.29,3.15,52.8796,45.7017,7.1779,19.3767,18.538,-0.8387,31.9703,31.3322,0.6381,28.2199,32.7292,-4.5093
20,2011,Florida,63.6893,62.5758,109.694,114.555,96.9113,95.0304,19.5245,2,0,7.73,1.55,52.0893,47.1553,4.934,18.792,19.0812,0.2892,37.2019,29.8393,7.3626,35.7829,27.7724,8.0105
21,2011,Georgetown,65.1498,63.7784,107.86200000000001,114.287,101.031,95.2916,18.9952,6,0,12.51,5.8,54.0517,46.8218,7.2299,20.9641,17.7094,-3.2547,33.3507,32.2509,1.0998,33.3529,37.9682,-4.6153
22,2011,Belmont,69.7082,68.7655,114.765,112.236,88.0346,93.26799999999999,18.9677,13,1,-4.71,-1.05,54.13,46.0862,8.0438,19.836,27.525,7.689,37.321,32.4503,4.8707,38.172,46.228,-8.056000000000001
23,2011,Arizona,67.0341,65.5658,112.742,115.936,98.916,97.0522,18.8834,5,0,7.69,-0.36,54.1182,48.5816,5.5366,18.8033,18.5707,-0.2326,33.67,29.1988,4.4712,43.5562,36.5957,6.9605
24,2011,UNLV,67.4797,66.9325,106.286,110.321,92.4839,91.5518,18.7696,8,0,5.99,1.85,50.8715,45.9701,4.9014,18.6085,24.1238,5.5153,33.5695,31.4996,2.0699,39.1068,39.6661,-0.5593
25,2011,George Mason,64.6733,65.0301,112.37799999999999,113.26899999999999,94.1214,94.9599,18.3096,8,0,2.06,0.66,53.1989,46.6432,6.5557,16.9182,20.4466,3.5284,32.8859,30.846999999999998,2.0389,38.6021,31.9978,6.6043
26,2011,Villanova,66.2173,65.5804,109.56200000000001,114.74600000000001,98.9267,96.4465,18.299,9,0,9.07,-0.79,49.5327,46.3482,3.1845,17.8696,18.2809,0.4113,35.1584,29.9053,5.2531,42.276,36.5184,5.7576
27,2011,Marquette,68.6201,66.7571,110.602,115.62299999999999,101.177,97.4927,18.1301,11,0,11.06,-5.91,51.0267,49.9066,1.1201,18.1644,20.6467,2.4823,35.7592,32.679,3.0802,44.2693,28.8515,15.4178
28,2011,Clemson,65.5855,64.0185,103.46700000000001,107.85600000000001,92.0852,90.4152,17.4409,12,0,6.99,-2.81,50.2737,45.558,4.7157,20.2645,23.0319,2.7674,33.5393,31.6467,1.8926,38.4784,34.814,3.6644
29,2011,Kansas St,69.1149,66.786,105.024,109.524,95.9404,92.0845,17.4393,5,0,9.23,0.73,49.6,47.3043,2.2957,21.5595,22.1768,0.6173,40.629,30.6926,9.9364,43.04,45.3333,-2.2933
30,2011,Vanderbilt,68.0881,66.882,110.92,115.206,98.6379,97.7687,17.437,5,0,6.66,2.52,52.8602,46.0252,6.835,18.9875,17.5237,-1.4638,33.1269,32.0864,1.0405,45.17,27.969,17.201
31,2011,Temple,66.077,64.7767,107.186,109.72399999999999,93.5883,92.7362,16.988,7,0,4.04,5.83,49.9743,46.305,3.6693,16.4018,20.0022,3.6004,32.6427,28.7366,3.9061,33.7622,26.4151,7.3471
32,2011,St Johns,66.3559,66.3588,105.155,110.49600000000001,99.5019,93.6698,16.8263,6,0,10.98,1.69,49.5488,50.8221,-1.2733,18.5399,24.22,5.6801,33.1494,33.2232,-0.0738,44.1624,40.1644,3.998
33,2011,Missouri,72.7273,71.2086,109.681,112.932,97.9669,96.3729,16.559,11,0,6.5,-4.76,51.4749,49.3063,2.1686,16.9007,24.5226,7.6219,32.5,36.1848,-3.6848,34.2843,40.715,-6.4307
34,2011,Xavier,65.3632,64.8622,109.395,112.80799999999999,97.2645,96.2683,16.5395,6,0,4.49,6.02,51.2059,46.528999999999996,4.6769,18.3432,19.1448,0.8016,33.1216,27.9271,5.1945,44.4706,34.9971,9.4735
35,2011,Gonzaga,68.1979,66.6571,110.305,110.61,95.0132,94.1013,16.5087,11,1,3.82,4.5,52.5186,47.2414,5.2772,19.9431,20.8008,0.8577,36.2736,28.2537,8.0199,41.7285,35.1194,6.6091
36,2011,Richmond,64.1354,63.1619,108.788,111.00299999999999,94.5571,95.4298,15.5729,12,1,3.11,1.0,53.0627,45.1047,7.957999999999999,16.3974,19.5752,3.1778,28.8406,33.154,-4.3134,32.3207,29.2742,3.0465
37,2011,Michigan,61.603,61.958999999999996,105.662,110.77,101.198,95.3533,15.4164,8,0,12.0,-1.19,52.284,48.8833,3.4007,16.5674,19.1163,2.5489,26.0554,29.6446,-3.5892,26.7474,30.4299,-3.6825
38,2011,Texas A&M,63.2801,61.4192,106.50399999999999,109.943,96.2696,94.5593,15.3838,7,0,5.43,-7.5,49.3345,46.5882,2.7463,20.3934,20.8801,0.4867,37.6516,29.7547,7.8969,47.3079,36.8961,10.4118
39,2011,Butler,65.4927,63.7754,109.473,112.272,97.9504,97.27799999999999,14.9935,8,1,6.11,6.67,49.8304,48.0987,1.7317,16.9485,18.8455,1.8969999999999998,32.794000000000004,27.94,4.854,37.9361,38.9517,-1.0156
40,2011,Florida St,69.6532,67.5152,99.0533,103.15700000000001,89.6939,88.1874,14.9701,10,0,7.01,-1.82,49.0011,42.3618,6.6393,22.9735,21.9139,-1.0596,36.1702,30.935,5.2352,38.1178,36.2878,1.83
41,2011,Michigan St,65.7577,65.0151,102.307,108.50299999999999,100.085,93.7079,14.7956,10,0,13.7,6.7,48.6383,47.8369,0.8014,20.1857,18.2308,-1.9549,35.2606,28.9167,6.3439,36.6013,38.9351,-2.3338
