,Unnamed: 0,Season,TeamName,Tempo,AdjTempo,OE,AdjOE,DE,AdjDE,AdjEM,seed,ConfTournament,SOSAdjEM,NCSOSAsjEM,O_eFG_Pct,D_eFG_Pct,O-D_eFG_Pct,O_TO_Pct,D_TO_Pct,D-O_TO_Pct,O_OR_Pct,D_OR_Pct,O-D_OR_Pct,O_FT_Rate,D_FT_Rate,O-D_FT_Rate,LastTenRecord
79,892,2015,NC State,64.4741,63.8463,108.152,114.001,101.056,98.6377,15.3629,8,0,9.84,-0.65,49.3184,45.4678,3.8506,16.0375,14.9256,-1.1119,33.9328,30.1421,3.7907,35.3943,34.6979,0.6964,0.6
80,972,2016,Hawaii,71.2522,70.5206,107.946,108.243,92.6195,96.5071,11.736,13,1,-2.32,-8.92,51.8733,44.8832,6.9901,18.1288,19.8325,1.7037,30.37858,26.41026,3.96832,45.39945,40.15573,5.24372,0.8
81,965,2016,Yale,66.9779,65.9753,110.744,109.51,94.2337,95.6837,13.8265,12,0,-0.85,-1.0,52.214,46.7105,5.5035,19.9369,17.8302,-2.1067,39.25703,24.26614,14.99089,41.69742,33.27068,8.426739999999999,0.9
82,964,2016,Stephen F Austin,69.1402,67.4268,115.066,111.339,93.0518,96.9336,14.405,14,1,-5.88,4.79,54.8203,49.5095,5.3108,17.6667,25.9434,8.2767,33.46774,30.65015,2.81759,34.34113,40.22237,-5.88124,1.0
83,984,2016,Middle Tennessee St,69.2026,67.5556,104.147,103.144,98.3849,99.21,3.93408,15,1,-0.58,2.11,51.6998,49.4404,2.2594,17.0833,19.4048,2.3215,28.713690000000003,25.71429,2.9994,34.93724,42.3615,-7.42426,0.7
84,969,2016,Arkansas Little Rock,64.0516,63.2633,108.823,108.951,93.1235,95.6244,13.3265,12,1,-0.77,-0.2,51.8589,45.938,5.9209,15.6085,21.0294,5.4209,26.71546,29.50963,-2.7941700000000003,31.43794,38.34015,-6.90221,0.8
85,948,2016,Gonzaga,68.325,67.1988,116.179,116.44,97.8566,97.1644,19.2756,11,1,3.51,6.12,55.2032,44.7705,10.4327,17.0744,15.1123,-1.9621,32.1366,26.02339,6.11321,34.39049,28.111690000000007,6.2788,0.8
86,958,2016,Syracuse,65.2376,64.9033,106.806,111.357,99.7255,95.507,15.8501,10,0,10.21,-0.82,50.024,47.2979,2.7261,18.1285,20.3946,2.2661,33.53429000000001,35.27675,-1.74246,35.35062,27.96053,7.39009,0.5
87,1035,2017,Middle Tennessee St,66.0809,64.2498,111.884,111.64,95.4354,96.9823,14.6582,12,1,-0.93,3.86,54.13552566,47.87995595,6.25556971,15.58463923,19.80368521,4.21904598,30.20554066,23.81771281,6.38782785,29.99501744,38.21585903,-8.22084159,1.0
88,1015,2017,Wisconsin,64.5856,63.2884,110.209,113.589,94.0971,91.2963,22.2926,8,0,10.0,-1.29,52.08333333,47.54139488,4.54193845,17.01000528,19.5346046,2.52459932,35.79766537,25.82995951,9.96770586,32.91198502,28.04816859,4.86381643,0.4
89,1031,2017,Xavier,68.3481,67.1917,108.762,114.744,103.983,99.4255,15.3189,11,0,11.73,5.32,51.88547486,51.5625,0.32297486,18.38090386,17.45801329,-0.92289057,34.53292496,25.54012346,8.9928015,41.06145251,33.39552239,7.66593012,0.3
90,1031,2017,Xavier,68.3481,67.1917,108.762,114.744,103.983,99.4255,15.3189,11,0,11.73,5.32,51.88547486,51.5625,0.32297486,18.38090386,17.45801329,-0.92289057,34.53292496,25.54012346,8.9928015,41.06145251,33.39552239,7.66593012,0.3
91,1125,2018,UMBC,69.0605,68.1857,104.772,103.389,102.773,105.297,-1.9086,16,1,-4.38,-3.55,52.20241217,51.61725067,0.5851615,17.23112179,20.66853227,3.43741048,25.9382819,28.29181495,-2.35353305,30.25694809,30.78167116,-0.52472307,0.8
92,1112,2018,Buffalo,73.8527,72.8022,113.539,114.284,102.44,103.791,10.4931,13,1,-0.06,3.87,54.80599647,48.82019821,5.98579826,16.47267753,18.12378507,1.65110754,31.93597561,29.11877395,2.81720166,29.85008818,39.54695611,-9.69686793,0.8
93,1117,2018,Marshall,75.9031,74.8308,108.999,109.328,102.915,103.944,5.38402,13,1,0.07,-7.0,54.72003702,49.84952709,4.87050993,17.20036938,18.39432127,1.19395189,22.56778309,32.38636364,-9.81858055,33.08653401,28.84780739,4.23872662,0.8
94,1095,2018,Loyola Chicago,65.8676,65.3221,108.717,111.331,93.9293,96.1911,15.1402,11,1,2.48,-5.47,57.66384778,47.39151633,10.27233145,19.10516591,19.43456532,0.32939941,22.11350294,25.87959343,-3.76609049,32.2410148,25.20721599,7.03379881,1.0
95,1090,2018,Florida St,72.5734,71.6051,110.767,115.822,101.381,99.9984,15.8239,9,0,9.27,-6.91,53.2,48.3560357,4.8439643,17.82773366,19.35247404,1.52474038,32.2528363,29.78723404,2.46560226,36.98823529,32.36261155,4.62562374,0.4
96,1105,2018,Syracuse,64.5151,63.3993,103.016,107.705,98.3289,94.1122,13.5929,11,0,9.81,-0.2,46.91729323,46.21212121,0.70517202,19.16730332,19.49992464,0.33262132,34.74842767,30.35048471,4.39794296,40.45112782,31.37829912,9.0728287,0.5
